Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;;"SEM APLICACAO";1.669.000,00;1.916.030,00;1.916.030,00;1.901.219,00;1.729.769,00;90,28
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;278.000,00;294.950,00;294.940,96;266.905,46;249.399,32;84,56
;;;;;"SEM APLICACAO";278.000,00;294.950,00;294.940,96;266.905,46;249.399,32;84,56
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.338.000,00;3.522.950,00;3.522.924,23;3.252.537,13;3.123.776,09;88,67
;;;;;"SEM APLICACAO";1.338.000,00;3.522.950,00;3.522.924,23;3.252.537,13;3.123.776,09;88,67
;;;;"Passagens e Despesas com Locomocao";;21.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";21.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Subvencoes Sociais";;1.129.000,00;1.424.520,00;1.319.511,00;1.218.291,00;899.588,00;68,18
;;;;;"SEM APLICACAO";1.129.000,00;1.424.520,00;1.319.511,00;1.218.291,00;899.588,00;68,18
;;;"PESSOAL E ENCARGOS SOCIAIS";;;2.737.700,00;3.566.200,00;3.566.093,59;3.566.093,59;3.256.583,50;91,32
;;;;"Contratacao por Tempo Determinado";;548.000,00;90.750,00;90.743,36;90.743,36;86.318,89;95,12
;;;;;"SEM APLICACAO";548.000,00;90.750,00;90.743,36;90.743,36;86.318,89;95,12
;;;;"Despesas de Exercicios Anteriores";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;45.700,00;44.540,00;44.521,58;44.521,58;32.642,71;73,32
;;;;;"SEM APLICACAO";45.700,00;44.540,00;44.521,58;44.521,58;32.642,71;73,32
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;37.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";37.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;2.106.000,00;3.430.910,00;3.430.828,65;3.430.828,65;3.137.621,90;91,45
;;;;;"SEM APLICACAO";2.106.000,00;3.430.910,00;3.430.828,65;3.430.828,65;3.137.621,90;91,45
;;"DESPESAS DE CAPITAL";;;;14.000,00;43.730,00;43.724,70;26.726,70;26.726,70;61,12
;;;"INVESTIMENTOS";;;14.000,00;43.730,00;43.724,70;26.726,70;26.726,70;61,12
;;;;"Equipamentos e Material Permanente";;14.000,00;43.730,00;43.724,70;26.726,70;26.726,70;61,12
;;;;;"SEM APLICACAO";14.000,00;43.730,00;43.724,70;26.726,70;26.726,70;61,12
;"FUNDO MUNICIPAL DE EDUCACAO DO PAULISTA   ADMINISTRACAO DIRETA";;;;;110.390.100,00;121.525.676,57;121.325.915,14;120.023.283,64;107.192.409,69;88,35
;;"DESPESAS CORRENTES";;;;108.768.400,00;118.771.386,57;118.644.931,59;117.364.351,19;104.549.087,46;88,12
;;;"OUTRAS DESPESAS CORRENTES";;;22.198.800,00;35.381.436,57;35.323.129,61;34.042.549,21;30.657.605,75;86,79
;;;;"Auxilio Alimentacao";;4.000,00;1.240,00;1.240,00;240,00;240,00;19,35
;;;;;"SEM APLICACAO";4.000,00;1.240,00;1.240,00;240,00;240,00;19,35
;;;;"Auxilio Transporte";;3.395.000,00;2.950.630,00;2.950.616,36;2.950.616,36;2.914.497,43;98,78
;;;;;"SEM APLICACAO";3.395.000,00;2.950.630,00;2.950.616,36;2.950.616,36;2.914.497,43;98,78
;;;;"Contribuicoes";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;51.200,00;332.980,00;332.872,31;332.872,31;332.872,31;100,00
;;;;;"SEM APLICACAO";51.200,00;332.980,00;332.872,31;332.872,31;332.872,31;100,00
;;;;"Diarias   Civil";;27.600,00;13.020,00;13.020,00;13.020,00;13.020,00;100,00
;;;;;"SEM APLICACAO";27.600,00;13.020,00;13.020,00;13.020,00;13.020,00;100,00
;;;;"Indenizacoes e Restituicoes";;4.000,00;1.731.631,57;1.731.623,97;1.731.623,97;1.731.623,97;100,00
;;;;;"SEM APLICACAO";4.000,00;1.731.631,57;1.731.623,97;1.731.623,97;1.731.623,97;100,00
;;;;"Material de Consumo";;5.893.400,00;6.781.898,00;6.781.819,25;6.521.886,63;6.394.720,97;94,29
;;;;;"SEM APLICACAO";5.893.400,00;6.781.898,00;6.781.819,25;6.521.886,63;6.394.720,97;94,29
;;;;"Material de Distribuicao Gratuita";;1.811.000,00;2.118.150,00;2.118.121,80;1.992.316,87;1.428.432,19;67,44
;;;;;"SEM APLICACAO";1.811.000,00;2.118.150,00;2.118.121,80;1.992.316,87;1.428.432,19;67,44
;;;;"Obrigacoes Tributarias e Contributivas";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;645.000,00;450.960,00;450.952,56;431.203,68;390.507,55;86,60
;;;;;"SEM APLICACAO";645.000,00;450.960,00;450.952,56;431.203,68;390.507,55;86,60
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;10.308.600,00;20.969.557,00;20.911.493,36;20.050.225,39;17.451.691,33;83,46
;;;;;"SEM APLICACAO";10.308.600,00;20.969.557,00;20.911.493,36;20.050.225,39;17.451.691,33;83,46
;;;;"Passagens e Despesas com Locomocao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Premiacoes Culturais  Artisticas  Cientificas  Desportivas e Outras  6  I ";;8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Subvencoes Sociais";;41.000,00;31.370,00;31.370,00;18.544,00;0,00;0,00
;;;;;"SEM APLICACAO";41.000,00;31.370,00;31.370,00;18.544,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;86.569.600,00;83.389.950,00;83.321.801,98;83.321.801,98;73.891.481,71;88,68
;;;;"Contratacao por Tempo Determinado";;9.375.000,00;2.962.822,00;2.962.813,67;2.962.813,67;2.961.148,37;99,94
;;;;;"SEM APLICACAO";9.375.000,00;2.962.822,00;2.962.813,67;2.962.813,67;2.961.148,37;99,94
;;;;"Contribuicoes Patronais  19  I ";;16.617.000,00;15.061.240,00;15.013.602,63;15.013.602,63;12.382.244,02;82,47
;;;;;"SEM APLICACAO";13.885.000,00;13.890.480,00;13.842.856,38;13.842.856,38;11.261.436,99;81,35
;;;;"Despesas de Exercicios Anteriores";;1.000,00;252.790,00;252.781,49;252.781,49;4.749,29;1,88
;;;;;"SEM APLICACAO";1.000,00;252.790,00;252.781,49;252.781,49;4.749,29;1,88
;;;;"Obrigacoes Patronais";;16.617.000,00;15.061.240,00;15.013.602,63;15.013.602,63;12.382.244,02;82,47
;;;;;"SEM APLICACAO";2.732.000,00;1.170.760,00;1.170.746,25;1.170.746,25;1.120.807,03;95,73
;;;;"Outras Despesas Variaveis   Pessoal Civil";;4.039.000,00;5.610.398,00;5.610.324,81;5.610.324,81;3.981.494,03;70,97
;;;;;"SEM APLICACAO";4.039.000,00;5.610.398,00;5.610.324,81;5.610.324,81;3.981.494,03;70,97
;;;;"Pensoes";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;144.300,00;57.360,00;37.013,80;37.013,80;24.286,80;65,62
;;;;;"SEM APLICACAO";144.300,00;57.360,00;37.013,80;37.013,80;24.286,80;65,62
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;56.392.300,00;59.445.340,00;59.445.265,58;59.445.265,58;54.537.559,20;91,74
;;;;;"SEM APLICACAO";56.392.300,00;59.445.340,00;59.445.265,58;59.445.265,58;54.537.559,20;91,74
;;"DESPESAS DE CAPITAL";;;;1.621.700,00;2.754.290,00;2.680.983,55;2.658.932,45;2.643.322,23;98,60
;;;"INVESTIMENTOS";;;1.621.700,00;2.754.290,00;2.680.983,55;2.658.932,45;2.643.322,23;98,60
;;;;"Contribuicoes";;6.700,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;1.606.000,00;1.819.180,00;1.746.880,04;1.724.828,94;1.724.828,94;98,74
;;;;;"SEM APLICACAO";1.606.000,00;1.819.180,00;1.746.880,04;1.724.828,94;1.724.828,94;98,74
;;;;"Obras e Instalacoes";;7.000,00;935.110,00;934.103,51;934.103,51;918.493,29;98,33
;;;;;"SEM APLICACAO";7.000,00;935.110,00;934.103,51;934.103,51;918.493,29;98,33
;;;;"Servicos de Consultoria";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;"FUNDO MUNICIPAL DE ILUMINACAO PUBLICA   ADMINISTRACAO DIRETA";;;;;17.386.000,00;17.865.530,00;17.844.854,29;16.372.520,44;16.363.856,88;91,70
;;"DESPESAS CORRENTES";;;;15.995.000,00;17.814.030,00;17.794.357,36;16.322.023,51;16.313.359,95;91,68
;;;"OUTRAS DESPESAS CORRENTES";;;15.991.000,00;17.810.030,00;17.794.357,36;16.322.023,51;16.313.359,95;91,68
;;;;"Despesas de Exercicios Anteriores";;600.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";600.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;1.000,00;990,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;990,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;680.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";680.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;14.709.000,00;17.807.040,00;17.794.357,36;16.322.023,51;16.313.359,95;91,68
;;;;;"SEM APLICACAO";14.709.000,00;17.807.040,00;17.794.357,36;16.322.023,51;16.313.359,95;91,68
;;;;"Passagens e Despesas com Locomocao";;1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;4.000,00;4.000,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;"DESPESAS DE CAPITAL";;;;1.391.000,00;51.500,00;50.496,93;50.496,93;50.496,93;100,00
;;;"INVESTIMENTOS";;;1.391.000,00;51.500,00;50.496,93;50.496,93;50.496,93;100,00
;;;;"Equipamentos e Material Permanente";;691.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";691.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;700.000,00;50.500,00;50.496,93;50.496,93;50.496,93;100,00
;;;;;"SEM APLICACAO";700.000,00;50.500,00;50.496,93;50.496,93;50.496,93;100,00
;"FUNDO MUNICIPAL DE INCENTIVO A CULTURA   ADMINISTRACAO DIRETA";;;;;158.000,00;277.300,00;277.291,64;64.421,57;42.497,52;15,33
;;"DESPESAS CORRENTES";;;;103.000,00;5.330,00;5.323,55;5.323,55;5.323,55;100,00
;;;"OUTRAS DESPESAS CORRENTES";;;102.000,00;5.330,00;5.323,55;5.323,55;5.323,55;100,00
;;;;"Material de Consumo";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;62.000,00;5.330,00;5.323,55;5.323,55;5.323,55;100,00
;;;;;"SEM APLICACAO";62.000,00;5.330,00;5.323,55;5.323,55;5.323,55;100,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;"DESPESAS DE CAPITAL";;;;55.000,00;271.970,00;271.968,09;59.098,02;37.173,97;13,67
;;;"INVESTIMENTOS";;;55.000,00;271.970,00;271.968,09;59.098,02;37.173,97;13,67
;;;;"Equipamentos e Material Permanente";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Obras e Instalacoes";;50.000,00;271.970,00;271.968,09;59.098,02;37.173,97;13,67
;;;;;"SEM APLICACAO";50.000,00;271.970,00;271.968,09;59.098,02;37.173,97;13,67
;"FUNDO MUNICIPAL DE LIMPEZA URBANA E MANEJO DE RESIDUOS SOLIDOS   ADM. DIRETA";;;;;27.600.000,00;30.014.770,00;30.014.670,99;27.963.097,60;27.035.707,00;90,07
;;"DESPESAS CORRENTES";;;;27.600.000,00;30.014.770,00;30.014.670,99;27.963.097,60;27.035.707,00;90,07
;;;"OUTRAS DESPESAS CORRENTES";;;27.600.000,00;30.014.770,00;30.014.670,99;27.963.097,60;27.035.707,00;90,07
;;;;"Despesas de Exercicios Anteriores";;0,00;238.320,00;238.301,61;238.301,61;238.301,61;100,00
;;;;;"SEM APLICACAO";0,00;238.320,00;238.301,61;238.301,61;238.301,61;100,00
;;;;"Indenizacoes e Restituicoes";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;27.600.000,00;29.776.450,00;29.776.369,38;27.724.795,99;26.797.405,39;90,00
;;;;;"SEM APLICACAO";27.600.000,00;29.776.450,00;29.776.369,38;27.724.795,99;26.797.405,39;90,00
;"FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA   ADMINISTRACAO DIRETA";;;;;971.000,00;747.970,00;746.668,73;745.668,73;694.257,02;92,98
;;"DESPESAS CORRENTES";;;;969.000,00;747.970,00;746.668,73;745.668,73;694.257,02;92,98
;;;"OUTRAS DESPESAS CORRENTES";;;365.000,00;126.930,00;126.915,00;125.915,00;124.755,53;98,30
;;;;"Despesas de Exercicios Anteriores";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;3.000,00;1.000,00;1.000,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;1.000,00;1.000,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;356.000,00;125.930,00;125.915,00;125.915,00;124.755,53;99,08
;;;;;"SEM APLICACAO";356.000,00;125.930,00;125.915,00;125.915,00;124.755,53;99,08
;;;;"Passagens e Despesas com Locomocao";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;604.000,00;621.040,00;619.753,73;619.753,73;569.501,49;91,89
;;;;"Outras Despesas Variaveis   Pessoal Civil";;1.000,00;13.900,00;13.893,68;13.893,68;12.774,61;91,95
;;;;;"SEM APLICACAO";1.000,00;13.900,00;13.893,68;13.893,68;12.774,61;91,95
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;603.000,00;607.140,00;605.860,05;605.860,05;556.726,88;91,89
;;;;;"SEM APLICACAO";603.000,00;607.140,00;605.860,05;605.860,05;556.726,88;91,89
;;"DESPESAS DE CAPITAL";;;;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;"GABINETE DO PREFEITO E RELACOES INSTITUCIONAIS   ADMINISTRACAO DIRETA";;;;;5.820.200,00;4.965.010,00;4.964.875,31;4.964.875,31;4.571.490,11;92,08
;;"DESPESAS CORRENTES";;;;5.770.000,00;4.965.010,00;4.964.875,31;4.964.875,31;4.571.490,11;92,08
;;;"OUTRAS DESPESAS CORRENTES";;;990.000,00;1.043.650,00;1.043.554,28;1.043.554,28;973.395,29;93,28
;;;;"Auxilio Alimentacao";;1.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Contribuicoes";;122.500,00;113.880,00;113.835,00;113.835,00;113.835,00;100,00
;;;;;"SEM APLICACAO";122.500,00;113.880,00;113.835,00;113.835,00;113.835,00;100,00
;;;;"Despesas de Exercicios Anteriores";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;21.100,00;720,00;720,00;720,00;720,00;100,00
;;;;;"SEM APLICACAO";21.100,00;720,00;720,00;720,00;720,00;100,00
;;;;"Indenizacoes e Restituicoes";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;39.300,00;1.810,00;1.809,05;1.809,05;1.809,05;100,00
;;;;;"SEM APLICACAO";39.300,00;1.810,00;1.809,05;1.809,05;1.809,05;100,00
;;;;"Material de Distribuicao Gratuita";;200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;6.200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;792.300,00;927.240,00;927.190,23;927.190,23;857.031,24;92,43
;;;;;"SEM APLICACAO";792.300,00;927.240,00;927.190,23;927.190,23;857.031,24;92,43
;;;;"Passagens e Despesas com Locomocao";;900,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";900,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;4.780.000,00;3.921.360,00;3.921.321,03;3.921.321,03;3.598.094,82;91,76
;;;;"Despesas de Exercicios Anteriores";;1.000,00;4.840,00;4.836,22;4.836,22;4.836,22;100,00
;;;;;"SEM APLICACAO";1.000,00;4.840,00;4.836,22;4.836,22;4.836,22;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;16.000,00;48.344,00;48.322,91;48.322,91;37.269,58;77,13
;;;;;"SEM APLICACAO";16.000,00;48.344,00;48.322,91;48.322,91;37.269,58;77,13
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;65.000,00;44.090,00;44.085,27;44.085,27;36.311,90;82,37
;;;;;"SEM APLICACAO";65.000,00;44.090,00;44.085,27;44.085,27;36.311,90;82,37
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;4.698.000,00;3.824.086,00;3.824.076,63;3.824.076,63;3.519.677,12;92,04
;;;;;"SEM APLICACAO";4.698.000,00;3.824.086,00;3.824.076,63;3.824.076,63;3.519.677,12;92,04
;;"DESPESAS DE CAPITAL";;;;50.200,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;50.200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;50.200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";50.200,00;0,00;0,00;0,00;0,00;0,00
;"GABINETE DO VICE PREFEITO   ADMINISTRACAO DIRETA";;;;;1.114.000,00;727.610,00;727.603,49;727.603,49;670.969,41;92,22
;;"DESPESAS CORRENTES";;;;1.102.000,00;727.610,00;727.603,49;727.603,49;670.969,41;92,22
;;;"OUTRAS DESPESAS CORRENTES";;;38.000,00;7.090,00;7.088,52;7.088,52;6.611,58;93,27
;;;;"Despesas de Exercicios Anteriores";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;12.000,00;790,00;790,00;790,00;790,00;100,00
;;;;;"SEM APLICACAO";12.000,00;790,00;790,00;790,00;790,00;100,00
;;;;"Material de Consumo";;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;4.000,00;6.300,00;6.298,52;6.298,52;5.821,58;92,43
;;;;;"SEM APLICACAO";4.000,00;6.300,00;6.298,52;6.298,52;5.821,58;92,43
;;;;"Passagens e Despesas com Locomocao";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.064.000,00;720.520,00;720.514,97;720.514,97;664.357,83;92,21
;;;;"Outras Despesas Variaveis   Pessoal Civil";;17.000,00;3.100,00;3.095,17;3.095,17;2.762,50;89,25
;;;;;"SEM APLICACAO";17.000,00;3.100,00;3.095,17;3.095,17;2.762,50;89,25
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.047.000,00;717.420,00;717.419,80;717.419,80;661.595,33;92,22
;;;;;"SEM APLICACAO";1.047.000,00;717.420,00;717.419,80;717.419,80;661.595,33;92,22
;;"DESPESAS DE CAPITAL";;;;12.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;12.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;12.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";12.000,00;0,00;0,00;0,00;0,00;0,00
;"RESERVA DE CONTIGENCIA";;;;;3.050.000,00;0,00;0,00;0,00;0,00;0,00
;;"Reserva de Contingencia";;;;3.050.000,00;0,00;0,00;0,00;0,00;0,00
;;;"Reserva de Contingencia";;;3.050.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Reserva de Contingencia";;3.050.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.050.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DA CONTROLADORIA  PLANEJAMENTO E GESTAO   ADMINISTRACAO DIRETA";;;;;5.805.200,00;1.264.953,00;1.244.905,34;1.240.354,61;1.149.414,48;92,33
;;"DESPESAS CORRENTES";;;;1.160.300,00;1.194.945,00;1.194.907,34;1.190.356,61;1.099.416,48;92,01
;;;"OUTRAS DESPESAS CORRENTES";;;217.300,00;79.265,00;79.258,28;74.707,55;72.176,85;91,07
;;;;"Despesas de Exercicios Anteriores";;6.300,00;110,00;105,46;105,46;105,46;100,00
;;;;;"SEM APLICACAO";6.300,00;110,00;105,46;105,46;105,46;100,00
;;;;"Diarias   Civil";;12.400,00;1.975,00;1.975,00;1.975,00;1.975,00;100,00
;;;;;"SEM APLICACAO";12.400,00;1.975,00;1.975,00;1.975,00;1.975,00;100,00
;;;;"Material de Consumo";;29.200,00;260,00;258,00;258,00;258,00;100,00
;;;;;"SEM APLICACAO";29.200,00;260,00;258,00;258,00;258,00;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;92.400,00;76.920,00;76.919,82;72.369,09;69.838,39;90,79
;;;;;"SEM APLICACAO";92.400,00;76.920,00;76.919,82;72.369,09;69.838,39;90,79
;;;;"Passagens e Despesas com Locomocao";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;55.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";55.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;943.000,00;1.115.680,00;1.115.649,06;1.115.649,06;1.027.239,63;92,08
;;;;"Despesas de Exercicios Anteriores";;1.000,00;10.940,00;10.931,97;10.931,97;10.931,97;100,00
;;;;;"SEM APLICACAO";1.000,00;10.940,00;10.931,97;10.931,97;10.931,97;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;9.000,00;19.000,00;18.989,56;18.989,56;11.840,21;62,35
;;;;;"SEM APLICACAO";9.000,00;19.000,00;18.989,56;18.989,56;11.840,21;62,35
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;143.000,00;131.860,00;131.854,39;131.854,39;131.854,39;100,00
;;;;;"SEM APLICACAO";143.000,00;131.860,00;131.854,39;131.854,39;131.854,39;100,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;790.000,00;953.880,00;953.873,14;953.873,14;872.613,06;91,48
;;;;;"SEM APLICACAO";790.000,00;953.880,00;953.873,14;953.873,14;872.613,06;91,48
;;"DESPESAS DE CAPITAL";;;;4.644.900,00;70.008,00;49.998,00;49.998,00;49.998,00;100,00
;;;"INVESTIMENTOS";;;4.644.900,00;70.008,00;49.998,00;49.998,00;49.998,00;100,00
;;;;"Equipamentos e Material Permanente";;4.628.900,00;5.008,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";4.628.900,00;5.008,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;10.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;10.000,00;0,00;0,00;0,00;0,00
