Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;"Contratacao por Tempo Determinado";;890.100,00;707.310,00;540.019,67;540.019,67;515.667,67;95,49
;;;;;"SEM APLICACAO";890.100,00;707.310,00;540.019,67;540.019,67;515.667,67;95,49
;;;;"Despesas de Exercicios Anteriores";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;32.800,00;35.950,00;35.943,95;35.943,95;29.486,15;82,03
;;;;;"SEM APLICACAO";32.800,00;35.950,00;35.943,95;35.943,95;29.486,15;82,03
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;2.014.600,00;2.101.480,00;2.101.439,97;2.101.439,97;1.880.184,24;89,47
;;;;;"SEM APLICACAO";2.014.600,00;2.101.480,00;2.101.439,97;2.101.439,97;1.880.184,24;89,47
;;"DESPESAS DE CAPITAL";;;;70.000,00;780.950,00;515.506,31;499.297,31;499.297,31;96,86
;;;"INVESTIMENTOS";;;70.000,00;780.950,00;515.506,31;499.297,31;499.297,31;96,86
;;;;"Equipamentos e Material Permanente";;70.000,00;780.950,00;515.506,31;499.297,31;499.297,31;96,86
;;;;;"SEM APLICACAO";70.000,00;780.950,00;515.506,31;499.297,31;499.297,31;96,86
;"FUNDO MUNICIPAL DE ILUMINACAO PUBLICA   ADMINISTRACAO DIRETA";;;;;17.664.000,00;18.828.400,00;18.828.375,32;18.460.235,91;17.006.952,69;90,33
;;"DESPESAS CORRENTES";;;;15.889.000,00;18.828.400,00;18.828.375,32;18.460.235,91;17.006.952,69;90,33
;;;"OUTRAS DESPESAS CORRENTES";;;14.643.000,00;18.828.400,00;18.828.375,32;18.460.235,91;17.006.952,69;90,33
;;;;"Despesas de Exercicios Anteriores";;600.000,00;3.580,00;3.573,88;3.573,88;3.573,88;100,00
;;;;;"SEM APLICACAO";600.000,00;3.580,00;3.573,88;3.573,88;3.573,88;100,00
;;;;"Diarias   Civil";;1.000,00;1.580,00;1.580,00;1.580,00;1.580,00;100,00
;;;;;"SEM APLICACAO";1.000,00;1.580,00;1.580,00;1.580,00;1.580,00;100,00
;;;;"Material de Consumo";;831.000,00;2.145.430,00;2.145.425,00;2.145.425,00;2.145.425,00;100,00
;;;;;"SEM APLICACAO";831.000,00;2.145.430,00;2.145.425,00;2.145.425,00;2.145.425,00;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;13.210.000,00;16.677.810,00;16.677.796,44;16.309.657,03;14.856.373,81;89,08
;;;;;"SEM APLICACAO";13.210.000,00;16.677.810,00;16.677.796,44;16.309.657,03;14.856.373,81;89,08
;;;;"Passagens e Despesas com Locomocao";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.246.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;196.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";196.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.050.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.050.000,00;0,00;0,00;0,00;0,00;0,00
;;"DESPESAS DE CAPITAL";;;;1.775.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;1.775.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;845.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";845.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;930.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";930.000,00;0,00;0,00;0,00;0,00;0,00
;"FUNDO MUNICIPAL DE INCENTIVO A CULTURA   ADMINISTRACAO DIRETA";;;;;91.000,00;34.440,00;34.425,61;34.425,61;24.769,74;71,95
;;"DESPESAS CORRENTES";;;;86.000,00;5.000,00;4.995,50;4.995,50;4.995,50;100,00
;;;"OUTRAS DESPESAS CORRENTES";;;85.000,00;5.000,00;4.995,50;4.995,50;4.995,50;100,00
;;;;"Material de Consumo";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;50.000,00;5.000,00;4.995,50;4.995,50;4.995,50;100,00
;;;;;"SEM APLICACAO";50.000,00;5.000,00;4.995,50;4.995,50;4.995,50;100,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;"DESPESAS DE CAPITAL";;;;5.000,00;29.440,00;29.430,11;29.430,11;19.774,24;67,19
;;;"INVESTIMENTOS";;;5.000,00;29.440,00;29.430,11;29.430,11;19.774,24;67,19
;;;;"Equipamentos e Material Permanente";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Obras e Instalacoes";;0,00;29.440,00;29.430,11;29.430,11;19.774,24;67,19
;;;;;"SEM APLICACAO";0,00;29.440,00;29.430,11;29.430,11;19.774,24;67,19
;"FUNDO MUNICIPAL DE LIMPEZA URBANA E MANEJO DE RESIDUOS SOLIDOS   ADM. DIRETA";;;;;27.600.000,00;24.718.090,00;24.718.077,10;22.450.176,16;20.433.698,99;82,67
;;"DESPESAS CORRENTES";;;;27.600.000,00;24.718.090,00;24.718.077,10;22.450.176,16;20.433.698,99;82,67
;;;"OUTRAS DESPESAS CORRENTES";;;27.600.000,00;24.718.090,00;24.718.077,10;22.450.176,16;20.433.698,99;82,67
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;27.600.000,00;24.632.090,00;24.632.077,10;22.450.176,16;20.433.698,99;82,96
;;;;;"SEM APLICACAO";27.600.000,00;24.632.090,00;24.632.077,10;22.450.176,16;20.433.698,99;82,96
;;;;"Servicos de Consultoria";;0,00;86.000,00;86.000,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;86.000,00;86.000,00;0,00;0,00;0,00
;"FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA   ADMINISTRACAO DIRETA";;;;;767.140,00;755.340,00;755.279,60;753.999,60;695.356,55;92,07
;;"DESPESAS CORRENTES";;;;765.140,00;755.330,00;755.279,60;753.999,60;695.356,55;92,07
;;;"OUTRAS DESPESAS CORRENTES";;;263.000,00;168.360,00;168.315,69;167.035,69;152.348,75;90,51
;;;;"Despesas de Exercicios Anteriores";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;0,00;5.200,00;5.199,08;5.199,08;5.199,08;100,00
;;;;;"SEM APLICACAO";0,00;5.200,00;5.199,08;5.199,08;5.199,08;100,00
;;;;"Material de Consumo";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;254.000,00;163.160,00;163.116,61;161.836,61;147.149,67;90,21
;;;;;"SEM APLICACAO";254.000,00;163.160,00;163.116,61;161.836,61;147.149,67;90,21
;;;;"Passagens e Despesas com Locomocao";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;502.140,00;586.970,00;586.963,91;586.963,91;543.007,80;92,51
;;;;"Outras Despesas Variaveis   Pessoal Civil";;0,00;11.280,00;11.278,49;11.278,49;10.878,49;96,45
;;;;;"SEM APLICACAO";0,00;11.280,00;11.278,49;11.278,49;10.878,49;96,45
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;502.140,00;575.690,00;575.685,42;575.685,42;532.129,31;92,43
;;;;;"SEM APLICACAO";502.140,00;575.690,00;575.685,42;575.685,42;532.129,31;92,43
;;"DESPESAS DE CAPITAL";;;;2.000,00;10,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;2.000,00;10,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;2.000,00;10,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;10,00;0,00;0,00;0,00;0,00
;"GABINETE DO PREFEITO E RELACOES INSTITUCIONAIS   ADMINISTRACAO DIRETA";;;;;6.018.500,00;5.425.400,00;5.425.324,27;5.411.120,39;5.015.667,51;92,45
;;"DESPESAS CORRENTES";;;;5.957.300,00;5.394.750,00;5.394.686,13;5.380.482,25;5.007.217,51;92,82
;;;"OUTRAS DESPESAS CORRENTES";;;1.557.300,00;663.310,00;663.280,92;649.077,04;601.695,21;90,71
;;;;"Auxilio Alimentacao";;1.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Contribuicoes";;25.000,00;111.470,00;111.464,00;108.744,30;108.744,30;97,56
;;;;;"SEM APLICACAO";25.000,00;111.470,00;111.464,00;108.744,30;108.744,30;97,56
;;;;"Despesas de Exercicios Anteriores";;29.000,00;2.200,00;2.200,00;2.200,00;2.200,00;100,00
;;;;;"SEM APLICACAO";29.000,00;2.200,00;2.200,00;2.200,00;2.200,00;100,00
;;;;"Diarias   Civil";;44.700,00;4.190,00;4.190,00;4.190,00;3.160,00;75,42
;;;;;"SEM APLICACAO";44.700,00;4.190,00;4.190,00;4.190,00;3.160,00;75,42
;;;;"Indenizacoes e Restituicoes";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;72.000,00;22.130,00;22.117,96;22.117,96;22.117,96;100,00
;;;;;"SEM APLICACAO";72.000,00;22.130,00;22.117,96;22.117,96;22.117,96;100,00
;;;;"Material de Distribuicao Gratuita";;200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;22.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";22.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.265.300,00;523.320,00;523.308,96;511.824,78;465.472,95;88,95
;;;;;"SEM APLICACAO";1.265.300,00;523.320,00;523.308,96;511.824,78;465.472,95;88,95
;;;;"Passagens e Despesas com Locomocao";;95.100,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";95.100,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;4.400.000,00;4.731.440,00;4.731.405,21;4.731.405,21;4.405.522,30;93,11
;;;;"Despesas de Exercicios Anteriores";;0,00;24.690,00;24.685,04;24.685,04;24.685,04;100,00
;;;;;"SEM APLICACAO";0,00;24.690,00;24.685,04;24.685,04;24.685,04;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;59.000,00;44.970,00;44.959,48;44.959,48;40.459,48;89,99
;;;;;"SEM APLICACAO";59.000,00;44.970,00;44.959,48;44.959,48;40.459,48;89,99
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;0,00;36.940,00;36.936,92;36.936,92;36.936,92;100,00
;;;;;"SEM APLICACAO";0,00;36.940,00;36.936,92;36.936,92;36.936,92;100,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;4.341.000,00;4.624.840,00;4.624.823,77;4.624.823,77;4.303.440,86;93,05
;;;;;"SEM APLICACAO";4.341.000,00;4.624.840,00;4.624.823,77;4.624.823,77;4.303.440,86;93,05
;;"DESPESAS DE CAPITAL";;;;61.200,00;30.650,00;30.638,14;30.638,14;8.450,00;27,58
;;;"INVESTIMENTOS";;;61.200,00;30.650,00;30.638,14;30.638,14;8.450,00;27,58
;;;;"Equipamentos e Material Permanente";;61.200,00;30.650,00;30.638,14;30.638,14;8.450,00;27,58
;;;;;"SEM APLICACAO";61.200,00;30.650,00;30.638,14;30.638,14;8.450,00;27,58
;"GABINETE DO VICE PREFEITO   ADMINISTRACAO DIRETA";;;;;1.016.000,00;872.160,00;872.145,78;872.145,78;812.401,34;93,15
;;"DESPESAS CORRENTES";;;;1.005.000,00;872.160,00;872.145,78;872.145,78;812.401,34;93,15
;;;"OUTRAS DESPESAS CORRENTES";;;105.000,00;5.960,00;5.955,54;5.955,54;4.954,38;83,19
;;;;"Despesas de Exercicios Anteriores";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;45.000,00;5.960,00;5.955,54;5.955,54;4.954,38;83,19
;;;;;"SEM APLICACAO";45.000,00;5.960,00;5.955,54;5.955,54;4.954,38;83,19
;;;;"Passagens e Despesas com Locomocao";;30.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";30.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;900.000,00;866.200,00;866.190,24;866.190,24;807.446,96;93,22
;;;;"Outras Despesas Variaveis   Pessoal Civil";;12.000,00;7.810,00;7.807,02;7.807,02;6.967,02;89,24
;;;;;"SEM APLICACAO";12.000,00;7.810,00;7.807,02;7.807,02;6.967,02;89,24
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;888.000,00;858.390,00;858.383,22;858.383,22;800.479,94;93,25
;;;;;"SEM APLICACAO";888.000,00;858.390,00;858.383,22;858.383,22;800.479,94;93,25
;;"DESPESAS DE CAPITAL";;;;11.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;11.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;11.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";11.000,00;0,00;0,00;0,00;0,00;0,00
;"RESERVA DE CONTIGENCIA";;;;;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;"Reserva de Contingencia";;;;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;;"Reserva de Contingencia";;;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"Reserva de Contingencia";;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.610.700,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DA CONTROLADORIA  PLANEJAMENTO E GESTAO   ADMINISTRACAO DIRETA";;;;;2.951.200,00;2.331.490,00;1.138.044,06;1.138.044,06;1.034.583,18;90,91
;;"DESPESAS CORRENTES";;;;1.693.400,00;1.096.440,00;1.096.373,06;1.096.373,06;1.002.914,18;91,48
;;;"OUTRAS DESPESAS CORRENTES";;;309.000,00;81.810,00;81.788,47;81.788,47;73.737,91;90,16
;;;;"Despesas de Exercicios Anteriores";;9.000,00;200,00;197,22;197,22;197,22;100,00
;;;;;"SEM APLICACAO";9.000,00;200,00;197,22;197,22;197,22;100,00
;;;;"Diarias   Civil";;20.000,00;1.620,00;1.620,00;1.620,00;1.620,00;100,00
;;;;;"SEM APLICACAO";20.000,00;1.620,00;1.620,00;1.620,00;1.620,00;100,00
;;;;"Material de Consumo";;51.000,00;7.430,00;7.424,95;7.424,95;7.424,95;100,00
;;;;;"SEM APLICACAO";51.000,00;7.430,00;7.424,95;7.424,95;7.424,95;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;152.000,00;72.560,00;72.546,30;72.546,30;64.495,74;88,90
;;;;;"SEM APLICACAO";152.000,00;72.560,00;72.546,30;72.546,30;64.495,74;88,90
;;;;"Passagens e Despesas com Locomocao";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;55.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";55.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.384.400,00;1.014.630,00;1.014.584,59;1.014.584,59;929.176,27;91,58
;;;;"Despesas de Exercicios Anteriores";;0,00;10.500,00;10.481,45;10.481,45;10.481,45;100,00
;;;;;"SEM APLICACAO";0,00;10.500,00;10.481,45;10.481,45;10.481,45;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;24.800,00;22.630,00;22.618,02;22.618,02;16.000,57;70,74
;;;;;"SEM APLICACAO";24.800,00;22.630,00;22.618,02;22.618,02;16.000,57;70,74
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;164.700,00;108.590,00;108.587,78;108.587,78;97.655,81;89,93
;;;;;"SEM APLICACAO";164.700,00;108.590,00;108.587,78;108.587,78;97.655,81;89,93
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.194.900,00;872.910,00;872.897,34;872.897,34;805.038,44;92,23
;;;;;"SEM APLICACAO";1.194.900,00;872.910,00;872.897,34;872.897,34;805.038,44;92,23
;;"DESPESAS DE CAPITAL";;;;1.257.800,00;1.235.050,00;41.671,00;41.671,00;31.669,00;76,00
;;;"INVESTIMENTOS";;;1.257.800,00;1.235.050,00;41.671,00;41.671,00;31.669,00;76,00
;;;;"Equipamentos e Material Permanente";;91.000,00;51.820,00;1.819,00;1.819,00;1.819,00;100,00
;;;;;"SEM APLICACAO";91.000,00;51.820,00;1.819,00;1.819,00;1.819,00;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;998.600,00;998.600,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";998.600,00;998.600,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;168.200,00;184.630,00;39.852,00;39.852,00;29.850,00;74,90
;;;;;"SEM APLICACAO";168.200,00;184.630,00;39.852,00;39.852,00;29.850,00;74,90
;"SECRETARIA DE ADMINISTRACAO   ADMINISTRACAO DIRETA";;;;;7.482.840,00;8.510.630,00;7.673.988,18;7.520.913,09;6.990.861,51;91,10
;;"DESPESAS CORRENTES";;;;6.614.340,00;7.386.000,00;7.385.874,87;7.232.799,78;6.702.748,20;90,75
;;;"OUTRAS DESPESAS CORRENTES";;;2.269.590,00;3.095.210,00;3.095.146,69;2.942.071,60;2.740.058,77;88,53
;;;;"Auxilio Alimentacao";;12.590,00;3.090,00;3.090,00;3.090,00;2.790,00;90,29
;;;;;"SEM APLICACAO";12.590,00;3.090,00;3.090,00;3.090,00;2.790,00;90,29
;;;;"Despesas de Exercicios Anteriores";;27.100,00;27.730,00;27.728,96;27.728,96;27.728,96;100,00
;;;;;"SEM APLICACAO";27.100,00;27.730,00;27.728,96;27.728,96;27.728,96;100,00
;;;;"Diarias   Civil";;6.000,00;3.120,00;3.120,00;3.120,00;3.120,00;100,00
;;;;;"SEM APLICACAO";6.000,00;3.120,00;3.120,00;3.120,00;3.120,00;100,00
;;;;"Indenizacoes e Restituicoes";;0,00;185.670,00;185.662,53;185.662,53;185.662,53;100,00
;;;;;"SEM APLICACAO";0,00;185.670,00;185.662,53;185.662,53;185.662,53;100,00
;;;;"Material de Consumo";;15.000,00;41.660,00;41.645,75;40.786,55;34.456,55;82,74
;;;;;"SEM APLICACAO";15.000,00;41.660,00;41.645,75;40.786,55;34.456,55;82,74
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.981.900,00;2.127.900,00;2.127.871,60;2.042.822,38;1.881.939,55;88,44
;;;;;"SEM APLICACAO";1.981.900,00;2.127.900,00;2.127.871,60;2.042.822,38;1.881.939,55;88,44
;;;;"Passagens e Despesas com Locomocao";;5.000,00;80.210,00;80.205,78;80.205,78;80.205,78;100,00
;;;;;"SEM APLICACAO";5.000,00;80.210,00;80.205,78;80.205,78;80.205,78;100,00
;;;;"Servicos de Consultoria";;215.000,00;625.830,00;625.822,07;558.655,40;524.155,40;83,75
;;;;;"SEM APLICACAO";215.000,00;625.830,00;625.822,07;558.655,40;524.155,40;83,75
;;;"PESSOAL E ENCARGOS SOCIAIS";;;4.344.750,00;4.290.790,00;4.290.728,18;4.290.728,18;3.962.689,43;92,35
;;;;"Outras Despesas Variaveis   Pessoal Civil";;136.680,00;93.030,00;93.001,63;93.001,63;86.514,21;93,02
;;;;;"SEM APLICACAO";136.680,00;93.030,00;93.001,63;93.001,63;86.514,21;93,02
;;;;"Pensoes";;739.360,00;649.970,00;649.960,12;649.960,12;598.791,48;92,13
;;;;;"SEM APLICACAO";739.360,00;649.970,00;649.960,12;649.960,12;598.791,48;92,13
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;0,00;241.820,00;241.812,46;241.812,46;234.018,62;96,78
;;;;;"SEM APLICACAO";0,00;241.820,00;241.812,46;241.812,46;234.018,62;96,78
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.468.710,00;3.305.970,00;3.305.953,97;3.305.953,97;3.043.365,12;92,06
;;;;;"SEM APLICACAO";3.468.710,00;3.305.970,00;3.305.953,97;3.305.953,97;3.043.365,12;92,06
;;"DESPESAS DE CAPITAL";;;;868.500,00;1.124.630,00;288.113,31;288.113,31;288.113,31;100,00
;;;"INVESTIMENTOS";;;868.500,00;1.124.630,00;288.113,31;288.113,31;288.113,31;100,00
;;;;"Equipamentos e Material Permanente";;164.500,00;420.630,00;288.113,31;288.113,31;288.113,31;100,00
;;;;;"SEM APLICACAO";164.500,00;420.630,00;288.113,31;288.113,31;288.113,31;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;702.000,00;702.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";702.000,00;702.000,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE ASSUNTOS JURIDICOS   ADMINISTRACAO DIRETA";;;;;15.017.500,00;17.858.100,00;17.858.018,56;17.858.018,56;15.696.120,66;87,89
;;"DESPESAS CORRENTES";;;;15.002.500,00;17.858.100,00;17.858.018,56;17.858.018,56;15.696.120,66;87,89
;;;"OUTRAS DESPESAS CORRENTES";;;2.984.000,00;3.295.570,00;3.295.530,46;3.295.530,46;2.989.994,22;90,73
;;;;"Despesas de Exercicios Anteriores";;4.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";4.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;13.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";13.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;75.000,00;7.250,00;7.240,37;7.240,37;6.760,37;93,37
;;;;;"SEM APLICACAO";75.000,00;7.250,00;7.240,37;7.240,37;6.760,37;93,37
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;58.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";58.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;379.000,00;312.560,00;312.535,93;312.535,93;293.279,69;93,84
;;;;;"SEM APLICACAO";379.000,00;312.560,00;312.535,93;312.535,93;293.279,69;93,84
;;;;"Passagens e Despesas com Locomocao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Sentencas Judiciais";;498.000,00;2.160,00;2.154,16;2.154,16;2.154,16;100,00
;;;;;"SEM APLICACAO";498.000,00;2.160,00;2.154,16;2.154,16;2.154,16;100,00
;;;;"Servicos de Consultoria";;1.952.000,00;2.973.600,00;2.973.600,00;2.973.600,00;2.687.800,00;90,39
;;;;;"SEM APLICACAO";1.952.000,00;2.973.600,00;2.973.600,00;2.973.600,00;2.687.800,00;90,39
;;;"PESSOAL E ENCARGOS SOCIAIS";;;12.018.500,00;14.562.530,00;14.562.488,10;14.562.488,10;12.706.126,44;87,25
;;;;"Despesas de Exercicios Anteriores";;1.000,00;335.460,00;335.454,13;335.454,13;335.454,13;100,00
;;;;;"SEM APLICACAO";1.000,00;335.460,00;335.454,13;335.454,13;335.454,13;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;8.010,00;733.210,00;733.193,66;733.193,66;632.365,66;86,25
;;;;;"SEM APLICACAO";8.010,00;733.210,00;733.193,66;733.193,66;632.365,66;86,25
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Sentencas Judiciais";;8.014.500,00;9.618.280,00;9.618.270,59;9.618.270,59;8.170.966,67;84,95
;;;;;"SEM APLICACAO";8.014.500,00;9.618.280,00;9.618.270,59;9.618.270,59;8.170.966,67;84,95
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.994.990,00;3.875.580,00;3.875.569,72;3.875.569,72;3.567.339,98;92,05
;;;;;"SEM APLICACAO";3.994.990,00;3.875.580,00;3.875.569,72;3.875.569,72;3.567.339,98;92,05
;;"DESPESAS DE CAPITAL";;;;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";15.000,00;0,00;0,00;0,00;0,00;0,00
