Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E;ano
comercio e servicos;promocao comercial;promocao e apoio as atividades comerciais;apoio ao desenvolvimento do comercio do municipio;apoio ao desenvolvimento do comercio do municipio;10000.0;0.0;0.0;0.0;0.0;0.0;2017
comercio e servicos;turismo;promocao do turismo do municipio;promocao de eventos e acoes turisticas;promocao de eventos e acoes turisticas;935600.0;2264650.0;2201534.89;2195534.89;1809326.11;82.18;2017
cultura;pat. historico  artistico e arqueologico;promocao e preservacao da cultura municipal;obras de preservacao de areas culturais e sitios historicos;obras de preservacao de areas culturais e sitios historicos;3000.0;0.0;0.0;0.0;0.0;0.0;2017
desporto e lazer;administracao geral;acoes de promocoes de lazer e desporto;promocao de lazer e desporto;promocao de lazer e desporto;30000.0;2090170.0;1999533.93;1999533.93;1768888.0;88.47;2017
desporto e lazer;lazer;melhoria do paisagismo urbano;construcao e recuperacao de pracas e areas de lazer;construcao e recuperacao de pracas e areas de lazer;1851000.0;767940.0;671186.72;454059.11;212714.6;31.69;2017
direitos da cidadania;direitos individuais  colet. e difusos;defesa dos direitos do cidadao;promocao da defesa dos direitos do consumidor;promocao da defesa dos direitos do consumidor;40000.0;0.0;0.0;0.0;0.0;0.0;2017
educacao;administracao geral;apoio administrativo as acoes de secretaria de educacao;ampliar ou reformar predio da secretaria de educacao;ampliar ou reformar predio da secretaria de educacao;35000.0;0.0;0.0;0.0;0.0;0.0;2017
educacao;administracao geral;apoio administrativo as acoes de secretaria de educacao;contribuicao patronal da secretaria de educacao para a previpaulista;contribuicao patronal da secretaria de educacao para a previpaulista;2001000.0;298040.0;298032.75;298032.75;291509.46;97.81;2017
educacao;administracao geral;apoio administrativo as acoes de secretaria de educacao;gestao administrativa das acoes da secretaria de educacao;gestao administrativa das acoes da secretaria de educacao;1001200.0;1071420.0;1055520.28;1012308.8;985246.86;93.34;2017
educacao;administracao geral;democratizacao da gestao  transparencia e controle social da politica de acao de educacao do municipio;direcao  supervisao e coordenacao das acoes da secretaria de educacao;direcao  supervisao e coordenacao das acoes da secretaria de educacao;662900.0;923870.0;899903.17;899903.17;797416.47;88.61;2017
educacao;administracao geral;democratizacao da gestao  transparencia e controle social da politica de acao de educacao do municipio;fortalecimento dos conselhos municipais de educacao;fortalecimento dos conselhos municipais de educacao;8000.0;310.0;305.0;305.0;305.0;100.0;2017
educacao;administracao geral;democratizacao da gestao  transparencia e controle social da politica de acao de educacao do municipio;planejamento  orcamentacao e monitoramento das acoes da secretaria de educacao;planejamento  orcamentacao e monitoramento das acoes da secretaria de educacao;9000.0;0.0;0.0;0.0;0.0;0.0;2017
educacao;administracao geral;musica para todos;manutencao e desenvolvimento do ensino musical;manutencao e desenvolvimento do ensino musical;90800.0;52000.0;34263.27;34263.27;34263.27;100.0;2017
educacao;alimentacao e nutricao;alimentacao escolar saudavel;alimentacao nas escolas;alimentacao nas escolas;3243000.0;3239310.0;3000424.74;3000404.74;2742433.47;91.4;2017
educacao;difusao cultural;promocao e divulgacao das acoes educacionais;promocao de eventos educacionais;promocao de eventos educacionais;102000.0;209630.0;200400.0;200400.0;200400.0;100.0;2017
educacao;educacao de jovens e adultos;jovens e adultos na escola;manutencao e desenvolvimento de educacao de jovens e adultos;manutencao e desenvolvimento de educacao de jovens e adultos;3943000.0;3089350.0;3089298.05;3089298.05;2860339.75;92.59;2017
educacao;educacao especial;inclusao escolar para pessoas portadoras de necessidades especiais;adequacao dos espacos fisicos e equipagem das escolas com atendimento educacional especializado   aee;adequacao dos espacos fisicos e equipagem das escolas com atendimento educacional especializado   aee;9000.0;0.0;0.0;0.0;0.0;0.0;2017
educacao;educacao especial;inclusao escolar para pessoas portadoras de necessidades especiais;manutencao e desenvolvimento da educacao especial;manutencao e desenvolvimento da educacao especial;1966300.0;2128550.0;2128524.02;2128524.02;1958033.33;91.99;2017
educacao;educacao infantil;educacao infantil cidada;aquisicao  construcao  ampliacao  adequacao e equipagem para educacao infantil;aquisicao  construcao  ampliacao  adequacao e equipagem para educacao infantil;166500.0;205910.0;162032.21;114152.16;114152.16;70.45;2017
educacao;educacao infantil;educacao infantil cidada;manutencao e desenvolvimento da educacao infantil;manutencao e desenvolvimento da educacao infantil;4914300.0;5272310.0;5262374.77;5262374.77;4734522.55;89.97;2017
educacao;ensino fundamental;ensino fundamental de qualidade;aquisicao  construcao  ampliacao  adequacao e equipagem para o ensino fundamental;aquisicao  construcao  ampliacao  adequacao e equipagem para o ensino fundamental;284000.0;47790.0;47738.72;47738.72;47738.72;100.0;2017
educacao;ensino fundamental;ensino fundamental de qualidade;contribuicao adicional do fundeb para previpaulista;contribuicao adicional do fundeb para previpaulista;6600.0;0.0;0.0;0.0;0.0;0.0;2017
educacao;ensino fundamental;ensino fundamental de qualidade;contribuicao patronal do fundeb para a previpaulista;contribuicao patronal do fundeb para a previpaulista;7303800.0;15238210.0;12179997.8;12179997.8;11296335.02;92.74;2017
educacao;ensino fundamental;ensino fundamental de qualidade;encargos com vale transportes dos servidores do ensino fundamental;encargos com vale transportes dos servidores do ensino fundamental;3514200.0;3191810.0;3186241.98;3186241.98;3144981.31;98.71;2017
educacao;ensino fundamental;ensino fundamental de qualidade;manutencao e desenvolvimento do ensino fundamental;manutencao e desenvolvimento do ensino fundamental;68547700.0;70277320.0;69500870.58;69175197.24;62278017.5;89.61;2017
educacao;outros encargos especiais;apoio administrativo as acoes de secretaria de educacao;contribuicao adicional da secretaria de educacao para o previpaulista;contribuicao adicional da secretaria de educacao para o previpaulista;5400.0;0.0;0.0;0.0;0.0;0.0;2017
educacao;protecao e beneficios ao trabalhador;apoio administrativo as acoes de secretaria de educacao;encargos com vale transporte para os servidores da secretaria de educacao;encargos com vale transporte para os servidores da secretaria de educacao;566800.0;136250.0;136249.0;136249.0;136249.0;100.0;2017
encargos especiais;outros encargos especiais;apoio administrativo as acoes da camara municipal;contribuicao patronal da camara de vereadores para a previpaulista;contribuicao patronal da camara de vereadores para a previpaulista;510000.0;750000.0;740054.28;740054.28;740054.28;100.0;2017
encargos especiais;outros encargos especiais;apoio administrativo as acoes de secretaria de infraestrutura;regularizacao de saldos de recursos de convenios da secretaria de infraestrutura  servicos publicos e meio ambiente;regularizacao de saldos de recursos de convenios da secretaria de infraestrutura  servicos publicos e meio ambiente;11000.0;28140.0;23132.21;23132.21;23132.21;100.0;2017
encargos especiais;outros encargos especiais;apoio aos compromisso de divida;contribuicao para o pasep;contribuicao para o pasep;3600000.0;4075000.0;4073676.8;4073676.8;3670749.29;90.11;2017
encargos especiais;outros encargos especiais;encargos administrativos do municipio;contribuicao patronal da perfeitura ao previ paulista;contribuicao patronal da perfeitura ao previ paulista;5636200.0;8023600.0;8023595.8;8023595.8;7374047.79;91.9;2017
encargos especiais;outros encargos especiais;encargos administrativos do municipio;encargos com obrigacoes patronais;encargos com obrigacoes patronais;5228000.0;4009360.0;4009357.58;4009357.58;3709925.27;92.53;2017
encargos especiais;outros encargos especiais;encargos administrativos do municipio;encargos com recisao de contrato  indenizacoes trabalhistas e outras assistencias;encargos com recisao de contrato  indenizacoes trabalhistas e outras assistencias;89300.0;443700.0;443689.72;390753.4;350396.6;78.97;2017
encargos especiais;protecao e beneficios ao trabalhador;apoio administrativo as acoes da camara municipal;encargos com auxilio transporte para os servidores da camara de vereadores;encargos com auxilio transporte para os servidores da camara de vereadores;105000.0;105000.0;87351.09;87351.09;87351.09;100.0;2017
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com a previ paulista;parcelamento de debitos com a previ paulista;30000.0;0.0;0.0;0.0;0.0;0.0;2017
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com o fgts;parcelamento de debitos com o fgts;20000.0;0.0;0.0;0.0;0.0;0.0;2017
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com o inss;parcelamento de debitos com o inss;1560000.0;1458000.0;1457654.85;1457654.85;1457654.85;100.0;2017
encargos especiais;refinanciamento da divida interna;apoio aos compromisso de divida;parcelamento de debitos com o pasep;parcelamento de debitos com o pasep;555000.0;399570.0;372981.67;372981.67;372981.67;100.0;2017
encargos especiais;servico da divida interna;apoio aos compromisso de divida;encargos com a divida publica;encargos com a divida publica;3600000.0;1728160.0;768597.61;768597.61;768597.61;100.0;2017
gestao ambiental;controle ambiental;drenagem urbana;construcao e ou recuperacao de obras de micro e macrodrenagem;construcao e ou recuperacao de obras de micro e macrodrenagem;5046300.0;8706480.0;8129325.8;8129325.8;7495262.43;92.2;2017
gestao ambiental;controle ambiental;promocao das acoes de meio ambiente no municipio;apoio as acoes de desenvolvimento sustentavel;apoio as acoes de desenvolvimento sustentavel;57800.0;0.0;0.0;0.0;0.0;0.0;2017
gestao ambiental;controle ambiental;promocao das acoes de meio ambiente no municipio;licenciamento e gestao da destinacao de residuos solidos;licenciamento e gestao da destinacao de residuos solidos;101100.0;0.0;0.0;0.0;0.0;0.0;2017
gestao ambiental;preservacao e conservacao ambiental;promocao das acoes de meio ambiente no municipio;gestao e preservacao do meio ambiente;gestao e preservacao do meio ambiente;1717900.0;1086800.0;1086759.62;1086759.62;971319.62;89.38;2017
gestao ambiental;preservacao e conservacao ambiental;promocao das acoes de meio ambiente no municipio;manutencao da sementeira;manutencao da sementeira;9700.0;0.0;0.0;0.0;0.0;0.0;2017
gestao ambiental;recuperacao de areas degradadas;contencao das encostas;obras de protecao de encostas;obras de protecao de encostas;3600000.0;1875230.0;70617.63;23408.45;23408.45;33.15;2017
gestao ambiental;recuperacao de areas degradadas;valorizacao da orla do paulista;construcao de obras de protecao litoranea contra o avanco do mar;construcao de obras de protecao litoranea contra o avanco do mar;447000.0;221210.0;221199.81;221199.81;158046.55;71.45;2017
habitacao;administracao geral;apoio administrativo as acoes de secretaria de habilitacao com qualidade;apoio administrativo a promocao da politica habitacional do municipio;apoio administrativo a promocao da politica habitacional do municipio;229700.0;8650.0;8649.3;4571.0;0.0;0.0;2017
habitacao;habitacao rural;melhoria de moradia para a populacao de baixa renda;projetos  construcoes e reformas de predios caixoes;projetos  construcoes e reformas de predios caixoes;200000.0;0.0;0.0;0.0;0.0;0.0;2017
habitacao;habitacao rural;melhoria de moradia para a populacao de baixa renda;regularizacao de assentamentos habitacionais;regularizacao de assentamentos habitacionais;15200.0;0.0;0.0;0.0;0.0;0.0;2017
habitacao;habitacao urbana;habitacao com qualidade;promocao da politica habitacional do municipio;promocao da politica habitacional do municipio;15600.0;0.0;0.0;0.0;0.0;0.0;2017
habitacao;planejamento e orcamento;gestao das politicas habitacionais do municipio;planejamento  orcamentacao e monitoramento das acoes da secretaria de desenvolvimento urbano e habitacao;planejamento  orcamentacao e monitoramento das acoes da secretaria de desenvolvimento urbano e habitacao;18200.0;0.0;0.0;0.0;0.0;0.0;2017
industria;promocao industrial;estimulo ao desenvolvimento economico do municipio;apoio a empreendimentos para o desenvolvimento economico do municipio;apoio a empreendimentos para o desenvolvimento economico do municipio;83000.0;13460.0;13456.26;13456.26;11014.26;81.85;2017
judiciario;acao judiciaria;promocao das acoes judiciais do municipio;execucao da cobranca da divida ativa do municipio;execucao da cobranca da divida ativa do municipio;45000.0;0.0;0.0;0.0;0.0;0.0;2017
judiciario;def. interesse publ. no proc. judiciario;defesa dos direitos do cidadao;acoes da defensoria publica municipal;acoes da defensoria publica municipal;170000.0;9950.0;9950.0;9950.0;9950.0;100.0;2017
judiciario;def. interesse publ. no proc. judiciario;promocao das acoes judiciais do municipio;acoes de assessoramento juridico;acoes de assessoramento juridico;3750900.0;5366630.0;5354986.75;5354986.75;4908588.8;91.66;2017
judiciario;def. interesse publ. no proc. judiciario;promocao das acoes judiciais do municipio;compromissos com sentencas judiciais;compromissos com sentencas judiciais;4599000.0;10432270.0;10387803.82;10387803.82;10385901.54;99.98;2017
legislativa;acao legislativa;apoio administrativo as acoes da camara municipal;conservacao fisica das dependencias do legislativo;conservacao fisica das dependencias do legislativo;50000.0;20000.0;14980.0;14980.0;14980.0;100.0;2017
legislativa;acao legislativa;gestao legislativa eficaz;acoes legislativas;acoes legislativas;3744900.0;3344900.0;3271507.22;3271507.22;3271507.22;100.0;2017
legislativa;administracao geral;apoio administrativo as acoes da camara municipal;gestao administrativa da camara de vereadores;gestao administrativa da camara de vereadores;7692100.0;8864400.0;8686590.38;8686590.38;8686590.38;100.0;2017
legislativa;administracao geral;apoio administrativo as acoes da camara municipal;informatizacao dos processos administrativos da camara de vereadores;informatizacao dos processos administrativos da camara de vereadores;93000.0;73000.0;59350.0;59350.0;59350.0;100.0;2017
previdencia social;administracao geral;gestao das acoes do instituto de previdencia previ paulista;direcao  supervisao e coordenacao das acoes do instituto de previdencia;direcao  supervisao e coordenacao das acoes do instituto de previdencia;251000.0;926220.0;926203.12;926203.12;925979.29;99.98;2017
previdencia social;administracao geral;gestao das acoes do instituto de previdencia previ paulista;gestao administrativa das acoes do instituto do previpaulista;gestao administrativa das acoes do instituto do previpaulista;1670000.0;1307490.0;1289068.22;1287212.77;1266677.16;98.26;2017
previdencia social;administracao geral;gestao das acoes do instituto de previdencia previ paulista;implantacao da sede propria do previpaulista;implantacao da sede propria do previpaulista;30000.0;3850.0;3850.0;3850.0;3850.0;100.0;2017
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previ paulista;encargos com inativos e pensionistas da camara de vereadores   fundo financeiro;encargos com inativos e pensionistas da camara de vereadores   fundo financeiro;3127200.0;3912730.0;3912718.14;3912718.14;3603578.22;92.1;2017
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previ paulista;encargos com inativos e pensionistas da secretaria de educacao   fundo financeiro;encargos com inativos e pensionistas da secretaria de educacao   fundo financeiro;29948200.0;35554280.0;35554238.73;35554238.73;32706030.83;91.99;2017
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previ paulista;encargos com inativos e pensionistas da secretaria de saude fms   fundo financeiro;encargos com inativos e pensionistas da secretaria de saude fms   fundo financeiro;3086600.0;4111800.0;4111791.57;4111791.57;3789810.65;92.17;2017
previdencia social;previdencia do regime estatutario;gestao das acoes do instituto de previdencia previ paulista;encargos com inativos e pensionistas de outros orgaos da prefeitura   fundo financeiro;encargos com inativos e pensionistas de outros orgaos da prefeitura   fundo financeiro;14609000.0;16293560.0;16293554.21;16293554.21;14982082.24;91.95;2017
reserva de contingencia;reserva de contigencia;reserva de contingencia;reserva do regime proprio de previdencia do servidor;reserva do regime proprio de previdencia do servidor;1213000.0;0.0;0.0;0.0;0.0;0.0;2017
reserva de contingencia;reserva de contingencia;reserva de contingencia;reserva de contigencia;reserva de contigencia;2610700.0;0.0;0.0;0.0;0.0;0.0;2017
saneamento;saneamento basico urbano;saneamento e vida;implantacao e ampliacao de obras de saneamento;implantacao e ampliacao de obras de saneamento;100000.0;0.0;0.0;0.0;0.0;0.0;2017
saude;administracao geral;aprimoramento da gestao do sus;fortalecimento do controle social das politicas de saude;fortalecimento do controle social das politicas de saude;117000.0;6040.0;5937.2;5937.2;5638.0;94.96;2017
saude;administracao geral;aprimoramento da gestao do sus;gestao administrativa das acoes do fundo municipal de saude;gestao administrativa das acoes do fundo municipal de saude;5616500.0;8506110.0;8503573.93;8273991.13;7603336.95;89.41;2017
saude;administracao geral;aprimoramento da gestao do sus;manutencao da ouvidoria em saude;manutencao da ouvidoria em saude;4000.0;0.0;0.0;0.0;0.0;0.0;2017
saude;administracao geral;aprimoramento da gestao do sus;regularizacao de saldos de recursos de convenios e programas de saude;regularizacao de saldos de recursos de convenios e programas de saude;60000.0;10000.0;0.0;0.0;0.0;0.0;2017
saude;administracao geral;consolidacao e ampliacao da atencao basica;direcao  supervisao e coordenacao das acoes do fundo municipal de saude;direcao  supervisao e coordenacao das acoes do fundo municipal de saude;582600.0;0.0;0.0;0.0;0.0;0.0;2017
saude;administracao geral;gestao das politicas de saude do municipio;direcao  supervisao e coordenacao das acoes da saude;direcao  supervisao e coordenacao das acoes da saude;2000.0;0.0;0.0;0.0;0.0;0.0;2017
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media complexidade;fortalecimento da atencao integral a saude mental;fortalecimento da atencao integral a saude mental;416000.0;600.0;0.0;0.0;0.0;0.0;2017
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media complexidade;manutencao da rede complementar de saude;manutencao da rede complementar de saude;9416200.0;6848320.0;6640771.63;5608396.63;5539960.21;83.42;2017
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media complexidade;manutencao da rede especializada propria de saude;manutencao da rede especializada propria de saude;12372800.0;13303840.0;12136860.49;11833884.34;11122646.01;91.64;2017
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media complexidade;manutencao do centro de especialidades odontologicas   ceo;manutencao do centro de especialidades odontologicas   ceo;36000.0;1720.0;0.0;0.0;0.0;0.0;2017
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media complexidade;manutencao e qualificacao da assistencia pre hospitalar   samu;manutencao e qualificacao da assistencia pre hospitalar   samu;1192000.0;2496750.0;2278780.22;1913841.5;1620393.18;71.11;2017
saude;assistencia hospitalar e ambulatorial;consolidacao e aperfeicoamento da alta e media complexidade;melhoria e expansao da rede especializada propria de saude;melhoria e expansao da rede especializada propria de saude;1497000.0;98210.0;95162.0;546.0;546.0;0.57;2017
saude;assistencia hospitalar e ambulatorial;qualificar a assistencia farmaceutica;desenvolvimento da politica de assistencia farmaceutica;desenvolvimento da politica de assistencia farmaceutica;12968600.0;8340060.0;7406495.2;5948051.89;5221976.41;70.51;2017
saude;atencao basica;consolidacao e ampliacao da atencao basica;desenvolvimento de acoes para politicas afirmativas e estrategicas;desenvolvimento de acoes para politicas afirmativas e estrategicas;39000.0;1000.0;0.0;0.0;0.0;0.0;2017
saude;atencao basica;consolidacao e ampliacao da atencao basica;expansao do programa  academia da saude ;expansao do programa  academia da saude ;696000.0;116850.0;79432.46;58591.27;58591.27;73.76;2017
saude;atencao basica;consolidacao e ampliacao da atencao basica;fortalecimento e ampliacao da saude bucal;fortalecimento e ampliacao da saude bucal;58000.0;6000.0;0.0;0.0;0.0;0.0;2017
saude;atencao basica;consolidacao e ampliacao da atencao basica;manutencao da rede basica de saude;manutencao da rede basica de saude;26738700.0;32273920.0;29996653.96;29727120.08;27454089.8;91.52;2017
saude;atencao basica;consolidacao e ampliacao da atencao basica;manutencao do programa  academia da saude ;manutencao do programa  academia da saude ;2000.0;2000.0;0.0;0.0;0.0;0.0;2017
saude;atencao basica;consolidacao e ampliacao da atencao basica;manutencao do programa  saude na escola ;manutencao do programa  saude na escola ;12000.0;10000.0;0.0;0.0;0.0;0.0;2017
saude;atencao basica;consolidacao e ampliacao da atencao basica;melhoria e expansao da rede basica de saude;melhoria e expansao da rede basica de saude;1085000.0;1066470.0;991210.7;838286.44;692483.7;69.86;2017
saude;controle ambiental;consolidacao e aperfeicoamento do modelo de vigilancia a saude;fortalecimento das acoes da saude ambiental;fortalecimento das acoes da saude ambiental;4487400.0;3913420.0;3593901.68;3568076.1;3276147.63;91.16;2017
saude;formacao de recursos humanos;aprimoramento da gestao do sus;aperfeicoamento da gestao do trabalho e educacao em saude;aperfeicoamento da gestao do trabalho e educacao em saude;30000.0;1350.0;1350.0;1350.0;1350.0;100.0;2017
saude;outros encargos especiais;aprimoramento da gestao do sus;contribuicao patronal do fms ao instituto de previdencia   inss;contribuicao patronal do fms ao instituto de previdencia   inss;4113200.0;3874190.0;3874180.2;3874180.2;3584097.26;92.51;2017
saude;outros encargos especiais;aprimoramento da gestao do sus;contribuicao patronal do fundo municipal de saude ao previpaulista;contribuicao patronal do fundo municipal de saude ao previpaulista;4160000.0;5750590.0;5750583.21;5750583.21;5294659.39;92.07;2017
saude;planejamento e orcamento;consolidacao e ampliacao da atencao basica;fortalecimento das acoes de planejamento e gestao da saude;fortalecimento das acoes de planejamento e gestao da saude;23400.0;0.0;0.0;0.0;0.0;0.0;2017
saude;protecao e beneficios ao trabalhador;aprimoramento da gestao do sus;encargos com beneficios aos servidores;encargos com beneficios aos servidores;2971800.0;2495680.0;2495670.95;2495670.95;2302141.84;92.25;2017
saude;suporte profilatico e terapeutico;qualificar a assistencia farmaceutica;implantacao e manutencao das praticas integrativas e complementares;implantacao e manutencao das praticas integrativas e complementares;20000.0;0.0;0.0;0.0;0.0;0.0;2017
saude;vigilancia epidemiologica;consolidacao e aperfeicoamento do modelo de vigilancia a saude;desenvolvimento das acoes de vigilancia epidemiologica;desenvolvimento das acoes de vigilancia epidemiologica;864200.0;1362150.0;1229926.83;1105902.94;1033444.5;84.02;2017
saude;vigilancia epidemiologica;consolidacao e aperfeicoamento do modelo de vigilancia a saude;fortalecimento das acoes de controle dst aids;fortalecimento das acoes de controle dst aids;286600.0;42600.0;27421.74;27421.74;26975.89;98.37;2017
saude;vigilancia sanitaria;consolidacao e aperfeicoamento do modelo de vigilancia a saude;desenvolvimento das acoes de vigilancia sanitaria;desenvolvimento das acoes de vigilancia sanitaria;542500.0;326150.0;236524.55;236524.55;221715.01;93.74;2017
saude;vigilancia sanitaria;gestao de residuos solidos dos servicos de saude;coleta do lixo hospitalar;coleta do lixo hospitalar;240000.0;131900.0;131884.0;121404.0;108071.0;81.94;2017
seguranca publica;administracao geral;apoio administrativo as acoes do fundo municipal de seguranca publica cidada;gestao administrativa das acoes do fundo municipal de seguranca publica cidada;gestao administrativa das acoes do fundo municipal de seguranca publica cidada;262100.0;426220.0;422560.21;422560.21;378354.22;89.54;2017
seguranca publica;administracao geral;gestao das politicas de seguranca cidada;direcao  supervisao e coordenacao das acoes da secretaria de seguranca cidada e defesa civil;direcao  supervisao e coordenacao das acoes da secretaria de seguranca cidada e defesa civil;199800.0;90960.0;0.0;0.0;0.0;0.0;2017
seguranca publica;administracao geral;gestao das politicas de seguranca cidada;direcao  supervisao e coordenacao das acoes do fundo municipal de seguranca publica cidada;direcao  supervisao e coordenacao das acoes do fundo municipal de seguranca publica cidada;288900.0;368610.0;364787.35;364787.35;335743.72;92.04;2017
seguranca publica;administracao geral;gestao dos processos administrativos do municipio;promocao das acoes da guarda patrimonial;promocao das acoes da guarda patrimonial;4641200.0;5700760.0;5700737.17;5700737.17;5148489.22;90.31;2017
seguranca publica;defesa civil;seguranca cidada;acoes de apoio a defesa civil;acoes de apoio a defesa civil;410600.0;394050.0;394031.21;393068.41;270685.9;68.7;2017
seguranca publica;informacoes e inteligencia;seguranca cidada;apoio as acoes de seguranca cidada municipal;apoio as acoes de seguranca cidada municipal;235000.0;70110.0;70104.0;70104.0;33000.0;47.07;2017
trabalho;fomento ao trabalho;estimulo ao desenvolvimento economico do municipio;apoio a geracao de emprego e renda do municipio;apoio a geracao de emprego e renda do municipio;21000.0;0.0;0.0;0.0;0.0;0.0;2017
trabalho;fomento ao trabalho;estimulo ao desenvolvimento economico do municipio;apoio a implantacao de distrito industrial;apoio a implantacao de distrito industrial;65000.0;0.0;0.0;0.0;0.0;0.0;2017
transporte;administracao geral;apoio administrativo as acoes de secretaria da desenvolvimento de mobilidade e transporte;gestao administrativa das acoes da secretaria de mobilidade e administracao das regionais;gestao administrativa das acoes da secretaria de mobilidade e administracao das regionais;2121800.0;1934380.0;1843667.32;1471712.02;1258408.05;68.26;2017
transporte;administracao geral;gestao das politicas de mobilidade e transporte do municipio;direcao  supervisao e coordenacao das acoes da secretaria de mobilidade e administracao das regionais;direcao  supervisao e coordenacao das acoes da secretaria de mobilidade e administracao das regionais;293000.0;283980.0;283966.18;283966.18;261003.63;91.91;2017
transporte;planejamento e orcamento;gestao das politicas de mobilidade e transporte do municipio;planejamento  orcamentacao e monitoramento das acoes da secretaria de mobilidade e administracao das regionais;planejamento  orcamentacao e monitoramento das acoes da secretaria de mobilidade e administracao das regionais;4000.0;0.0;0.0;0.0;0.0;0.0;2017
transporte;transporte rodoviario;fiscalizacao e controle do trafego urbano;servico de controle e seguranca de trafego urbano;servico de controle e seguranca de trafego urbano;6020400.0;5198640.0;5158071.29;5158071.29;4757030.24;92.22;2017
transporte;transporte rodoviario;gestao do transito e do transporte municipal;implementacao do plano municipal de circulacao e do sistema de transporte municipal de passageiros;implementacao do plano municipal de circulacao e do sistema de transporte municipal de passageiros;27000.0;0.0;0.0;0.0;0.0;0.0;2017
urbanismo;administracao geral;apoio administrativo as acoes de secretaria de infraestrutura;construcao reforma de predios publicos;construcao reforma de predios publicos;50000.0;212290.0;132288.36;66144.18;0.0;0.0;2017
urbanismo;administracao geral;apoio administrativo as acoes de secretaria de infraestrutura;contrucao e reforma de predios publicos;contrucao e reforma de predios publicos;10000.0;0.0;0.0;0.0;0.0;0.0;2017
urbanismo;administracao geral;apoio administrativo as acoes de secretaria de infraestrutura;gestao administrativa das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;gestao administrativa das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;4078600.0;4348650.0;4263678.29;4258202.79;3787657.5;88.84;2017
urbanismo;administracao geral;apoio administrativo as acoes de secretaria desenvolvimento urbano;gestao administrativa das acoes da secretaria de desenvolvimento urbano e habitacao;gestao administrativa das acoes da secretaria de desenvolvimento urbano e habitacao;2802600.0;2595010.0;2592050.24;2590195.51;2364116.14;91.21;2017
urbanismo;administracao geral;cidade iluminada;direcao  supervisao e coordenacao das acoes do fundo municipal de iluminacao publica;direcao  supervisao e coordenacao das acoes do fundo municipal de iluminacao publica;6100.0;5000.0;0.0;0.0;0.0;0.0;2017
urbanismo;administracao geral;gestao da politica de acao secretaria de infraestrutura;direcao  supervisao e coordenacao das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;direcao  supervisao e coordenacao das acoes da secretaria de infraestrutura  servicos publicos e meio ambiente;1000300.0;1201750.0;1201737.91;1201737.91;1112979.32;92.61;2017
urbanismo;administracao geral;gestao das politicas de desenvolvimento urbano;direcao  supervisao e coordenacao das acoes da secretaria de desenvolvimento urbano e habitacao;direcao  supervisao e coordenacao das acoes da secretaria de desenvolvimento urbano e habitacao;367400.0;218430.0;218415.09;218024.04;201193.04;92.11;2017
urbanismo;infra estrutura urbana;cidade iluminada;ampliacao da rede de iluminacao publica;ampliacao da rede de iluminacao publica;2530000.0;203800.0;80981.28;80981.28;80981.28;100.0;2017
urbanismo;infra estrutura urbana;cidade iluminada;gestao dos servicos de iluminacao publica;gestao dos servicos de iluminacao publica;14955600.0;15934890.0;15749635.37;15749635.37;14278140.19;90.66;2017
urbanismo;infra estrutura urbana;melhoria da malha viaria municipal;conservacao de vias urbanas;conservacao de vias urbanas;280000.0;313690.0;227874.2;187587.8;160497.8;70.43;2017
urbanismo;infra estrutura urbana;melhoria da malha viaria municipal;melhoria da rede viaria municipal;melhoria da rede viaria municipal;19155000.0;18844310.0;6725008.89;6116336.19;5113450.0;76.04;2017
urbanismo;infra estrutura urbana;melhoria de moradia para a populacao de baixa renda;urbanizacao e assentamentos precarios;urbanizacao e assentamentos precarios;3800000.0;1200000.0;0.0;0.0;0.0;0.0;2017
urbanismo;infra estrutura urbana;valorizacao da orla do paulista;projeto orla;projeto orla;350000.0;0.0;0.0;0.0;0.0;0.0;2017
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;acoes de controle do desenvolvimento urbano;acoes de controle do desenvolvimento urbano;578000.0;442120.0;394148.49;383963.49;356120.63;90.35;2017
urbanismo;ordenamento territorial;fortalecimento das acoes de desenvolvimento urbano;coordenacao e elaboracao de planos  projetos e orcamentos;coordenacao e elaboracao de planos  projetos e orcamentos;475800.0;192000.0;145118.68;145118.68;131710.89;90.76;2017
