Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E;ano
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;0.0;84500.0;84500.0;84500.0;76500.0;90.53;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;0.0;65370.0;63405.55;63405.55;63255.55;99.76;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;17000.0;9600.0;8640.0;8640.0;8640.0;100.0;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;2000.0;3280.0;2277.6;2277.6;2277.6;100.0;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;2290500.0;1102880.0;358633.63;255347.16;231477.49;64.54;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;material de distribuicao gratuita;sem aplicacao;600000.0;416980.0;329789.52;297467.52;282379.3;85.62;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;90000.0;49860.0;45826.1;45666.1;44289.43;96.65;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;outros auxilios financeiros a pessoas fisicas;sem aplicacao;2339900.0;1944740.0;1937337.22;1935587.22;1753220.55;90.5;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;927000.0;631260.0;502478.2;493040.58;446160.36;88.79;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;1460000.0;2276450.0;998751.93;988992.06;820339.04;82.14;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;24000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;5500.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;outras despesas correntes;subvencoes sociais;sem aplicacao;1840000.0;1394220.0;1336620.75;1318617.75;1152404.14;86.22;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;pessoal e encargos sociais;contratacao por tempo determinado;sem aplicacao;1896600.0;899150.0;899080.19;899080.19;839937.54;93.42;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;27500.0;23010.0;23000.34;23000.34;18142.97;78.88;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;0.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1150000.0;1688090.0;1688063.79;1688063.79;1538594.33;91.15;2017
prefeitura da cidade do paulista;fundo municipal de assistencia social   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;20000.0;370000.0;255100.0;175600.0;175600.0;68.84;2017
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;600000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;1000.0;1000.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;831000.0;144800.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;13210000.0;15861890.0;15749635.37;15749635.37;14278140.19;90.66;2017
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;1000.0;1000.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;160900.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;912800.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;845000.0;45000.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de iluminacao publica   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;930000.0;90000.0;80981.28;80981.28;80981.28;100.0;2017
prefeitura da cidade do paulista;fundo municipal de limpeza urbana e manejo de residuos solidos   adm. direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;0.0;2008930.0;2008641.95;273905.58;273905.58;13.64;2017
prefeitura da cidade do paulista;fundo municipal de limpeza urbana e manejo de residuos solidos   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;27600000.0;26248570.0;26244522.39;26242293.98;21582230.8;82.24;2017
prefeitura da cidade do paulista;fundo municipal de limpeza urbana e manejo de residuos solidos   adm. direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;0.0;430000.0;344000.0;172000.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;5000.0;5000.0;1185.0;1185.0;1185.0;100.0;2017
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;8700.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;243300.0;78870.0;75220.0;75220.0;37386.0;49.7;2017
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;3000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;58600.0;15080.0;15070.21;15070.21;12550.21;83.28;2017
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;462400.0;765990.0;765976.35;765976.35;695976.73;90.86;2017
prefeitura da cidade do paulista;fundo municipal de seguranca publica cidada   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;1500.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;contribuicoes;sem aplicacao;25000.0;114110.0;107514.04;107514.04;107514.04;100.0;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;29000.0;88190.0;88183.02;88183.02;30777.82;34.9;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;44600.0;15010.0;15010.0;15010.0;15010.0;100.0;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;0.0;1450.0;1444.0;1444.0;1444.0;100.0;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;70400.0;4030.0;2527.5;2527.5;1032.5;40.85;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;material de distribuicao gratuita;sem aplicacao;200.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;24500.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;1265300.0;392780.0;390836.01;382471.91;270594.93;69.23;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;95000.0;52390.0;52380.65;52380.65;34101.84;65.1;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;beneficio mensal ao defic. e ao idoso;sem aplicacao;0.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;0.0;20080.0;20075.81;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;104200.0;35820.0;35811.58;35811.58;29697.59;82.93;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;0.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;9039900.0;3915840.0;3911326.2;3911326.2;3561166.67;91.05;2017
prefeitura da cidade do paulista;gabinete do prefeito e relacoes institucionais   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;61200.0;6060.0;5853.0;4573.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;10000.0;4000.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;10000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;45000.0;7490.0;7485.3;7248.5;6567.0;87.73;2017
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;30000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;6500.0;5240.0;5238.95;5238.95;4398.95;83.97;2017
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;684200.0;808000.0;807993.29;807993.29;744162.06;92.1;2017
prefeitura da cidade do paulista;gabinete do vice prefeito   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;11000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;reserva de contigencia;reserva de contingencia;reserva de contingencia;reserva de contingencia;sem aplicacao;2610700.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;4000.0;320.0;311.19;311.19;311.19;100.0;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;2000.0;4210.0;4205.0;4205.0;4205.0;100.0;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;25000.0;3430.0;3424.46;3424.45;2650.46;77.4;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;142000.0;76560.0;71060.63;70188.03;60912.21;85.72;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;5000.0;5630.0;5618.04;5618.04;5618.04;100.0;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;55000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;18100.0;19100.0;19086.82;19086.82;19086.82;100.0;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;104000.0;24470.0;24461.71;24461.71;21531.57;88.02;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;143000.0;113260.0;113253.54;113253.54;92084.51;81.31;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1087900.0;985140.0;985129.63;985129.63;911638.06;92.54;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;59000.0;51390.0;1385.0;1385.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;1003600.0;998600.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria da controladoria  planejamento e gestao   administracao direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;168200.0;197810.0;77610.0;77610.0;67660.0;87.18;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;auxilio alimentacao;sem aplicacao;12100.0;1940.0;1935.0;1935.0;1635.0;84.5;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;27100.0;266800.0;266784.48;264509.48;248117.48;93.0;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;6000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;11000.0;82460.0;82453.89;62658.56;19234.5;23.33;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;7000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;1501500.0;1930990.0;1929865.5;1749879.25;1503845.77;77.92;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;1000.0;148500.0;148491.65;106158.32;21491.66;14.47;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;214500.0;7500.0;7491.25;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;889700.0;132910.0;121614.37;121614.37;110532.66;90.89;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;pensoes;sem aplicacao;829100.0;649000.0;648998.0;648998.0;594829.36;91.65;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;ressarcimento de despesas de pessoal requisitado;sem aplicacao;147300.0;233370.0;233353.3;233353.3;131869.13;56.51;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;3044700.0;3185710.0;3185663.92;3185663.92;2957604.5;92.84;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;164500.0;140780.0;8267.0;6246.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas de capital;investimentos;outros servicos de terceiros   pessoa juridica;sem aplicacao;702000.0;702000.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de administracao   administracao direta;despesas de capital;investimentos;servicos de consultoria;sem aplicacao;2000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;4000.0;81210.0;81207.76;81207.76;81207.76;100.0;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;13000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;71000.0;8530.0;7323.0;7323.0;4025.0;54.96;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;58000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;321000.0;393270.0;360637.66;360637.66;335056.33;92.91;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;sentencas judiciais;sem aplicacao;98000.0;120.0;113.39;113.39;113.39;100.0;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;1612000.0;2550600.0;2546763.95;2546763.95;2334963.95;91.68;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;despesas de exercicios anteriores;sem aplicacao;1000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;199300.0;180120.0;180105.89;180105.89;128938.19;71.59;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;sentencas judiciais;sem aplicacao;4499000.0;10432150.0;10387690.43;10387690.43;10385788.15;99.98;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;3268600.0;3551700.0;3551304.26;3551304.26;3279609.69;92.35;2017
prefeitura da cidade do paulista;secretaria de assuntos juridicos   administracao direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;17000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;9000.0;12600.0;12572.9;11772.9;11772.9;93.64;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;5000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;500.0;1450.0;1444.0;1444.0;1444.0;100.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;32800.0;3990.0;3937.74;3674.61;1006.25;25.55;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;obrigacoes tributarias e contributivas;sem aplicacao;0.0;2210.0;2198.0;2198.0;1622.0;73.79;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;19000.0;5760.0;5760.0;5760.0;5760.0;100.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;1183100.0;2377980.0;2309130.52;2290551.92;1881088.74;81.46;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;7000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;125000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;127100.0;29020.0;29007.38;29007.38;29007.38;100.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;1143400.0;1158060.0;1158036.43;1158036.43;1048005.11;90.5;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas de capital;investimentos;equipamentos e material permanente;sem aplicacao;21200.0;9210.0;9208.72;9208.72;9208.72;100.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento economico  turismo  e cultura   adm. direta;despesas de capital;investimentos;obras e instalacoes;sem aplicacao;0.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;outras despesas correntes;despesas de exercicios anteriores;sem aplicacao;6000.0;29260.0;29253.13;15253.13;15253.13;52.14;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;outras despesas correntes;diarias   civil;sem aplicacao;6500.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;outras despesas correntes;indenizacoes e restituicoes;sem aplicacao;60000.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;outras despesas correntes;material de consumo;sem aplicacao;47500.0;10990.0;10977.63;10586.58;7796.58;71.02;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa fisica;sem aplicacao;4900.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;outras despesas correntes;outros servicos de terceiros   pessoa juridica;sem aplicacao;451000.0;410900.0;313129.53;297011.5;264333.73;84.42;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;outras despesas correntes;passagens e despesas com locomocao;sem aplicacao;25500.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;outras despesas correntes;servicos de consultoria;sem aplicacao;25200.0;0.0;0.0;0.0;0.0;0.0;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;pessoal e encargos sociais;outras despesas variaveis   pessoal civil;sem aplicacao;158600.0;69210.0;69181.41;69181.41;48939.36;70.74;2017
prefeitura da cidade do paulista;secretaria de desenvolvimento urbano e habitacao   administracao direta;despesas correntes;pessoal e encargos sociais;vencimentos e vantagens fixas   pessoal civil;sem aplicacao;3652000.0;3083820.0;3083800.11;3083800.11;2831714.57;91.83;2017
