Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;;;;"ACOES E SERVICOS DA PROTECAO SOCIAL ESPECIAL";733.200,00;407.887,55;267.612,97;267.052,97;226.417,47;84,61
;"Planejamento e Orcamento";;;;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DA POLITICA DE ACAO DE ASSISTENCIA SOCIAL ";;;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS AC";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS AC";2.000,00;2.000,00;0,00;0,00;0,00;0,00
"Ciencia e Tecnologia";;;;;251.600,00;247.500,00;0,00;0,00;0,00;0,00
;"Difusao do Conhecimento Cient. e Tec.";;;;251.600,00;247.500,00;0,00;0,00;0,00;0,00
;;"PROGRAMA DE INCLUSAO DIGITAL ";;;251.600,00;247.500,00;0,00;0,00;0,00;0,00
;;;"IMPLANTACAO DO CENTRO DE TECNOLOGIA DA INFORMACAO";;251.600,00;247.500,00;0,00;0,00;0,00;0,00
;;;;"IMPLANTACAO DO CENTRO DE TECNOLOGIA DA INFORMACAO";251.600,00;247.500,00;0,00;0,00;0,00;0,00
"Comercio e Servicos";;;;;981.600,00;1.016.840,00;872.370,90;871.130,90;849.512,50;97,38
;"Difusao Cultural";;;;27.000,00;14.190,00;14.087,50;14.087,50;6.187,50;43,92
;;"PROMOCAO E PRESERVACAO DA CULTURA MUNICIPAL ";;;27.000,00;14.190,00;14.087,50;14.087,50;6.187,50;43,92
;;;"PROMOCAO DA CULTURA DO MUNICIPIO ";;27.000,00;14.190,00;14.087,50;14.087,50;6.187,50;43,92
;;;;"PROMOCAO DA CULTURA DO MUNICIPIO ";27.000,00;14.190,00;14.087,50;14.087,50;6.187,50;43,92
;"Planejamento e Orcamento";;;;17.000,00;1.300,00;1.293,40;1.293,40;0,00;0,00
;;"GESTAO DAS POLITICAS DE ACAO DE TURISMO E CULTURA";;;17.000,00;1.300,00;1.293,40;1.293,40;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTO E MONITORAMENTO DAS ACOES";;17.000,00;1.300,00;1.293,40;1.293,40;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTO E MONITORAMENTO DAS ACOES";17.000,00;1.300,00;1.293,40;1.293,40;0,00;0,00
;"Promocao Comercial";;;;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;"PROMOCAO E APOIO AS ATIVIDADES COMERCIAIS ";;;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;"APOIO AO DESENVOLVIMENTO DO COMERCIO DO MUNICIPIO";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"APOIO AO DESENVOLVIMENTO DO COMERCIO DO MUNICIPIO";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;"Turismo";;;;935.600,00;999.350,00;856.990,00;855.750,00;843.325,00;98,41
;;"PROMOCAO DO TURISMO NO MUNICIPIO ";;;935.600,00;999.350,00;856.990,00;855.750,00;843.325,00;98,41
;;;"PROMOCAO DE EVENTOS E ACOES TURISTICAS ";;935.600,00;999.350,00;856.990,00;855.750,00;843.325,00;98,41
;;;;"PROMOCAO DE EVENTOS E ACOES TURISTICAS ";935.600,00;999.350,00;856.990,00;855.750,00;843.325,00;98,41
"Cultura";;;;;1.400,00;0,00;0,00;0,00;0,00;0,00
;"Pat. Historico  Artistico e Arqueologico";;;;1.400,00;0,00;0,00;0,00;0,00;0,00
;;"PROMOCAO E PRESERVACAO DA CULTURA MUNICIPAL ";;;1.400,00;0,00;0,00;0,00;0,00;0,00
;;;"OBRAS DE PRESERVACAO DE AREAS CULTURAIS E SITIOS ";;1.400,00;0,00;0,00;0,00;0,00;0,00
;;;;"OBRAS DE PRESERVACAO DE AREAS CULTURAIS E SITIOS ";1.400,00;0,00;0,00;0,00;0,00;0,00
"Desporto e Lazer";;;;;1.397.400,00;3.520.775,00;2.566.964,93;1.997.823,21;1.387.211,36;54,04
;"Administracao Geral";;;;159.700,00;2.454.660,00;1.613.415,00;1.608.175,00;1.265.645,00;78,45
;;"ACOES DE PROMOCOES DE LAZER E DESPORTO";;;159.700,00;2.454.660,00;1.613.415,00;1.608.175,00;1.265.645,00;78,45
;;;"PROMOCAO DE LAZER E DESPORTO";;159.700,00;2.454.660,00;1.613.415,00;1.608.175,00;1.265.645,00;78,45
;;;;"PROMOCAO DE LAZER E DESPORTO";159.700,00;2.454.660,00;1.613.415,00;1.608.175,00;1.265.645,00;78,45
;"Lazer";;;;1.237.700,00;1.066.115,00;953.549,93;389.648,21;121.566,36;12,75
;;"MELHORIA DO PAISAGISMO URBANO ";;;1.237.700,00;1.066.115,00;953.549,93;389.648,21;121.566,36;12,75
;;;"CONSTRUCAO E RECUPERACAO DE PRACAS E AREAS DE LAZ";;1.237.700,00;1.066.115,00;953.549,93;389.648,21;121.566,36;12,75
;;;;"CONSTRUCAO E RECUPERACAO DE PRACAS E AREAS DE LAZ";1.237.700,00;1.066.115,00;953.549,93;389.648,21;121.566,36;12,75
"Direitos da Cidadania";;;;;40.000,00;0,00;0,00;0,00;0,00;0,00
;"Direitos Individuais  Colet. e Difusos";;;;40.000,00;0,00;0,00;0,00;0,00;0,00
;;"DEFESA DOS DIREITOS DO CIDADAO ";;;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DA DEFESA DOS DIREITOS DO CONSUMIDOR";;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DA DEFESA DOS DIREITOS DO CONSUMIDOR";40.000,00;0,00;0,00;0,00;0,00;0,00
"Educacao";;;;;93.170.900,00;147.498.252,86;103.101.136,24;92.505.903,12;84.749.415,78;82,20
;"Administracao Geral";;;;4.575.300,00;32.603.754,55;7.507.761,43;7.383.718,82;7.094.213,73;94,49
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE ED";;;3.121.200,00;30.496.904,55;5.638.317,40;5.635.768,44;5.404.393,55;95,85
;;;"AMPLIAR OU REFORMAR  PREDIO DA SECRETARIA DE EDUC";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"AMPLIAR OU REFORMAR  PREDIO DA SECRETARIA DE EDUC";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DA SECRETARIA DE EDUCACAO P";;565.300,00;4.380.085,14;1.504.427,89;1.504.272,93;1.445.855,85;96,11
;;;;"CONTRIBUICAO PATRONAL DA SECRETARIA DE EDUCACAO P";565.300,00;4.380.085,14;1.504.427,89;1.504.272,93;1.445.855,85;96,11
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";;2.546.900,00;25.290.648,91;3.309.957,08;3.307.563,08;3.134.605,27;94,70
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";2.546.900,00;25.290.648,91;3.309.957,08;3.307.563,08;3.134.605,27;94,70
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS ";;7.000,00;826.170,50;823.932,43;823.932,43;823.932,43;100,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS ";7.000,00;826.170,50;823.932,43;823.932,43;823.932,43;100,00
;;"DEMOCRATIZACAO DA GESTAO  TRANSPARENCIA E CONTROL";;;1.349.900,00;1.952.190,00;1.780.971,91;1.659.586,51;1.607.936,26;90,28
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";;1.339.600,00;1.952.190,00;1.780.971,91;1.659.586,51;1.607.936,26;90,28
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";1.339.600,00;1.952.190,00;1.780.971,91;1.659.586,51;1.607.936,26;90,28
;;;"FORTALECIMENTO DOS CONSELHOS MUNICIPAIS DE EDUCAC";;8.300,00;0,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DOS CONSELHOS MUNICIPAIS DE EDUCAC";8.300,00;0,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS AC";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS AC";2.000,00;0,00;0,00;0,00;0,00;0,00
;;"MUSICA PARA TODOS";;;104.200,00;154.660,00;88.472,12;88.363,87;81.883,92;92,55
;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO MUSICAL";;104.200,00;154.660,00;88.472,12;88.363,87;81.883,92;92,55
;;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO MUSICAL";104.200,00;154.660,00;88.472,12;88.363,87;81.883,92;92,55
;"Alimentacao e Nutricao";;;;2.301.000,00;3.440.064,65;2.502.413,15;2.350.590,74;2.305.348,97;92,13
;;"ALIMENTACAO ESCOLAR SAUDAVEL ";;;2.301.000,00;3.440.064,65;2.502.413,15;2.350.590,74;2.305.348,97;92,13
;;;"ALIMENTACAO NAS ESCOLAS ";;2.301.000,00;3.440.064,65;2.502.413,15;2.350.590,74;2.305.348,97;92,13
;;;;"ALIMENTACAO NAS ESCOLAS ";2.301.000,00;3.440.064,65;2.502.413,15;2.350.590,74;2.305.348,97;92,13
;"Difusao Cultural";;;;132.000,00;165.150,00;164.072,40;113.992,40;34.992,40;21,33
;;"PROMOCAO E DIVULGACAO DAS ACOES EDUCACIONAIS ";;;132.000,00;165.150,00;164.072,40;113.992,40;34.992,40;21,33
;;;"PROMOCAO DE EVENTOS EDUCACIONAIS ";;132.000,00;165.150,00;164.072,40;113.992,40;34.992,40;21,33
;;;;"PROMOCAO DE EVENTOS EDUCACIONAIS ";132.000,00;165.150,00;164.072,40;113.992,40;34.992,40;21,33
;"Educacao de Jovens e Adultos";;;;2.643.200,00;4.222.470,00;3.770.614,87;3.697.434,64;3.434.700,17;91,09
;;"JOVENS E ADULTOS NA ESCOLA ";;;2.643.200,00;4.222.470,00;3.770.614,87;3.697.434,64;3.434.700,17;91,09
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO DE JOVEN";;2.643.200,00;4.222.470,00;3.770.614,87;3.697.434,64;3.434.700,17;91,09
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO DE JOVEN";2.643.200,00;4.222.470,00;3.770.614,87;3.697.434,64;3.434.700,17;91,09
;"Educacao Especial";;;;1.485.600,00;2.214.822,00;1.770.372,41;1.770.364,41;1.631.959,94;92,18
;;"INCLUSAO ESCOLAR PARA PESSOAS PORTADORAS DE NECES";;;1.485.600,00;2.214.822,00;1.770.372,41;1.770.364,41;1.631.959,94;92,18
;;;"ADEQUACAO DOS ESPACOS FISICOS  E EQUIPAGEM DAS ES";;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"ADEQUACAO DOS ESPACOS FISICOS  E EQUIPAGEM DAS ES";17.000,00;0,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO ESPECIAL";;1.468.600,00;2.214.822,00;1.770.372,41;1.770.364,41;1.631.959,94;92,18
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO ESPECIAL";1.468.600,00;2.214.822,00;1.770.372,41;1.770.364,41;1.631.959,94;92,18
;"Educacao Infantil";;;;4.767.400,00;6.113.994,00;5.378.706,78;5.337.808,78;4.779.091,36;88,85
;;"EDUCACAO INFANTIL CIDADA ";;;4.767.400,00;6.113.994,00;5.378.706,78;5.337.808,78;4.779.091,36;88,85
;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQU";;267.000,00;447.710,00;447.705,85;437.421,87;437.421,87;97,70
;;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQU";267.000,00;447.710,00;447.705,85;437.421,87;437.421,87;97,70
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL";;4.500.400,00;5.666.284,00;4.931.000,93;4.900.386,91;4.341.669,49;88,05
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL";4.500.400,00;5.666.284,00;4.931.000,93;4.900.386,91;4.341.669,49;88,05
;"Ensino Fundamental";;;;76.722.700,00;98.103.187,66;81.422.208,50;71.267.006,63;64.897.343,41;79,70
;;"ENSINO FUNDAMENTAL DE QUALIDADE ";;;76.722.700,00;98.103.187,66;81.422.208,50;71.267.006,63;64.897.343,41;79,70
;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQU";;254.000,00;456.760,00;102.380,00;102.377,44;90.442,76;88,34
;;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQU";254.000,00;456.760,00;102.380,00;102.377,44;90.442,76;88,34
;;;"CONTRIBUICAO ADICIONAL DO FUNDEB PARA A PREVIPAUL";;6.200,00;6.200,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DO FUNDEB PARA A PREVIPAUL";6.200,00;6.200,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DO FUNDEB  PARA A PREVIPAUL";;11.688.300,00;9.526.768,71;6.386.180,44;5.939.656,34;5.321.926,11;83,34
;;;;"CONTRIBUICAO PATRONAL DO FUNDEB  PARA A PREVIPAUL";11.688.300,00;9.526.768,71;6.386.180,44;5.939.656,34;5.321.926,11;83,34
;;;"ENCARGOS COM VALE TRANSPORTES DOS SERVIDORES DO E";;3.490.700,00;4.244.662,60;3.242.590,10;3.090.570,53;2.811.992,28;86,72
;;;;"ENCARGOS COM VALE TRANSPORTES DOS SERVIDORES DO E";3.490.700,00;4.244.662,60;3.242.590,10;3.090.570,53;2.811.992,28;86,72
;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTA";;61.283.500,00;83.868.796,35;71.691.057,96;62.134.402,32;56.672.982,26;79,05
;;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTA";61.283.500,00;83.868.796,35;71.691.057,96;62.134.402,32;56.672.982,26;79,05
;"Outros Encargos Especiais";;;;5.000,00;0,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE ED";;;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO ADICIONAL DA SECRETARIA DE EDUCACAO ";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DA SECRETARIA DE EDUCACAO ";5.000,00;0,00;0,00;0,00;0,00;0,00
;"Protecao e Beneficios ao Trabalhador";;;;538.700,00;634.810,00;584.986,70;584.986,70;571.765,80;97,74
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE ED";;;538.700,00;634.810,00;584.986,70;584.986,70;571.765,80;97,74
;;;"ENCARGOS COM VALE TRANSPORTE PARA OS SERVIDORES D";;538.700,00;634.810,00;584.986,70;584.986,70;571.765,80;97,74
;;;;"ENCARGOS COM VALE TRANSPORTE PARA OS SERVIDORES D";538.700,00;634.810,00;584.986,70;584.986,70;571.765,80;97,74
"Encargos Especiais";;;;;27.684.100,00;30.644.959,35;19.961.671,73;18.518.676,39;16.882.004,50;84,57
;"Outros Encargos Especiais";;;;14.910.000,00;20.253.597,46;14.318.904,81;14.002.779,72;12.374.927,11;86,42
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;480.000,00;481.000,00;480.569,07;480.569,07;480.569,07;100,00
;;;"CONTRIBUICAO PATRONAL DA CAMARA DE VEREADORES PAR";;480.000,00;481.000,00;480.569,07;480.569,07;480.569,07;100,00
;;;;"CONTRIBUICAO PATRONAL DA CAMARA DE VEREADORES PAR";480.000,00;481.000,00;480.569,07;480.569,07;480.569,07;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE IN";;;1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS ";;1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS ";1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;"APOIO AOS COMPROMISSOS DA DIVIDA ";;;3.801.000,00;4.220.000,00;3.909.738,92;3.599.738,92;3.355.041,67;85,81
;;;"CONTRIBUICAO PARA O PASEP ";;3.801.000,00;4.220.000,00;3.909.738,92;3.599.738,92;3.355.041,67;85,81
;;;;"CONTRIBUICAO PARA O PASEP ";3.801.000,00;4.220.000,00;3.909.738,92;3.599.738,92;3.355.041,67;85,81
;;"ENCARGOS ADMINISTRATIVOS DO MUNICIPIO ";;;10.628.000,00;15.551.597,46;9.928.596,82;9.922.471,73;8.539.316,37;86,01
;;;"CONTRIBUICAO PATRONAL DA PREFEITURA AO PREVI PAUL";;4.768.000,00;9.624.188,26;5.012.094,13;5.012.094,13;4.610.030,86;91,98
;;;;"CONTRIBUICAO PATRONAL DA PREFEITURA AO PREVI PAUL";4.768.000,00;9.624.188,26;5.012.094,13;5.012.094,13;4.610.030,86;91,98
;;;"ENCARGOS COM OBRIGACOES PATRONAIS ";;4.600.000,00;5.205.230,80;4.424.458,23;4.424.458,23;3.513.613,55;79,41
;;;;"ENCARGOS COM OBRIGACOES PATRONAIS ";4.600.000,00;5.205.230,80;4.424.458,23;4.424.458,23;3.513.613,55;79,41
;;;"ENCARGOS COM RECISAO DE CONTRATO  INDENIZACOES TR";;1.260.000,00;722.178,40;492.044,46;485.919,37;415.671,96;84,48
;;;;"ENCARGOS COM RECISAO DE CONTRATO  INDENIZACOES TR";1.260.000,00;722.178,40;492.044,46;485.919,37;415.671,96;84,48
;"Protecao e Beneficios ao Trabalhador";;;;100.000,00;68.000,00;67.731,57;67.731,57;67.731,57;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;100.000,00;68.000,00;67.731,57;67.731,57;67.731,57;100,00
;;;"ENCARGOS COM AUXILIO  TRANSPORTE PARA OS SERVIDOR";;100.000,00;68.000,00;67.731,57;67.731,57;67.731,57;100,00
;;;;"ENCARGOS COM AUXILIO  TRANSPORTE PARA OS SERVIDOR";100.000,00;68.000,00;67.731,57;67.731,57;67.731,57;100,00
;"Refinanciamento da Divida Interna";;;;4.235.500,00;3.732.671,89;2.865.703,37;1.738.833,12;1.730.013,84;60,37
;;"APOIO AOS COMPROMISSOS DA DIVIDA ";;;4.235.500,00;3.732.671,89;2.865.703,37;1.738.833,12;1.730.013,84;60,37
;;;"PARCELAMENTO DE DEBITOS COM A PREVI PAULISTA ";;3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM A PREVI PAULISTA ";3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O FGTS ";;905.200,00;0,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM O FGTS ";905.200,00;0,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O INSS ";;2.422.300,00;1.847.098,54;1.781.598,54;1.670.799,27;1.670.799,27;93,78
;;;;"PARCELAMENTO DE DEBITOS COM O INSS ";2.422.300,00;1.847.098,54;1.781.598,54;1.670.799,27;1.670.799,27;93,78
;;;"PARCELAMENTO DE DEBITOS COM O PASEP ";;905.000,00;1.882.573,35;1.084.104,83;68.033,85;59.214,57;5,46
;;;;"PARCELAMENTO DE DEBITOS COM O PASEP ";905.000,00;1.882.573,35;1.084.104,83;68.033,85;59.214,57;5,46
;"Servico da Divida Interna";;;;8.438.600,00;6.590.690,00;2.709.331,98;2.709.331,98;2.709.331,98;100,00
;;"APOIO AOS COMPROMISSOS DA DIVIDA ";;;8.438.600,00;6.590.690,00;2.709.331,98;2.709.331,98;2.709.331,98;100,00
;;;"ENCARGOS COM A DIVIDA PUBLICA ";;8.438.600,00;6.590.690,00;2.709.331,98;2.709.331,98;2.709.331,98;100,00
;;;;"ENCARGOS COM A DIVIDA PUBLICA ";8.438.600,00;6.590.690,00;2.709.331,98;2.709.331,98;2.709.331,98;100,00
"Gestao Ambiental";;;;;22.203.800,00;39.066.311,18;14.938.015,57;10.359.944,49;9.069.466,51;60,71
;"Administracao Geral";;;;707.900,00;1.165.182,00;588.806,79;545.882,76;517.942,72;87,96
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO ";;;707.900,00;1.165.182,00;588.806,79;545.882,76;517.942,72;87,96
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";;477.600,00;490.562,00;279.565,70;236.641,67;220.126,51;78,74
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SE";477.600,00;490.562,00;279.565,70;236.641,67;220.126,51;78,74
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";;230.300,00;674.620,00;309.241,09;309.241,09;297.816,21;96,31
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";230.300,00;674.620,00;309.241,09;309.241,09;297.816,21;96,31
;"Controle Ambiental";;;;15.830.800,00;30.707.501,82;13.297.866,05;8.779.106,60;7.581.239,23;57,01
;;"DRENAGEM URBANA ";;;15.672.000,00;30.548.701,82;13.297.607,25;8.778.977,20;7.581.109,83;57,01
;;;"CONSTRUCAO E OU RECUPERACAO DE OBRAS DE MICRO E M";;15.672.000,00;30.548.701,82;13.297.607,25;8.778.977,20;7.581.109,83;57,01
;;;;"CONSTRUCAO E OU RECUPERACAO DE OBRAS DE MICRO E M";15.672.000,00;30.548.701,82;13.297.607,25;8.778.977,20;7.581.109,83;57,01
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO ";;;158.800,00;158.800,00;258,80;129,40;129,40;50,00
;;;"APOIO AS ACOES DE DESENVOLVIMENTO SUSTENTAVEL";;57.700,00;57.700,00;258,80;129,40;129,40;50,00
;;;;"APOIO AS ACOES DE DESENVOLVIMENTO SUSTENTAVEL";57.700,00;57.700,00;258,80;129,40;129,40;50,00
;;;"LICENCIAMENTO E GESTAO DA DESTINACAO DE RESIDUOS ";;101.100,00;101.100,00;0,00;0,00;0,00;0,00
;;;;"LICENCIAMENTO E GESTAO DA DESTINACAO DE RESIDUOS ";101.100,00;101.100,00;0,00;0,00;0,00;0,00
;"Preservacao e Conservacao Ambiental";;;;1.055.300,00;3.429.127,36;696.359,20;679.971,60;618.442,73;88,81
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO ";;;1.055.300,00;3.429.127,36;696.359,20;679.971,60;618.442,73;88,81
;;;"GESTAO E PRESERVACAO DO MEIO AMBIENTE ";;1.045.700,00;3.420.727,36;696.359,20;679.971,60;618.442,73;88,81
;;;;"GESTAO E PRESERVACAO DO MEIO AMBIENTE ";1.045.700,00;3.420.727,36;696.359,20;679.971,60;618.442,73;88,81
;;;"MANUTENCAO DA SEMENTEIRA";;9.600,00;8.400,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DA SEMENTEIRA";9.600,00;8.400,00;0,00;0,00;0,00;0,00
;"Recuperacao de Areas Degradadas";;;;4.609.800,00;3.764.500,00;354.983,53;354.983,53;351.841,83;99,11
;;"CONTENCAO DAS ENCOSTAS ";;;3.755.800,00;3.255.800,00;3.141,70;3.141,70;0,00;0,00
;;;"OBRAS DE PROTECAO DE ENCOSTAS";;3.755.800,00;3.255.800,00;3.141,70;3.141,70;0,00;0,00
;;;;"OBRAS DE PROTECAO DE ENCOSTAS";3.755.800,00;3.255.800,00;3.141,70;3.141,70;0,00;0,00
;;"VALORIZACAO DA ORLA DO PAULISTA ";;;854.000,00;508.700,00;351.841,83;351.841,83;351.841,83;100,00
;;;"CONSTRUCAO DE OBRAS DE PROTECAO LITORANEA CONTRA ";;854.000,00;508.700,00;351.841,83;351.841,83;351.841,83;100,00
;;;;"CONSTRUCAO DE OBRAS DE PROTECAO LITORANEA CONTRA ";854.000,00;508.700,00;351.841,83;351.841,83;351.841,83;100,00
"Habitacao";;;;;329.100,00;368.740,00;167.359,19;167.359,19;149.456,22;89,30
;"Administracao Geral";;;;273.700,00;323.340,00;167.359,19;167.359,19;149.456,22;89,30
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE HA";;;83.600,00;83.240,00;51.852,54;51.852,54;42.749,57;82,44
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";;83.600,00;83.240,00;51.852,54;51.852,54;42.749,57;82,44
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ";83.600,00;83.240,00;51.852,54;51.852,54;42.749,57;82,44
;;"GESTAO DA POLITICA DE ACAO DA SECRETARIA DE HABIT";;;190.100,00;240.100,00;115.506,65;115.506,65;106.706,65;92,38
;;;"DIRECAO  SUPERVISAO E COORDENACAO DA SECRETARIA D";;190.100,00;240.100,00;115.506,65;115.506,65;106.706,65;92,38
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DA SECRETARIA D";190.100,00;240.100,00;115.506,65;115.506,65;106.706,65;92,38
;"Habitacao Rural";;;;30.200,00;20.200,00;0,00;0,00;0,00;0,00
;;"MELHORIA DE MORADIA PARA A POPULACAO DE BAIXA REN";;;30.200,00;20.200,00;0,00;0,00;0,00;0,00
;;;"PROJETO  CONSTRUCAO E REFORMA DE PREDIOS CAIXOES";;15.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;;"PROJETO  CONSTRUCAO E REFORMA DE PREDIOS CAIXOES";15.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;"REGULARIZACAO DE ASSENTAMENTOS HABITACIONAIS ";;15.200,00;15.200,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE ASSENTAMENTOS HABITACIONAIS ";15.200,00;15.200,00;0,00;0,00;0,00;0,00
;"Habitacao Urbana";;;;10.700,00;10.700,00;0,00;0,00;0,00;0,00
;;"HABITACAO COM QUALIDADE";;;10.700,00;10.700,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";;10.700,00;10.700,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";10.700,00;10.700,00;0,00;0,00;0,00;0,00
;"Planejamento e Orcamento";;;;14.500,00;14.500,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS HABITACIONAIS DO MUNICIPIO";;;14.500,00;14.500,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS AC";;14.500,00;14.500,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS AC";14.500,00;14.500,00;0,00;0,00;0,00;0,00
"Industria";;;;;11.000,00;21.700,00;16.564,26;16.564,26;7.514,06;45,36
;" Promocao Industrial";;;;11.000,00;21.700,00;16.564,26;16.564,26;7.514,06;45,36
;;"ESTIMULO AO DESENVOLVIMENTO ECONOMICO DO MUNICIPI";;;11.000,00;21.700,00;16.564,26;16.564,26;7.514,06;45,36
;;;"APOIO A EMPREENDIMENTOS PARA O DESENVOVIMENTO ECO";;11.000,00;21.700,00;16.564,26;16.564,26;7.514,06;45,36
;;;;"APOIO A EMPREENDIMENTOS PARA O DESENVOVIMENTO ECO";11.000,00;21.700,00;16.564,26;16.564,26;7.514,06;45,36
"Judiciario";;;;;5.784.400,00;15.246.948,05;8.993.051,10;8.111.237,30;5.983.566,49;66,54
