Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;;"SEM APLICACAO";27.500,00;23.010,00;23.000,34;23.000,34;18.142,97;78,88
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.150.000,00;1.688.090,00;1.688.063,79;1.688.063,79;1.538.594,33;91,15
;;;;;"SEM APLICACAO";1.150.000,00;1.688.090,00;1.688.063,79;1.688.063,79;1.538.594,33;91,15
;;"DESPESAS DE CAPITAL";;;;20.000,00;370.000,00;255.100,00;175.600,00;175.600,00;68,84
;;;"INVESTIMENTOS";;;20.000,00;370.000,00;255.100,00;175.600,00;175.600,00;68,84
;;;;"Equipamentos e Material Permanente";;20.000,00;370.000,00;255.100,00;175.600,00;175.600,00;68,84
;;;;;"SEM APLICACAO";20.000,00;370.000,00;255.100,00;175.600,00;175.600,00;68,84
;"FUNDO MUNICIPAL DE ILUMINACAO PUBLICA   ADMINISTRACAO DIRETA";;;;;17.491.700,00;16.143.690,00;15.830.616,65;15.830.616,65;14.359.121,47;90,70
;;"DESPESAS CORRENTES";;;;15.716.700,00;16.008.690,00;15.749.635,37;15.749.635,37;14.278.140,19;90,66
;;;"OUTRAS DESPESAS CORRENTES";;;14.643.000,00;16.008.690,00;15.749.635,37;15.749.635,37;14.278.140,19;90,66
;;;;"Despesas de Exercicios Anteriores";;600.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";600.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;831.000,00;144.800,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";831.000,00;144.800,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;13.210.000,00;15.861.890,00;15.749.635,37;15.749.635,37;14.278.140,19;90,66
;;;;;"SEM APLICACAO";13.210.000,00;15.861.890,00;15.749.635,37;15.749.635,37;14.278.140,19;90,66
;;;;"Passagens e Despesas com Locomocao";;1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.073.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;160.900,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";160.900,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;912.800,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";912.800,00;0,00;0,00;0,00;0,00;0,00
;;"DESPESAS DE CAPITAL";;;;1.775.000,00;135.000,00;80.981,28;80.981,28;80.981,28;100,00
;;;"INVESTIMENTOS";;;1.775.000,00;135.000,00;80.981,28;80.981,28;80.981,28;100,00
;;;;"Equipamentos e Material Permanente";;845.000,00;45.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";845.000,00;45.000,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;930.000,00;90.000,00;80.981,28;80.981,28;80.981,28;100,00
;;;;;"SEM APLICACAO";930.000,00;90.000,00;80.981,28;80.981,28;80.981,28;100,00
;"FUNDO MUNICIPAL DE LIMPEZA URBANA E MANEJO DE RESIDUOS SOLIDOS   ADM. DIRETA";;;;;27.600.000,00;28.687.500,00;28.597.164,34;26.688.199,56;21.856.136,38;76,43
;;"DESPESAS CORRENTES";;;;27.600.000,00;28.687.500,00;28.597.164,34;26.688.199,56;21.856.136,38;76,43
;;;"OUTRAS DESPESAS CORRENTES";;;27.600.000,00;28.687.500,00;28.597.164,34;26.688.199,56;21.856.136,38;76,43
;;;;"Despesas de Exercicios Anteriores";;0,00;2.008.930,00;2.008.641,95;273.905,58;273.905,58;13,64
;;;;;"SEM APLICACAO";0,00;2.008.930,00;2.008.641,95;273.905,58;273.905,58;13,64
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;27.600.000,00;26.248.570,00;26.244.522,39;26.242.293,98;21.582.230,80;82,24
;;;;;"SEM APLICACAO";27.600.000,00;26.248.570,00;26.244.522,39;26.242.293,98;21.582.230,80;82,24
;;;;"Servicos de Consultoria";;0,00;430.000,00;344.000,00;172.000,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;430.000,00;344.000,00;172.000,00;0,00;0,00
;"FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA   ADMINISTRACAO DIRETA";;;;;786.000,00;864.940,00;857.451,56;857.451,56;747.097,94;87,13
;;"DESPESAS CORRENTES";;;;784.000,00;864.940,00;857.451,56;857.451,56;747.097,94;87,13
;;;"OUTRAS DESPESAS CORRENTES";;;263.000,00;83.870,00;76.405,00;76.405,00;38.571,00;50,48
;;;;"Despesas de Exercicios Anteriores";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;5.000,00;5.000,00;1.185,00;1.185,00;1.185,00;100,00
;;;;;"SEM APLICACAO";5.000,00;5.000,00;1.185,00;1.185,00;1.185,00;100,00
;;;;"Material de Consumo";;8.700,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";8.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;243.300,00;78.870,00;75.220,00;75.220,00;37.386,00;49,70
;;;;;"SEM APLICACAO";243.300,00;78.870,00;75.220,00;75.220,00;37.386,00;49,70
;;;;"Passagens e Despesas com Locomocao";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;521.000,00;781.070,00;781.046,56;781.046,56;708.526,94;90,72
;;;;"Outras Despesas Variaveis   Pessoal Civil";;58.600,00;15.080,00;15.070,21;15.070,21;12.550,21;83,28
;;;;;"SEM APLICACAO";58.600,00;15.080,00;15.070,21;15.070,21;12.550,21;83,28
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;462.400,00;765.990,00;765.976,35;765.976,35;695.976,73;90,86
;;;;;"SEM APLICACAO";462.400,00;765.990,00;765.976,35;765.976,35;695.976,73;90,86
;;"DESPESAS DE CAPITAL";;;;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;"GABINETE DO PREFEITO E RELACOES INSTITUCIONAIS   ADMINISTRACAO DIRETA";;;;;10.760.800,00;4.645.760,00;4.630.961,81;4.601.241,90;4.051.339,39;87,48
;;"DESPESAS CORRENTES";;;;10.699.600,00;4.639.700,00;4.625.108,81;4.596.668,90;4.051.339,39;87,59
;;;"OUTRAS DESPESAS CORRENTES";;;1.555.500,00;667.960,00;657.895,22;649.531,12;460.475,13;69,99
;;;;"Auxilio Alimentacao";;1.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Contribuicoes";;25.000,00;114.110,00;107.514,04;107.514,04;107.514,04;100,00
;;;;;"SEM APLICACAO";25.000,00;114.110,00;107.514,04;107.514,04;107.514,04;100,00
;;;;"Despesas de Exercicios Anteriores";;29.000,00;88.190,00;88.183,02;88.183,02;30.777,82;34,90
;;;;;"SEM APLICACAO";29.000,00;88.190,00;88.183,02;88.183,02;30.777,82;34,90
;;;;"Diarias   Civil";;44.600,00;15.010,00;15.010,00;15.010,00;15.010,00;100,00
;;;;;"SEM APLICACAO";44.600,00;15.010,00;15.010,00;15.010,00;15.010,00;100,00
;;;;"Indenizacoes e Restituicoes";;0,00;1.450,00;1.444,00;1.444,00;1.444,00;100,00
;;;;;"SEM APLICACAO";0,00;1.450,00;1.444,00;1.444,00;1.444,00;100,00
;;;;"Material de Consumo";;70.400,00;4.030,00;2.527,50;2.527,50;1.032,50;40,85
;;;;;"SEM APLICACAO";70.400,00;4.030,00;2.527,50;2.527,50;1.032,50;40,85
;;;;"Material de Distribuicao Gratuita";;200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;24.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";24.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.265.300,00;392.780,00;390.836,01;382.471,91;270.594,93;69,23
;;;;;"SEM APLICACAO";1.265.300,00;392.780,00;390.836,01;382.471,91;270.594,93;69,23
;;;;"Passagens e Despesas com Locomocao";;95.000,00;52.390,00;52.380,65;52.380,65;34.101,84;65,10
;;;;;"SEM APLICACAO";95.000,00;52.390,00;52.380,65;52.380,65;34.101,84;65,10
;;;"PESSOAL E ENCARGOS SOCIAIS";;;9.144.100,00;3.971.740,00;3.967.213,59;3.947.137,78;3.590.864,26;90,51
;;;;"Beneficio Mensal ao Defic. e ao Idoso";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;0,00;20.080,00;20.075,81;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;20.080,00;20.075,81;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;104.200,00;35.820,00;35.811,58;35.811,58;29.697,59;82,93
;;;;;"SEM APLICACAO";104.200,00;35.820,00;35.811,58;35.811,58;29.697,59;82,93
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;9.039.900,00;3.915.840,00;3.911.326,20;3.911.326,20;3.561.166,67;91,05
;;;;;"SEM APLICACAO";9.039.900,00;3.915.840,00;3.911.326,20;3.911.326,20;3.561.166,67;91,05
;;"DESPESAS DE CAPITAL";;;;61.200,00;6.060,00;5.853,00;4.573,00;0,00;0,00
;;;"INVESTIMENTOS";;;61.200,00;6.060,00;5.853,00;4.573,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;61.200,00;6.060,00;5.853,00;4.573,00;0,00;0,00
;;;;;"SEM APLICACAO";61.200,00;6.060,00;5.853,00;4.573,00;0,00;0,00
;"GABINETE DO VICE PREFEITO   ADMINISTRACAO DIRETA";;;;;806.700,00;824.730,00;820.717,54;820.480,74;755.128,01;92,01
;;"DESPESAS CORRENTES";;;;795.700,00;824.730,00;820.717,54;820.480,74;755.128,01;92,01
;;;"OUTRAS DESPESAS CORRENTES";;;105.000,00;11.490,00;7.485,30;7.248,50;6.567,00;87,73
;;;;"Despesas de Exercicios Anteriores";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;10.000,00;4.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;4.000,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;45.000,00;7.490,00;7.485,30;7.248,50;6.567,00;87,73
;;;;;"SEM APLICACAO";45.000,00;7.490,00;7.485,30;7.248,50;6.567,00;87,73
;;;;"Passagens e Despesas com Locomocao";;30.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";30.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;690.700,00;813.240,00;813.232,24;813.232,24;748.561,01;92,05
;;;;"Outras Despesas Variaveis   Pessoal Civil";;6.500,00;5.240,00;5.238,95;5.238,95;4.398,95;83,97
;;;;;"SEM APLICACAO";6.500,00;5.240,00;5.238,95;5.238,95;4.398,95;83,97
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;684.200,00;808.000,00;807.993,29;807.993,29;744.162,06;92,10
;;;;;"SEM APLICACAO";684.200,00;808.000,00;807.993,29;807.993,29;744.162,06;92,10
;;"DESPESAS DE CAPITAL";;;;11.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;11.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;11.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";11.000,00;0,00;0,00;0,00;0,00;0,00
;"RESERVA DE CONTIGENCIA";;;;;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;"Reserva de Contingencia";;;;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;;"Reserva de Contingencia";;;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"Reserva de Contingencia";;2.610.700,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.610.700,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DA CONTROLADORIA  PLANEJAMENTO E GESTAO   ADMINISTRACAO DIRETA";;;;;2.820.800,00;2.479.920,00;1.305.546,02;1.304.673,41;1.185.697,86;90,82
;;"DESPESAS CORRENTES";;;;1.590.000,00;1.232.120,00;1.226.551,02;1.225.678,41;1.118.037,86;91,15
;;;"OUTRAS DESPESAS CORRENTES";;;237.000,00;90.150,00;84.619,32;83.746,71;73.696,90;87,09
;;;;"Despesas de Exercicios Anteriores";;4.000,00;320,00;311,19;311,19;311,19;100,00
;;;;;"SEM APLICACAO";4.000,00;320,00;311,19;311,19;311,19;100,00
;;;;"Diarias   Civil";;2.000,00;4.210,00;4.205,00;4.205,00;4.205,00;100,00
;;;;;"SEM APLICACAO";2.000,00;4.210,00;4.205,00;4.205,00;4.205,00;100,00
;;;;"Material de Consumo";;25.000,00;3.430,00;3.424,46;3.424,45;2.650,46;77,40
;;;;;"SEM APLICACAO";25.000,00;3.430,00;3.424,46;3.424,45;2.650,46;77,40
;;;;"Obrigacoes Tributarias e Contributivas";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;142.000,00;76.560,00;71.060,63;70.188,03;60.912,21;85,72
;;;;;"SEM APLICACAO";142.000,00;76.560,00;71.060,63;70.188,03;60.912,21;85,72
;;;;"Passagens e Despesas com Locomocao";;5.000,00;5.630,00;5.618,04;5.618,04;5.618,04;100,00
;;;;;"SEM APLICACAO";5.000,00;5.630,00;5.618,04;5.618,04;5.618,04;100,00
;;;;"Servicos de Consultoria";;55.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";55.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.353.000,00;1.141.970,00;1.141.931,70;1.141.931,70;1.044.340,96;91,45
;;;;"Despesas de Exercicios Anteriores";;18.100,00;19.100,00;19.086,82;19.086,82;19.086,82;100,00
;;;;;"SEM APLICACAO";18.100,00;19.100,00;19.086,82;19.086,82;19.086,82;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;104.000,00;24.470,00;24.461,71;24.461,71;21.531,57;88,02
;;;;;"SEM APLICACAO";104.000,00;24.470,00;24.461,71;24.461,71;21.531,57;88,02
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;143.000,00;113.260,00;113.253,54;113.253,54;92.084,51;81,31
;;;;;"SEM APLICACAO";143.000,00;113.260,00;113.253,54;113.253,54;92.084,51;81,31
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.087.900,00;985.140,00;985.129,63;985.129,63;911.638,06;92,54
;;;;;"SEM APLICACAO";1.087.900,00;985.140,00;985.129,63;985.129,63;911.638,06;92,54
;;"DESPESAS DE CAPITAL";;;;1.230.800,00;1.247.800,00;78.995,00;78.995,00;67.660,00;85,65
;;;"INVESTIMENTOS";;;1.230.800,00;1.247.800,00;78.995,00;78.995,00;67.660,00;85,65
;;;;"Equipamentos e Material Permanente";;59.000,00;51.390,00;1.385,00;1.385,00;0,00;0,00
;;;;;"SEM APLICACAO";59.000,00;51.390,00;1.385,00;1.385,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.003.600,00;998.600,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.003.600,00;998.600,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;168.200,00;197.810,00;77.610,00;77.610,00;67.660,00;87,18
;;;;;"SEM APLICACAO";168.200,00;197.810,00;77.610,00;77.610,00;67.660,00;87,18
;"SECRETARIA DE ADMINISTRACAO   ADMINISTRACAO DIRETA";;;;;7.564.500,00;7.481.960,00;6.634.918,36;6.381.016,20;5.589.160,06;84,24
;;"DESPESAS CORRENTES";;;;6.696.000,00;6.639.180,00;6.626.651,36;6.374.770,20;5.589.160,06;84,34
;;;"OUTRAS DESPESAS CORRENTES";;;1.570.700,00;2.430.690,00;2.429.530,52;2.185.140,61;1.794.324,41;73,85
;;;;"Auxilio Alimentacao";;12.100,00;1.940,00;1.935,00;1.935,00;1.635,00;84,50
;;;;;"SEM APLICACAO";12.100,00;1.940,00;1.935,00;1.935,00;1.635,00;84,50
;;;;"Despesas de Exercicios Anteriores";;27.100,00;266.800,00;266.784,48;264.509,48;248.117,48;93,00
;;;;;"SEM APLICACAO";27.100,00;266.800,00;266.784,48;264.509,48;248.117,48;93,00
;;;;"Diarias   Civil";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;11.000,00;82.460,00;82.453,89;62.658,56;19.234,50;23,33
;;;;;"SEM APLICACAO";11.000,00;82.460,00;82.453,89;62.658,56;19.234,50;23,33
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.501.500,00;1.930.990,00;1.929.865,50;1.749.879,25;1.503.845,77;77,92
;;;;;"SEM APLICACAO";1.501.500,00;1.930.990,00;1.929.865,50;1.749.879,25;1.503.845,77;77,92
;;;;"Passagens e Despesas com Locomocao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;1.000,00;148.500,00;148.491,65;106.158,32;21.491,66;14,47
;;;;;"SEM APLICACAO";1.000,00;148.500,00;148.491,65;106.158,32;21.491,66;14,47
;;;"PESSOAL E ENCARGOS SOCIAIS";;;5.125.300,00;4.208.490,00;4.197.120,84;4.189.629,59;3.794.835,65;90,42
;;;;"Despesas de Exercicios Anteriores";;214.500,00;7.500,00;7.491,25;0,00;0,00;0,00
;;;;;"SEM APLICACAO";214.500,00;7.500,00;7.491,25;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;889.700,00;132.910,00;121.614,37;121.614,37;110.532,66;90,89
;;;;;"SEM APLICACAO";889.700,00;132.910,00;121.614,37;121.614,37;110.532,66;90,89
;;;;"Pensoes";;829.100,00;649.000,00;648.998,00;648.998,00;594.829,36;91,65
;;;;;"SEM APLICACAO";829.100,00;649.000,00;648.998,00;648.998,00;594.829,36;91,65
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;147.300,00;233.370,00;233.353,30;233.353,30;131.869,13;56,51
;;;;;"SEM APLICACAO";147.300,00;233.370,00;233.353,30;233.353,30;131.869,13;56,51
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.044.700,00;3.185.710,00;3.185.663,92;3.185.663,92;2.957.604,50;92,84
;;;;;"SEM APLICACAO";3.044.700,00;3.185.710,00;3.185.663,92;3.185.663,92;2.957.604,50;92,84
;;"DESPESAS DE CAPITAL";;;;868.500,00;842.780,00;8.267,00;6.246,00;0,00;0,00
;;;"INVESTIMENTOS";;;868.500,00;842.780,00;8.267,00;6.246,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;164.500,00;140.780,00;8.267,00;6.246,00;0,00;0,00
;;;;;"SEM APLICACAO";164.500,00;140.780,00;8.267,00;6.246,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;702.000,00;702.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";702.000,00;702.000,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE ASSUNTOS JURIDICOS   ADMINISTRACAO DIRETA";;;;;10.166.900,00;17.197.700,00;17.115.146,34;17.115.146,34;16.549.702,46;96,70
;;"DESPESAS CORRENTES";;;;10.149.900,00;17.197.700,00;17.115.146,34;17.115.146,34;16.549.702,46;96,70
;;;"OUTRAS DESPESAS CORRENTES";;;2.182.000,00;3.033.730,00;2.996.045,76;2.996.045,76;2.755.366,43;91,97
;;;;"Despesas de Exercicios Anteriores";;4.000,00;81.210,00;81.207,76;81.207,76;81.207,76;100,00
;;;;;"SEM APLICACAO";4.000,00;81.210,00;81.207,76;81.207,76;81.207,76;100,00
;;;;"Diarias   Civil";;13.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";13.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;71.000,00;8.530,00;7.323,00;7.323,00;4.025,00;54,96
;;;;;"SEM APLICACAO";71.000,00;8.530,00;7.323,00;7.323,00;4.025,00;54,96
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;58.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";58.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;321.000,00;393.270,00;360.637,66;360.637,66;335.056,33;92,91
;;;;;"SEM APLICACAO";321.000,00;393.270,00;360.637,66;360.637,66;335.056,33;92,91
;;;;"Passagens e Despesas com Locomocao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Sentencas Judiciais";;98.000,00;120,00;113,39;113,39;113,39;100,00
;;;;;"SEM APLICACAO";98.000,00;120,00;113,39;113,39;113,39;100,00
;;;;"Servicos de Consultoria";;1.612.000,00;2.550.600,00;2.546.763,95;2.546.763,95;2.334.963,95;91,68
;;;;;"SEM APLICACAO";1.612.000,00;2.550.600,00;2.546.763,95;2.546.763,95;2.334.963,95;91,68
;;;"PESSOAL E ENCARGOS SOCIAIS";;;7.967.900,00;14.163.970,00;14.119.100,58;14.119.100,58;13.794.336,03;97,70
;;;;"Despesas de Exercicios Anteriores";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;199.300,00;180.120,00;180.105,89;180.105,89;128.938,19;71,59
;;;;;"SEM APLICACAO";199.300,00;180.120,00;180.105,89;180.105,89;128.938,19;71,59
;;;;"Sentencas Judiciais";;4.499.000,00;10.432.150,00;10.387.690,43;10.387.690,43;10.385.788,15;99,98
;;;;;"SEM APLICACAO";4.499.000,00;10.432.150,00;10.387.690,43;10.387.690,43;10.385.788,15;99,98
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.268.600,00;3.551.700,00;3.551.304,26;3.551.304,26;3.279.609,69;92,35
;;;;;"SEM APLICACAO";3.268.600,00;3.551.700,00;3.551.304,26;3.551.304,26;3.279.609,69;92,35
;;"DESPESAS DE CAPITAL";;;;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";17.000,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE DESENVOLVIMENTO ECONOMICO  TURISMO  E CULTURA   ADM. DIRETA";;;;;2.673.100,00;3.600.280,00;3.531.295,69;3.511.653,96;2.988.915,10;84,64
;;"DESPESAS CORRENTES";;;;2.651.900,00;3.591.070,00;3.522.086,97;3.502.445,24;2.979.706,38;84,60
;;;"OUTRAS DESPESAS CORRENTES";;;1.381.400,00;2.403.990,00;2.335.043,16;2.315.401,43;1.902.693,89;81,48
;;;;"Despesas de Exercicios Anteriores";;9.000,00;12.600,00;12.572,90;11.772,90;11.772,90;93,64
;;;;;"SEM APLICACAO";9.000,00;12.600,00;12.572,90;11.772,90;11.772,90;93,64
;;;;"Diarias   Civil";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;500,00;1.450,00;1.444,00;1.444,00;1.444,00;100,00
;;;;;"SEM APLICACAO";500,00;1.450,00;1.444,00;1.444,00;1.444,00;100,00
;;;;"Material de Consumo";;32.800,00;3.990,00;3.937,74;3.674,61;1.006,25;25,55
;;;;;"SEM APLICACAO";32.800,00;3.990,00;3.937,74;3.674,61;1.006,25;25,55
;;;;"Obrigacoes Tributarias e Contributivas";;0,00;2.210,00;2.198,00;2.198,00;1.622,00;73,79
;;;;;"SEM APLICACAO";0,00;2.210,00;2.198,00;2.198,00;1.622,00;73,79
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;19.000,00;5.760,00;5.760,00;5.760,00;5.760,00;100,00
;;;;;"SEM APLICACAO";19.000,00;5.760,00;5.760,00;5.760,00;5.760,00;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.183.100,00;2.377.980,00;2.309.130,52;2.290.551,92;1.881.088,74;81,46
;;;;;"SEM APLICACAO";1.183.100,00;2.377.980,00;2.309.130,52;2.290.551,92;1.881.088,74;81,46
;;;;"Passagens e Despesas com Locomocao";;7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;125.000,00;0,00;0,00;0,00;0,00;0,00
