Órgão;Unidade;Categoria Econômica;Grupo de despesa;Elemento;Subelemento;Dotação Inicial;Dotação Atualizada;Empenhado (P);Liquidado;Pago (P);P/E
;;;;;"SEM APLICACAO";2.000,00;2.310,00;2.302,50;2.302,50;2.302,50;100,00
;;;;"Material de Consumo";;1.612.000,00;1.254.436,07;731.916,47;607.030,77;513.734,30;70,19
;;;;;"SEM APLICACAO";1.612.000,00;1.254.436,07;731.916,47;607.030,77;513.734,30;70,19
;;;;"Material de Distribuicao Gratuita";;600.000,00;540.000,00;319.139,70;319.139,70;285.681,60;89,52
;;;;;"SEM APLICACAO";600.000,00;540.000,00;319.139,70;319.139,70;285.681,60;89,52
;;;;"Obrigacoes Tributarias e Contributivas";;90.000,00;119.900,00;115.012,66;113.012,66;91.260,00;79,35
;;;;;"SEM APLICACAO";90.000,00;119.900,00;115.012,66;113.012,66;91.260,00;79,35
;;;;"Outros Auxilios Financeiros a Pessoas Fisicas";;1.600.000,00;2.399.720,72;1.969.134,52;1.931.444,52;1.608.414,64;81,68
;;;;;"SEM APLICACAO";1.600.000,00;2.399.720,72;1.969.134,52;1.931.444,52;1.608.414,64;81,68
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;1.295.800,00;1.020.875,00;874.239,64;874.239,64;744.761,21;85,19
;;;;;"SEM APLICACAO";1.295.800,00;1.020.875,00;874.239,64;874.239,64;744.761,21;85,19
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.501.600,00;1.429.165,17;1.038.472,44;1.022.025,10;870.409,36;83,82
;;;;;"SEM APLICACAO";1.501.600,00;1.429.165,17;1.038.472,44;1.022.025,10;870.409,36;83,82
;;;;"Passagens e Despesas com Locomocao";;19.400,00;19.690,00;6.971,02;6.971,02;6.971,02;100,00
;;;;;"SEM APLICACAO";19.400,00;19.690,00;6.971,02;6.971,02;6.971,02;100,00
;;;;"Servicos de Consultoria";;800,00;500,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";800,00;500,00;0,00;0,00;0,00;0,00
;;;;"Subvencoes Sociais";;1.610.000,00;1.478.320,00;1.412.316,33;1.409.816,33;1.179.939,33;83,55
;;;;;"SEM APLICACAO";1.610.000,00;1.478.320,00;1.412.316,33;1.409.816,33;1.179.939,33;83,55
;;;"PESSOAL E ENCARGOS SOCIAIS";;;3.780.800,00;4.220.380,00;3.000.735,52;2.999.875,52;2.767.629,74;92,23
;;;;"Contratacao por Tempo Determinado";;2.218.500,00;2.199.420,00;1.720.213,96;1.720.213,96;1.592.433,31;92,57
;;;;;"SEM APLICACAO";2.218.500,00;2.199.420,00;1.720.213,96;1.720.213,96;1.592.433,31;92,57
;;;;"Outras Despesas Variaveis   Pessoal Civil";;36.300,00;50.600,00;29.822,79;28.962,79;27.161,04;91,07
;;;;;"SEM APLICACAO";36.300,00;50.600,00;29.822,79;28.962,79;27.161,04;91,07
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.526.000,00;1.970.360,00;1.250.698,77;1.250.698,77;1.148.035,39;91,79
;;;;;"SEM APLICACAO";1.526.000,00;1.970.360,00;1.250.698,77;1.250.698,77;1.148.035,39;91,79
;;"DESPESAS DE CAPITAL";;;;20.000,00;435.405,00;431.645,00;410.800,00;231.750,00;53,69
;;;"INVESTIMENTOS";;;20.000,00;435.405,00;431.645,00;410.800,00;231.750,00;53,69
;;;;"Equipamentos e Material Permanente";;20.000,00;435.405,00;431.645,00;410.800,00;231.750,00;53,69
;;;;;"SEM APLICACAO";20.000,00;435.405,00;431.645,00;410.800,00;231.750,00;53,69
;"FUNDO MUNICIPAL DE ILUMINACAO PUBLICA   ADMINISTR";;;;;16.435.000,00;18.465.303,04;15.790.541,55;13.704.324,68;12.073.513,79;76,46
;;"DESPESAS CORRENTES";;;;15.344.000,00;17.374.303,04;15.790.541,55;13.704.324,68;12.073.513,79;76,46
;;;"OUTRAS DESPESAS CORRENTES";;;14.343.000,00;15.324.303,04;13.890.541,55;13.704.324,68;12.073.513,79;86,92
;;;;"Despesas de Exercicios Anteriores";;0,00;591.620,00;591.617,41;591.617,41;591.617,41;100,00
;;;;;"SEM APLICACAO";0,00;591.620,00;591.617,41;591.617,41;591.617,41;100,00
;;;;"Diarias   Civil";;1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;531.000,00;531.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";531.000,00;531.000,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;13.810.000,00;14.199.683,04;13.298.924,14;13.112.707,27;11.481.896,38;86,34
;;;;;"SEM APLICACAO";13.810.000,00;14.199.683,04;13.298.924,14;13.112.707,27;11.481.896,38;86,34
;;;;"Passagens e Despesas com Locomocao";;1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.001.000,00;2.050.000,00;1.900.000,00;0,00;0,00;0,00
;;;;"Obrigacoes Patronais";;150.000,00;150.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";150.000,00;150.000,00;0,00;0,00;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;851.000,00;1.900.000,00;1.900.000,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";851.000,00;1.900.000,00;1.900.000,00;0,00;0,00;0,00
;;"DESPESAS DE CAPITAL";;;;1.091.000,00;1.091.000,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;1.091.000,00;1.091.000,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;545.000,00;545.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";545.000,00;545.000,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;546.000,00;546.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";546.000,00;546.000,00;0,00;0,00;0,00;0,00
;"FUNDO MUNICIPAL DE LIMPEZA URBANA E MANEJO DE RES";;;;;21.600.400,00;23.265.804,46;23.100.951,83;22.233.227,01;16.878.353,98;73,06
;;"DESPESAS CORRENTES";;;;21.600.400,00;23.265.804,46;23.100.951,83;22.233.227,01;16.878.353,98;73,06
;;;"OUTRAS DESPESAS CORRENTES";;;21.600.400,00;23.265.804,46;23.100.951,83;22.233.227,01;16.878.353,98;73,06
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;21.600.400,00;23.265.804,46;23.100.951,83;22.233.227,01;16.878.353,98;73,06
;;;;;"SEM APLICACAO";21.600.400,00;23.265.804,46;23.100.951,83;22.233.227,01;16.878.353,98;73,06
;"FUNDO MUNICIPAL DE SEGURANCA PUBLICA CIDADA   ADM";;;;;930.700,00;1.054.165,00;713.760,33;703.755,33;555.768,80;77,86
;;"DESPESAS CORRENTES";;;;928.700,00;1.052.165,00;713.760,33;703.755,33;555.768,80;77,86
;;;"OUTRAS DESPESAS CORRENTES";;;270.900,00;460.100,00;328.648,44;328.648,44;211.234,54;64,27
;;;;"Despesas de Exercicios Anteriores";;1.000,00;1.000,00;619,76;619,76;619,76;100,00
;;;;;"SEM APLICACAO";1.000,00;1.000,00;619,76;619,76;619,76;100,00
;;;;"Diarias   Civil";;5.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;16.600,00;16.600,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";16.600,00;16.600,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;243.300,00;432.500,00;328.028,68;328.028,68;210.614,78;64,21
;;;;;"SEM APLICACAO";243.300,00;432.500,00;328.028,68;328.028,68;210.614,78;64,21
;;;;"Passagens e Despesas com Locomocao";;3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;657.800,00;592.065,00;385.111,89;375.106,89;344.534,26;89,46
;;;;"Outras Despesas Variaveis   Pessoal Civil";;54.700,00;56.800,00;11.627,64;10.577,64;10.098,18;86,85
;;;;;"SEM APLICACAO";54.700,00;56.800,00;11.627,64;10.577,64;10.098,18;86,85
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;603.100,00;535.265,00;373.484,25;364.529,25;334.436,08;89,54
;;;;;"SEM APLICACAO";603.100,00;535.265,00;373.484,25;364.529,25;334.436,08;89,54
;;"DESPESAS DE CAPITAL";;;;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;"GABINETE DO PREFEITO   ADMINISTRACAO DIRETA ";;;;;6.686.400,00;7.167.877,75;6.298.092,50;6.055.415,82;5.522.349,74;87,68
;;"DESPESAS CORRENTES";;;;6.626.400,00;7.167.877,75;6.298.092,50;6.055.415,82;5.522.349,74;87,68
;;;"OUTRAS DESPESAS CORRENTES";;;1.547.400,00;1.389.137,75;1.079.544,30;836.897,36;638.948,68;59,19
;;;;"Auxilio Alimentacao";;0,00;730,00;729,00;729,00;729,00;100,00
;;;;;"SEM APLICACAO";0,00;730,00;729,00;729,00;729,00;100,00
;;;;"Contribuicoes";;55.000,00;110.000,00;108.873,00;81.373,00;81.373,00;74,74
;;;;;"SEM APLICACAO";55.000,00;110.000,00;108.873,00;81.373,00;81.373,00;74,74
;;;;"Despesas de Exercicios Anteriores";;29.000,00;12.590,00;12.586,53;12.586,53;12.586,53;100,00
;;;;;"SEM APLICACAO";29.000,00;12.590,00;12.586,53;12.586,53;12.586,53;100,00
;;;;"Diarias   Civil";;46.600,00;31.600,00;15.000,00;7.900,00;6.320,00;42,13
;;;;;"SEM APLICACAO";46.600,00;31.600,00;15.000,00;7.900,00;6.320,00;42,13
;;;;"Indenizacoes e Restituicoes";;0,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";0,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;69.000,00;13.970,00;1.965,15;1.965,15;1.965,15;100,00
;;;;;"SEM APLICACAO";69.000,00;13.970,00;1.965,15;1.965,15;1.965,15;100,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;24.300,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";24.300,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.180.500,00;1.180.247,75;900.390,62;713.198,05;516.829,37;57,40
;;;;;"SEM APLICACAO";1.180.500,00;1.180.247,75;900.390,62;713.198,05;516.829,37;57,40
;;;;"Passagens e Despesas com Locomocao";;143.000,00;40.000,00;40.000,00;19.145,63;19.145,63;47,86
;;;;;"SEM APLICACAO";143.000,00;40.000,00;40.000,00;19.145,63;19.145,63;47,86
;;;"PESSOAL E ENCARGOS SOCIAIS";;;5.079.000,00;5.778.740,00;5.218.548,20;5.218.518,46;4.883.401,06;93,58
;;;;"Outras Despesas Variaveis   Pessoal Civil";;63.700,00;73.860,00;60.648,20;60.631,64;59.036,86;97,34
;;;;;"SEM APLICACAO";63.700,00;73.860,00;60.648,20;60.631,64;59.036,86;97,34
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;5.015.300,00;5.704.880,00;5.157.900,00;5.157.886,82;4.824.364,20;93,53
;;;;;"SEM APLICACAO";5.015.300,00;5.704.880,00;5.157.900,00;5.157.886,82;4.824.364,20;93,53
;;"DESPESAS DE CAPITAL";;;;60.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;60.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;60.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";60.000,00;0,00;0,00;0,00;0,00;0,00
;"GABINETE DO VICE PREFEITO ";;;;;919.200,00;1.272.200,00;648.418,80;648.418,80;595.883,11;91,90
;;"DESPESAS CORRENTES";;;;919.200,00;1.272.200,00;648.418,80;648.418,80;595.883,11;91,90
;;;"OUTRAS DESPESAS CORRENTES";;;116.000,00;19.700,00;10.098,00;10.098,00;6.963,00;68,95
;;;;"Despesas de Exercicios Anteriores";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;15.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";15.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;10.000,00;2.600,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";10.000,00;2.600,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;53.000,00;10.100,00;10.098,00;10.098,00;6.963,00;68,95
;;;;;"SEM APLICACAO";53.000,00;10.100,00;10.098,00;10.098,00;6.963,00;68,95
;;;;"Passagens e Despesas com Locomocao";;30.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";30.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;803.200,00;1.252.500,00;638.320,80;638.320,80;588.920,11;92,26
;;;;"Outras Despesas Variaveis   Pessoal Civil";;29.600,00;22.600,00;14.537,58;14.537,58;13.541,38;93,15
;;;;;"SEM APLICACAO";29.600,00;22.600,00;14.537,58;14.537,58;13.541,38;93,15
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;773.600,00;1.229.900,00;623.783,22;623.783,22;575.378,73;92,24
;;;;;"SEM APLICACAO";773.600,00;1.229.900,00;623.783,22;623.783,22;575.378,73;92,24
;"RESERVA DE CONTIGENCIA ";;;;;1.600.000,00;1.600.000,00;0,00;0,00;0,00;0,00
;;"Reserva de Contingencia";;;;1.600.000,00;1.600.000,00;0,00;0,00;0,00;0,00
;;;"Reserva de Contingencia";;;1.600.000,00;1.600.000,00;0,00;0,00;0,00;0,00
;;;;"Reserva de Contingencia";;1.600.000,00;1.600.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.600.000,00;1.600.000,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE ADMINISTRACAO   ADMINISTRACAO DIRET";;;;;7.282.600,00;7.566.034,94;6.093.539,64;5.962.200,96;5.426.493,25;89,05
;;"DESPESAS CORRENTES";;;;6.414.100,00;7.564.034,94;6.093.539,64;5.962.200,96;5.426.493,25;89,05
;;;"OUTRAS DESPESAS CORRENTES";;;1.535.500,00;1.807.555,54;1.595.756,62;1.464.417,94;1.308.671,55;82,01
;;;;"Auxilio Alimentacao";;11.800,00;10.800,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";11.800,00;10.800,00;0,00;0,00;0,00;0,00
;;;;"Despesas de Exercicios Anteriores";;44.600,00;23.980,00;23.976,21;23.976,21;23.976,21;100,00
;;;;;"SEM APLICACAO";44.600,00;23.980,00;23.976,21;23.976,21;23.976,21;100,00
;;;;"Diarias   Civil";;4.000,00;790,00;790,00;790,00;790,00;100,00
;;;;;"SEM APLICACAO";4.000,00;790,00;790,00;790,00;790,00;100,00
;;;;"Material de Consumo";;38.000,00;5.020,00;5.007,48;4.258,80;4.258,80;85,05
;;;;;"SEM APLICACAO";38.000,00;5.020,00;5.007,48;4.258,80;4.258,80;85,05
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";8.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.421.100,00;1.766.965,54;1.565.982,93;1.435.392,93;1.279.646,54;81,72
;;;;;"SEM APLICACAO";1.421.100,00;1.766.965,54;1.565.982,93;1.435.392,93;1.279.646,54;81,72
;;;;"Passagens e Despesas com Locomocao";;7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";7.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;4.878.600,00;5.756.479,40;4.497.783,02;4.497.783,02;4.117.821,70;91,55
;;;;"AUXILIO ALIMENTACAO";;0,00;360,00;360,00;360,00;270,00;75,00
;;;;;"SEM APLICACAO";0,00;360,00;360,00;360,00;270,00;75,00
;;;;"Despesas de Exercicios Anteriores";;0,00;51.610,00;51.609,39;51.609,39;51.609,39;100,00
;;;;;"SEM APLICACAO";0,00;51.610,00;51.609,39;51.609,39;51.609,39;100,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;1.015.100,00;900.879,40;778.571,56;778.571,56;719.026,10;92,35
;;;;;"SEM APLICACAO";1.015.100,00;900.879,40;778.571,56;778.571,56;719.026,10;92,35
;;;;"Pensoes";;800.600,00;934.820,00;690.708,74;690.708,74;640.156,10;92,68
;;;;;"SEM APLICACAO";800.600,00;934.820,00;690.708,74;690.708,74;640.156,10;92,68
;;;;"Ressarcimento de Despesas de Pessoal Requisitado";;157.600,00;80.270,00;48.664,27;48.664,27;0,00;0,00
;;;;;"SEM APLICACAO";157.600,00;80.270,00;48.664,27;48.664,27;0,00;0,00
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;2.905.300,00;3.788.540,00;2.927.869,06;2.927.869,06;2.706.760,11;92,45
;;;;;"SEM APLICACAO";2.905.300,00;3.788.540,00;2.927.869,06;2.927.869,06;2.706.760,11;92,45
;;"DESPESAS DE CAPITAL";;;;868.500,00;2.000,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;868.500,00;2.000,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;164.500,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";164.500,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;702.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";702.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;2.000,00;2.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";2.000,00;2.000,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE ADMINISTRACAO DAS REGIONAIS";;;;;1.362.900,00;2.680.820,00;1.875.873,87;1.854.607,86;1.704.734,18;90,88
;;"DESPESAS CORRENTES";;;;1.357.900,00;2.676.820,00;1.875.873,87;1.854.607,86;1.704.734,18;90,88
;;;"OUTRAS DESPESAS CORRENTES";;;159.000,00;156.890,00;66.820,80;66.820,80;56.898,96;85,15
;;;;"Despesas de Exercicios Anteriores";;0,00;190,00;181,07;181,07;181,07;100,00
;;;;;"SEM APLICACAO";0,00;190,00;181,07;181,07;181,07;100,00
;;;;"Diarias   Civil";;5.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;5.000,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;20.000,00;13.400,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";20.000,00;13.400,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;129.000,00;133.600,00;66.639,73;66.639,73;56.717,89;85,11
;;;;;"SEM APLICACAO";129.000,00;133.600,00;66.639,73;66.639,73;56.717,89;85,11
;;;;"Passagens e Despesas com Locomocao";;5.000,00;4.700,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;4.700,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.198.900,00;2.519.930,00;1.809.053,07;1.787.787,06;1.647.835,22;91,09
;;;;"Outras Despesas Variaveis   Pessoal Civil";;155.100,00;305.350,00;231.369,40;210.103,39;188.837,38;81,62
;;;;;"SEM APLICACAO";155.100,00;305.350,00;231.369,40;210.103,39;188.837,38;81,62
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.043.800,00;2.214.580,00;1.577.683,67;1.577.683,67;1.458.997,84;92,48
;;;;;"SEM APLICACAO";1.043.800,00;2.214.580,00;1.577.683,67;1.577.683,67;1.458.997,84;92,48
;;"DESPESAS DE CAPITAL";;;;5.000,00;4.000,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;5.000,00;4.000,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;5.000,00;4.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;4.000,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE ARTICULACAO POLITICA   ADMINISTRACA";;;;;1.127.000,00;4.720.290,00;2.524.197,64;2.484.411,37;2.266.189,94;89,78
;;"DESPESAS CORRENTES";;;;1.126.200,00;4.720.290,00;2.524.197,64;2.484.411,37;2.266.189,94;89,78
;;;"OUTRAS DESPESAS CORRENTES";;;5.700,00;10.860,00;3.815,36;2.916,00;2.637,00;69,12
;;;;"Auxilio Alimentacao";;1.500,00;7.760,00;3.815,36;2.916,00;2.637,00;69,12
;;;;;"SEM APLICACAO";1.500,00;7.760,00;3.815,36;2.916,00;2.637,00;69,12
;;;;"Despesas de Exercicios Anteriores";;100,00;100,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";100,00;100,00;0,00;0,00;0,00;0,00
;;;;"Diarias   Civil";;500,00;500,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";500,00;500,00;0,00;0,00;0,00;0,00
;;;;"Indenizacoes e Restituicoes";;100,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";100,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;700,00;300,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";700,00;300,00;0,00;0,00;0,00;0,00
;;;;"Material de Distribuicao Gratuita";;200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;200,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";200,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;1.400,00;1.200,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.400,00;1.200,00;0,00;0,00;0,00;0,00
;;;;"Passagens e Despesas com Locomocao";;1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;1.000,00;0,00;0,00;0,00;0,00
;;;"PESSOAL E ENCARGOS SOCIAIS";;;1.120.500,00;4.709.430,00;2.520.382,28;2.481.495,37;2.263.552,94;89,81
;;;;"Outras Despesas Variaveis   Pessoal Civil";;60.700,00;63.700,00;20.450,16;20.450,16;20.206,80;98,81
;;;;;"SEM APLICACAO";60.700,00;63.700,00;20.450,16;20.450,16;20.206,80;98,81
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;1.059.800,00;4.645.730,00;2.499.932,12;2.461.045,21;2.243.346,14;89,74
;;;;;"SEM APLICACAO";1.059.800,00;4.645.730,00;2.499.932,12;2.461.045,21;2.243.346,14;89,74
;;"DESPESAS DE CAPITAL";;;;800,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;800,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;800,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";800,00;0,00;0,00;0,00;0,00;0,00
;"SECRETARIA DE ASSUNTOS JURIDICOS E PROCURADORIA G";;;;;7.195.500,00;16.703.356,45;10.300.419,36;9.415.071,56;7.158.617,92;69,50
;;"DESPESAS CORRENTES";;;;7.178.500,00;16.703.356,45;10.300.419,36;9.415.071,56;7.158.617,92;69,50
;;;"OUTRAS DESPESAS CORRENTES";;;2.682.000,00;5.034.003,36;3.798.778,34;2.930.471,41;2.730.557,56;71,88
;;;;"Despesas de Exercicios Anteriores";;4.000,00;350,00;347,46;347,46;347,46;100,00
;;;;;"SEM APLICACAO";4.000,00;350,00;347,46;347,46;347,46;100,00
;;;;"Diarias   Civil";;13.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";13.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Material de Consumo";;71.000,00;1.490,00;1.485,00;1.485,00;0,00;0,00
;;;;;"SEM APLICACAO";71.000,00;1.490,00;1.485,00;1.485,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Fisica";;58.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";58.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outros Servicos de Terceiros   Pessoa Juridica";;321.000,00;621.710,00;610.377,72;574.143,72;525.714,87;86,13
;;;;;"SEM APLICACAO";321.000,00;621.710,00;610.377,72;574.143,72;525.714,87;86,13
;;;;"Passagens e Despesas com Locomocao";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Sentencas Judiciais";;598.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";598.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;;"Servicos de Consultoria";;1.612.000,00;4.404.453,36;3.186.568,16;2.354.495,23;2.204.495,23;69,18
;;;;;"SEM APLICACAO";1.612.000,00;4.404.453,36;3.186.568,16;2.354.495,23;2.204.495,23;69,18
;;;"PESSOAL E ENCARGOS SOCIAIS";;;4.496.500,00;11.669.353,09;6.501.641,02;6.484.600,15;4.428.060,36;68,11
;;;;"Despesas de Exercicios Anteriores";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;;"SEM APLICACAO";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Outras Despesas Variaveis   Pessoal Civil";;439.200,00;410.668,40;197.381,11;197.381,11;184.387,21;93,42
;;;;;"SEM APLICACAO";439.200,00;410.668,40;197.381,11;197.381,11;184.387,21;93,42
;;;;"Sentencas Judiciais";;1.000.000,00;5.535.244,69;3.249.901,29;3.232.860,42;1.524.031,02;46,89
;;;;;"SEM APLICACAO";1.000.000,00;5.535.244,69;3.249.901,29;3.232.860,42;1.524.031,02;46,89
;;;;"Vencimentos e Vantagens Fixas   Pessoal Civil";;3.056.300,00;5.723.440,00;3.054.358,62;3.054.358,62;2.719.642,13;89,04
;;;;;"SEM APLICACAO";3.056.300,00;5.723.440,00;3.054.358,62;3.054.358,62;2.719.642,13;89,04
;;"DESPESAS DE CAPITAL";;;;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;"INVESTIMENTOS";;;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"Equipamentos e Material Permanente";;17.000,00;0,00;0,00;0,00;0,00;0,00
