Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;;;"OBRAS DE PRESERVACAO DE AREAS CULTURAIS E SITIOS HISTORICOS";;100.000,00;100.000,00;0,00;0,00;0,00;0,00
;;;;"OBRAS DE PRESERVACAO DE AREAS CULTURAIS E SITIOS HISTORICOS";100.000,00;100.000,00;0,00;0,00;0,00;0,00
"Desporto e Lazer";;;;;15.073.900,00;15.073.900,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;1.941.000,00;1.941.000,00;0,00;0,00;0,00;0,00
;;"ACOES DE PROMOCOES DE LAZER E DESPORTO";;;1.941.000,00;1.941.000,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DE EVENTOS  LAZER E DESPORTO";;1.941.000,00;1.941.000,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DE EVENTOS  LAZER E DESPORTO";1.941.000,00;1.941.000,00;0,00;0,00;0,00;0,00
;"Lazer";;;;13.132.900,00;13.132.900,00;0,00;0,00;0,00;0,00
;;"MELHORIA DO PAISAGISMO URBANO";;;13.132.900,00;13.132.900,00;0,00;0,00;0,00;0,00
;;;"CONSTRUCAO E RECUPERACAO DE PRACAS E AREAS DE LAZER";;13.132.900,00;13.132.900,00;0,00;0,00;0,00;0,00
;;;;"CONSTRUCAO E RECUPERACAO DE PRACAS E AREAS DE LAZER";13.132.900,00;13.132.900,00;0,00;0,00;0,00;0,00
"Direitos da Cidadania";;;;;14.130.200,00;14.130.200,00;0,00;0,00;0,00;0,00
;"Acao Judiciaria";;;;150.000,00;150.000,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;150.000,00;150.000,00;0,00;0,00;0,00;0,00
;;;"EXECUCAO DA COBRANCA DA DIVIDA ATIVA DO MUNICIPIO";;150.000,00;150.000,00;0,00;0,00;0,00;0,00
;;;;"EXECUCAO DA COBRANCA DA DIVIDA ATIVA DO MUNICIPIO";150.000,00;150.000,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;2.268.400,00;2.268.400,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS E PROCURADORIA GERAL";;;1.180.000,00;1.180.000,00;0,00;0,00;0,00;0,00
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";;1.180.000,00;1.180.000,00;0,00;0,00;0,00;0,00
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";1.180.000,00;1.180.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";;;1.088.400,00;1.088.400,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";;1.088.400,00;1.088.400,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";1.088.400,00;1.088.400,00;0,00;0,00;0,00;0,00
;"Def. Interesse Publ. no Proc. Judiciario";;;;6.000.000,00;6.000.000,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;6.000.000,00;6.000.000,00;0,00;0,00;0,00;0,00
;;;"COMPROMISSOS COM SENTENCAS JUDICIAIS";;6.000.000,00;6.000.000,00;0,00;0,00;0,00;0,00
;;;;"COMPROMISSOS COM SENTENCAS JUDICIAIS";6.000.000,00;6.000.000,00;0,00;0,00;0,00;0,00
;"Direitos Individuais  Colet. e Difusos";;;;5.711.800,00;5.711.800,00;0,00;0,00;0,00;0,00
;;"DEFESA DOS DIREITOS DO CIDADAO";;;250.000,00;250.000,00;0,00;0,00;0,00;0,00
;;;"ACOES DA DEFENSORIA PUBLICA MUNICIPAL";;200.000,00;200.000,00;0,00;0,00;0,00;0,00
;;;;"ACOES DA DEFENSORIA PUBLICA MUNICIPAL";200.000,00;200.000,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DA DEFESA DOS DIREITOS DO CONSUMIDOR";;50.000,00;50.000,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DA DEFESA DOS DIREITOS DO CONSUMIDOR";50.000,00;50.000,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;5.461.800,00;5.461.800,00;0,00;0,00;0,00;0,00
;;;"ACOES DE ASSESSORAMENTO JURIDICO";;5.461.800,00;5.461.800,00;0,00;0,00;0,00;0,00
;;;;"ACOES DE ASSESSORAMENTO JURIDICO";5.461.800,00;5.461.800,00;0,00;0,00;0,00;0,00
"Educacao";;;;;131.719.300,00;131.719.300,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;2.957.900,00;2.957.900,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;1.816.600,00;1.816.600,00;0,00;0,00;0,00;0,00
;;;"AMPLIACAO OU REFORMA DO PREDIO DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";;3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;"AMPLIACAO OU REFORMA DO PREDIO DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";;296.400,00;296.400,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO PATRONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";296.400,00;296.400,00;0,00;0,00;0,00;0,00
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA FUNDO MUN ICIPAL DE EDUCACAO";;1.517.200,00;1.517.200,00;0,00;0,00;0,00;0,00
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA FUNDO MUN ICIPAL DE EDUCACAO";1.517.200,00;1.517.200,00;0,00;0,00;0,00;0,00
;;"DEMOCRATIZACAO DA GESTAO  TRANSPARENCIA E CONTROLE SOCIAL DA POLITICA DE ACAO DE EDUCACAO DO MUNICIPIO";;;1.117.300,00;1.117.300,00;0,00;0,00;0,00;0,00
;;;"DIRECAO E SUPERVISAO DAS ACOES DA SECRETARIA DE EDUCACAO";;7.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO E SUPERVISAO DAS ACOES DA SECRETARIA DE EDUCACAO";7.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DO FUNDO MUNICIPAL DE EDUCACAO";;1.073.300,00;1.073.300,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DO FUNDO MUNICIPAL DE EDUCACAO";1.073.300,00;1.073.300,00;0,00;0,00;0,00;0,00
;;;"FORTALECIMENTO DOS CONSELHOS MUNICIPAIS DE EDUCACAO";;6.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;;"FORTALECIMENTO DOS CONSELHOS MUNICIPAIS DE EDUCACAO";6.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";;31.000,00;31.000,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";31.000,00;31.000,00;0,00;0,00;0,00;0,00
;;"MUSICA PARA TODOS";;;24.000,00;24.000,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO MUSICAL";;24.000,00;24.000,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO MUSICAL";24.000,00;24.000,00;0,00;0,00;0,00;0,00
;"Alimentacao e Nutricao";;;;4.753.000,00;4.753.000,00;0,00;0,00;0,00;0,00
;;"ALIMENTACAO ESCOLAR SAUDAVEL";;;4.753.000,00;4.753.000,00;0,00;0,00;0,00;0,00
;;;"ALIMENTACAO NAS ESCOLAS";;4.753.000,00;4.753.000,00;0,00;0,00;0,00;0,00
;;;;"ALIMENTACAO NAS ESCOLAS";4.753.000,00;4.753.000,00;0,00;0,00;0,00;0,00
;"Difusao Cultural";;;;160.000,00;160.000,00;0,00;0,00;0,00;0,00
;;"PROMOCAO E DIVULGACAO DAS ACOES EDUCACIONAIS";;;160.000,00;160.000,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DE EVENTOS EDUCACIONAIS";;160.000,00;160.000,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DE EVENTOS EDUCACIONAIS";160.000,00;160.000,00;0,00;0,00;0,00;0,00
;"Educacao de Jovens e Adultos";;;;3.240.400,00;3.240.400,00;0,00;0,00;0,00;0,00
;;"JOVENS E ADULTOS NA ESCOLA";;;3.240.400,00;3.240.400,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO DE JOVENS E ADULTOS";;3.240.400,00;3.240.400,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO DE JOVENS E ADULTOS";3.240.400,00;3.240.400,00;0,00;0,00;0,00;0,00
;"Educacao Especial";;;;4.477.600,00;4.477.600,00;0,00;0,00;0,00;0,00
;;"INCLUSAO ESCOLAR PARA PESSOAS PORTADORAS DE NECESSIDADES ESPECIAIS";;;4.477.600,00;4.477.600,00;0,00;0,00;0,00;0,00
;;;"ADEQUACAO DOS ESPACOS FISICOS E EQUIPAGEM DAS ESCOLAS COM ATENDIMENTO EDUCACIONAL ESPECIALIZADO   AEE";;7.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;;"ADEQUACAO DOS ESPACOS FISICOS E EQUIPAGEM DAS ESCOLAS COM ATENDIMENTO EDUCACIONAL ESPECIALIZADO   AEE";7.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO ESPECIAL";;4.470.600,00;4.470.600,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO ESPECIAL";4.470.600,00;4.470.600,00;0,00;0,00;0,00;0,00
;"Educacao Infantil";;;;8.640.900,00;8.640.900,00;0,00;0,00;0,00;0,00
;;"EDUCACAO INFANTIL CIDADA";;;8.640.900,00;8.640.900,00;0,00;0,00;0,00;0,00
;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA EDUCACAO INFANTIL";;7.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA EDUCACAO INFANTIL";7.000,00;7.000,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL";;7.732.800,00;7.732.800,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL";7.732.800,00;7.732.800,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL   CRECHE";;901.100,00;901.100,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL   CRECHE";901.100,00;901.100,00;0,00;0,00;0,00;0,00
;"Ensino Fundamental";;;;107.454.900,00;107.454.900,00;0,00;0,00;0,00;0,00
;;"ENSINO FUNDAMENTAL DE QUALIDADE";;;107.454.900,00;107.454.900,00;0,00;0,00;0,00;0,00
;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA O ENSINO FUNDAMENTAL";;104.000,00;104.000,00;0,00;0,00;0,00;0,00
;;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA O ENSINO FUNDAMENTAL";104.000,00;104.000,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO ADICIONAL DO FUNDEB PARA O PREVIPAULISTA";;10.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DO FUNDEB PARA O PREVIPAULISTA";10.000,00;10.000,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DO FUNDEB PARA O PREVIPAULISTA";;19.098.300,00;19.098.300,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO PATRONAL DO FUNDEB PARA O PREVIPAULISTA";19.098.300,00;19.098.300,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM VALE TRANSPORTES DOS SERVIDORES DO ENSINO FUNDAMENTAL";;223.200,00;223.200,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM VALE TRANSPORTES DOS SERVIDORES DO ENSINO FUNDAMENTAL";223.200,00;223.200,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL";;88.019.400,00;88.019.400,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL";88.019.400,00;88.019.400,00;0,00;0,00;0,00;0,00
;"Outros Encargos Especiais";;;;5.700,00;5.700,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;5.700,00;5.700,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO ADICIONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";;5.700,00;5.700,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";5.700,00;5.700,00;0,00;0,00;0,00;0,00
;"Protecao e Beneficios ao Trabalhador";;;;28.900,00;28.900,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;28.900,00;28.900,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM VALE TRANSPORTE PARA OS SERVIDORES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";;28.900,00;28.900,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM VALE TRANSPORTE PARA OS SERVIDORES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";28.900,00;28.900,00;0,00;0,00;0,00;0,00
"Encargos Especiais";;;;;39.772.000,00;39.772.000,00;0,00;0,00;0,00;0,00
;"Outros Encargos Especiais";;;;32.482.000,00;32.482.000,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;650.000,00;650.000,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DA CAMARA DE VEREADORES PARA A PREVIPAULISTA";;650.000,00;650.000,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO PATRONAL DA CAMARA DE VEREADORES PARA A PREVIPAULISTA";650.000,00;650.000,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE INFRAESTRUTURA";;;3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;5.200.000,00;5.200.000,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PARA O PASEP";;5.200.000,00;5.200.000,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO PARA O PASEP";5.200.000,00;5.200.000,00;0,00;0,00;0,00;0,00
;;"ENCARGOS ADMINISTRATIVOS DO MUNICIPIO";;;26.629.000,00;26.629.000,00;0,00;0,00;0,00;0,00
;;;"APOIO A ORGAOS GOVERNAMENTAIS";;21.300,00;21.300,00;0,00;0,00;0,00;0,00
;;;;"APOIO A ORGAOS GOVERNAMENTAIS";21.300,00;21.300,00;0,00;0,00;0,00;0,00
;;;"AUXILIO TRANSPORTE PARA OS SERVIDORES DA PREFEITURA";;2.992.900,00;2.992.900,00;0,00;0,00;0,00;0,00
;;;;"AUXILIO TRANSPORTE PARA OS SERVIDORES DA PREFEITURA";2.992.900,00;2.992.900,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO ADICIONAL DA PREFEITURA AO PREVI PAULISTA";;6.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DA PREFEITURA AO PREVI PAULISTA";6.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DA PERFEITURA AO PREVI PAULISTA";;12.323.200,00;12.323.200,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO PATRONAL DA PERFEITURA AO PREVI PAULISTA";12.323.200,00;12.323.200,00;0,00;0,00;0,00;0,00
;;;"DIVERSOS ENCARGOS ADMINISTRATIVOS";;1.925.200,00;1.925.200,00;0,00;0,00;0,00;0,00
;;;;"DIVERSOS ENCARGOS ADMINISTRATIVOS";1.925.200,00;1.925.200,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM OBRIGACOES PATRONAIS";;4.481.400,00;4.481.400,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM OBRIGACOES PATRONAIS";4.481.400,00;4.481.400,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM PESSOAL A DISPOSICAO DE DIVERSOS ORGAOS";;4.709.000,00;4.709.000,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM PESSOAL A DISPOSICAO DE DIVERSOS ORGAOS";4.709.000,00;4.709.000,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM RECISAO DE CONTRATO  INDENIZACOES TRABALHISTAS E OUTRAS ASSISTENCIAS";;170.000,00;170.000,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM RECISAO DE CONTRATO  INDENIZACOES TRABALHISTAS E OUTRAS ASSISTENCIAS";170.000,00;170.000,00;0,00;0,00;0,00;0,00
;"Protecao e Beneficios ao Trabalhador";;;;90.000,00;90.000,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;90.000,00;90.000,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM AUXILIO TRANSPORTE PARA OS SERVIDORES DA CAMARA DE VEREADORES";;90.000,00;90.000,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM AUXILIO TRANSPORTE PARA OS SERVIDORES DA CAMARA DE VEREADORES";90.000,00;90.000,00;0,00;0,00;0,00;0,00
;"Refinanciamento da Divida Interna";;;;3.908.000,00;3.908.000,00;0,00;0,00;0,00;0,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;3.908.000,00;3.908.000,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM A PREVI PAULISTA";;3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM A PREVI PAULISTA";3.000,00;3.000,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O FGTS";;6.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM O FGTS";6.000,00;6.000,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O INSS";;3.527.000,00;3.527.000,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM O INSS";3.527.000,00;3.527.000,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O PASEP";;372.000,00;372.000,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM O PASEP";372.000,00;372.000,00;0,00;0,00;0,00;0,00
;"Servico da Divida Interna";;;;3.292.000,00;3.292.000,00;0,00;0,00;0,00;0,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;3.292.000,00;3.292.000,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM A DIVIDA PUBLICA";;3.292.000,00;3.292.000,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM A DIVIDA PUBLICA";3.292.000,00;3.292.000,00;0,00;0,00;0,00;0,00
"Gestao Ambiental";;;;;8.727.400,00;8.727.400,00;0,00;0,00;0,00;0,00
;"Controle Ambiental";;;;3.152.400,00;3.152.400,00;0,00;0,00;0,00;0,00
;;"DRENAGEM URBANA";;;3.044.000,00;3.044.000,00;0,00;0,00;0,00;0,00
;;;"CONSTRUCAO E OU RECUPERACAO DE OBRAS DE MICRO E MACRODRENAGEM";;3.044.000,00;3.044.000,00;0,00;0,00;0,00;0,00
;;;;"CONSTRUCAO E OU RECUPERACAO DE OBRAS DE MICRO E MACRODRENAGEM";3.044.000,00;3.044.000,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO";;;108.400,00;108.400,00;0,00;0,00;0,00;0,00
;;;"APOIO AS ACOES DE DESENVOLVIMENTO SUSTENTAVEL";;67.300,00;67.300,00;0,00;0,00;0,00;0,00
;;;;"APOIO AS ACOES DE DESENVOLVIMENTO SUSTENTAVEL";67.300,00;67.300,00;0,00;0,00;0,00;0,00
;;;"LICENCIAMENTO E GESTAO DA DESTINACAO DE RESIDUOS SOLIDOS";;41.100,00;41.100,00;0,00;0,00;0,00;0,00
;;;;"LICENCIAMENTO E GESTAO DA DESTINACAO DE RESIDUOS SOLIDOS";41.100,00;41.100,00;0,00;0,00;0,00;0,00
;"Preservacao e Conservacao Ambiental";;;;2.313.400,00;2.313.400,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO";;;2.313.400,00;2.313.400,00;0,00;0,00;0,00;0,00
;;;"GESTAO E PRESERVACAO DO MEIO AMBIENTE";;2.294.000,00;2.294.000,00;0,00;0,00;0,00;0,00
;;;;"GESTAO E PRESERVACAO DO MEIO AMBIENTE";2.294.000,00;2.294.000,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO DA SEMENTEIRA";;19.400,00;19.400,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DA SEMENTEIRA";19.400,00;19.400,00;0,00;0,00;0,00;0,00
;"Recuperacao de Areas Degradadas";;;;3.261.600,00;3.261.600,00;0,00;0,00;0,00;0,00
;;"CONTENCAO DAS ENCOSTAS";;;3.249.600,00;3.249.600,00;0,00;0,00;0,00;0,00
;;;"OBRAS DE PROTECAO DE ENCOSTAS";;3.249.600,00;3.249.600,00;0,00;0,00;0,00;0,00
;;;;"OBRAS DE PROTECAO DE ENCOSTAS";3.249.600,00;3.249.600,00;0,00;0,00;0,00;0,00
;;"VALORIZACAO DA ORLA DO PAULISTA";;;12.000,00;12.000,00;0,00;0,00;0,00;0,00
;;;"OBRAS DE PROTECAO LITORANEA CONTRA O AVANCO DO MAR";;12.000,00;12.000,00;0,00;0,00;0,00;0,00
;;;;"OBRAS DE PROTECAO LITORANEA CONTRA O AVANCO DO MAR";12.000,00;12.000,00;0,00;0,00;0,00;0,00
"Habitacao";;;;;191.500,00;191.500,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;85.000,00;85.000,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;;85.000,00;85.000,00;0,00;0,00;0,00;0,00
;;;"APOIO ADMINISTRATIVO A PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";;85.000,00;85.000,00;0,00;0,00;0,00;0,00
;;;;"APOIO ADMINISTRATIVO A PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";85.000,00;85.000,00;0,00;0,00;0,00;0,00
;"Habitacao Rural";;;;13.000,00;13.000,00;0,00;0,00;0,00;0,00
;;"MELHORIA DE MORADIA PARA A POPULACAO DE BAIXA RENDA";;;13.000,00;13.000,00;0,00;0,00;0,00;0,00
;;;"REGULARIZACAO DE ASSENTAMENTOS HABITACIONAIS";;13.000,00;13.000,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE ASSENTAMENTOS HABITACIONAIS";13.000,00;13.000,00;0,00;0,00;0,00;0,00
;"Habitacao Urbana";;;;68.500,00;68.500,00;0,00;0,00;0,00;0,00
;;"HABITACAO COM QUALIDADE";;;17.500,00;17.500,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";;17.500,00;17.500,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";17.500,00;17.500,00;0,00;0,00;0,00;0,00
;;"MELHORIA DE MORADIA PARA A POPULACAO DE BAIXA RENDA";;;51.000,00;51.000,00;0,00;0,00;0,00;0,00
;;;"PROJETOS  CONSTRUCOES E REFORMAS DE PREDIOS CAIXOES";;51.000,00;51.000,00;0,00;0,00;0,00;0,00
;;;;"PROJETOS  CONSTRUCOES E REFORMAS DE PREDIOS CAIXOES";51.000,00;51.000,00;0,00;0,00;0,00;0,00
;"Planejamento e Orcamento";;;;25.000,00;25.000,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS HABITACIONAIS DO MUNICIPIO";;;25.000,00;25.000,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;25.000,00;25.000,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";25.000,00;25.000,00;0,00;0,00;0,00;0,00
"Industria";;;;;25.000,00;25.000,00;0,00;0,00;0,00;0,00
;"Promocao Industrial";;;;25.000,00;25.000,00;0,00;0,00;0,00;0,00
;;"ESTIMULO AO DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;;25.000,00;25.000,00;0,00;0,00;0,00;0,00
;;;"APOIO A EMPREENDIMENTOS PARA O DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";;25.000,00;25.000,00;0,00;0,00;0,00;0,00
;;;;"APOIO A EMPREENDIMENTOS PARA O DESENVOLVIMENTO ECONOMICO DO MUNICIPIO";25.000,00;25.000,00;0,00;0,00;0,00;0,00
"Legislativa";;;;;14.742.400,00;14.742.400,00;0,00;0,00;0,00;0,00
;"Acao Legislativa";;;;3.112.200,00;3.112.200,00;0,00;0,00;0,00;0,00
;;"GESTAO LEGISLATIVA EFICAZ";;;3.112.200,00;3.112.200,00;0,00;0,00;0,00;0,00
;;;"ACOES LEGISLATIVAS";;3.102.200,00;3.102.200,00;0,00;0,00;0,00;0,00
;;;;"ACOES LEGISLATIVAS";3.102.200,00;3.102.200,00;0,00;0,00;0,00;0,00
