Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;;;"ACOES DE ASSISTENCIA SOCIAL";;4.519.700,00;5.225.770,00;3.815.644,15;3.653.194,60;3.343.464,79;87,63
;;;;"ACOES DE ASSISTENCIA SOCIAL";4.519.700,00;5.225.770,00;3.815.644,15;3.653.194,60;3.343.464,79;87,63
;;;"ACOES E SERVICOS DA PROTECAO SOCIAL BASICO";;821.000,00;38.000,00;3.601,00;3.601,00;3.601,00;100,00
;;;;"ACOES E SERVICOS DA PROTECAO SOCIAL BASICO";821.000,00;38.000,00;3.601,00;3.601,00;3.601,00;100,00
;;;"ACOES E SERVICOS DA PROTECAO SOCIAL ESPECIAL";;958.600,00;470.840,00;250.031,52;249.433,52;217.449,19;86,97
;;;;"ACOES E SERVICOS DA PROTECAO SOCIAL ESPECIAL";958.600,00;470.840,00;250.031,52;249.433,52;217.449,19;86,97
;"Planejamento e Orcamento";;;;3.000,00;0,00;0,00;0,00;0,00;0,00
;;"GESTAO DA POLITICA DE ACAO DE ASSISTENCIA SOCIAL DO MUNICIPIO";;;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE POLITICAS SOCIAIS E ESPORTES";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE POLITICAS SOCIAIS E ESPORTES";3.000,00;0,00;0,00;0,00;0,00;0,00
"Ciencia e Tecnologia";;;;;35.000,00;0,00;0,00;0,00;0,00;0,00
;"Difusao do Conhecimento Cient. e Tec.";;;;35.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROGRAMA DE INCLUSAO DIGITAL";;;35.000,00;0,00;0,00;0,00;0,00;0,00
;;;"IMPLANTACAO DO CENTRO DE TECNOLOGIA DA INFORMACAO";;35.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"IMPLANTACAO DO CENTRO DE TECNOLOGIA DA INFORMACAO";35.000,00;0,00;0,00;0,00;0,00;0,00
"Comercio e Servicos";;;;;989.600,00;2.269.520,00;2.206.396,39;2.200.396,39;1.813.056,61;82,17
;"Difusao Cultural";;;;27.000,00;4.870,00;4.861,50;4.861,50;3.730,50;76,74
;;"PROMOCAO E PRESERVACAO DA CULTURA MUNICIPAL";;;27.000,00;4.870,00;4.861,50;4.861,50;3.730,50;76,74
;;;"PROMOCAO DA CULTURA DO MUNICIPIO";;27.000,00;4.870,00;4.861,50;4.861,50;3.730,50;76,74
;;;;"PROMOCAO DA CULTURA DO MUNICIPIO";27.000,00;4.870,00;4.861,50;4.861,50;3.730,50;76,74
;"Planejamento e Orcamento";;;;17.000,00;0,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE ACAO DE TURISMO E CULTURA DO MUNICIPIO";;;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTO E MONITORAMENTO DAS ACOES DAS SEC. DE DESENVOLVIMENTO ECONOMICO  TURISMO E CULTURA";;17.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTO E MONITORAMENTO DAS ACOES DAS SEC. DE DESENVOLVIMENTO ECONOMICO  TURISMO E CULTURA";17.000,00;0,00;0,00;0,00;0,00;0,00
;"Promocao Comercial";;;;10.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROMOCAO E APOIO AS ATIVIDADES COMERCIAIS";;;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO AO DESENVOLVIMENTO DO COMERCIO DO MUNICIPIO";;10.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO AO DESENVOLVIMENTO DO COMERCIO DO MUNICIPIO";10.000,00;0,00;0,00;0,00;0,00;0,00
;"Turismo";;;;935.600,00;2.264.650,00;2.201.534,89;2.195.534,89;1.809.326,11;82,18
;;"PROMOCAO DO TURISMO DO MUNICIPIO";;;935.600,00;2.264.650,00;2.201.534,89;2.195.534,89;1.809.326,11;82,18
;;;"PROMOCAO DE EVENTOS E ACOES TURISTICAS";;935.600,00;2.264.650,00;2.201.534,89;2.195.534,89;1.809.326,11;82,18
;;;;"PROMOCAO DE EVENTOS E ACOES TURISTICAS";935.600,00;2.264.650,00;2.201.534,89;2.195.534,89;1.809.326,11;82,18
"Cultura";;;;;3.000,00;0,00;0,00;0,00;0,00;0,00
;"Pat. Historico  Artistico e Arqueologico";;;;3.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROMOCAO E PRESERVACAO DA CULTURA MUNICIPAL";;;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;"OBRAS DE PRESERVACAO DE AREAS CULTURAIS E SITIOS HISTORICOS";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"OBRAS DE PRESERVACAO DE AREAS CULTURAIS E SITIOS HISTORICOS";3.000,00;0,00;0,00;0,00;0,00;0,00
"Desporto e Lazer";;;;;1.881.000,00;2.858.110,00;2.670.720,65;2.453.593,04;1.981.602,60;74,20
;"Administracao Geral";;;;30.000,00;2.090.170,00;1.999.533,93;1.999.533,93;1.768.888,00;88,47
;;"ACOES DE PROMOCOES DE LAZER E DESPORTO";;;30.000,00;2.090.170,00;1.999.533,93;1.999.533,93;1.768.888,00;88,47
;;;"PROMOCAO DE LAZER E DESPORTO";;30.000,00;2.090.170,00;1.999.533,93;1.999.533,93;1.768.888,00;88,47
;;;;"PROMOCAO DE LAZER E DESPORTO";30.000,00;2.090.170,00;1.999.533,93;1.999.533,93;1.768.888,00;88,47
;"Lazer";;;;1.851.000,00;767.940,00;671.186,72;454.059,11;212.714,60;31,69
;;"MELHORIA DO PAISAGISMO URBANO";;;1.851.000,00;767.940,00;671.186,72;454.059,11;212.714,60;31,69
;;;"CONSTRUCAO E RECUPERACAO DE PRACAS E AREAS DE LAZER";;1.851.000,00;767.940,00;671.186,72;454.059,11;212.714,60;31,69
;;;;"CONSTRUCAO E RECUPERACAO DE PRACAS E AREAS DE LAZER";1.851.000,00;767.940,00;671.186,72;454.059,11;212.714,60;31,69
"Direitos da Cidadania";;;;;40.000,00;0,00;0,00;0,00;0,00;0,00
;"Direitos Individuais  Colet. e Difusos";;;;40.000,00;0,00;0,00;0,00;0,00;0,00
;;"DEFESA DOS DIREITOS DO CIDADAO";;;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DA DEFESA DOS DIREITOS DO CONSUMIDOR";;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DA DEFESA DOS DIREITOS DO CONSUMIDOR";40.000,00;0,00;0,00;0,00;0,00;0,00
"Educacao";;;;;98.380.500,00;105.382.080,00;101.182.176,34;100.765.391,47;91.621.943,87;90,55
;"Administracao Geral";;;;3.807.900,00;2.345.640,00;2.288.024,47;2.244.812,99;2.108.741,06;92,16
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;3.037.200,00;1.369.460,00;1.353.553,03;1.310.341,55;1.276.756,32;94,33
;;;"AMPLIAR OU REFORMAR PREDIO DA SECRETARIA DE EDUCACAO";;35.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"AMPLIAR OU REFORMAR PREDIO DA SECRETARIA DE EDUCACAO";35.000,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DA SECRETARIA DE EDUCACAO PARA A PREVIPAULISTA";;2.001.000,00;298.040,00;298.032,75;298.032,75;291.509,46;97,81
;;;;"CONTRIBUICAO PATRONAL DA SECRETARIA DE EDUCACAO PARA A PREVIPAULISTA";2.001.000,00;298.040,00;298.032,75;298.032,75;291.509,46;97,81
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE EDUCACAO";;1.001.200,00;1.071.420,00;1.055.520,28;1.012.308,80;985.246,86;93,34
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE EDUCACAO";1.001.200,00;1.071.420,00;1.055.520,28;1.012.308,80;985.246,86;93,34
;;"DEMOCRATIZACAO DA GESTAO  TRANSPARENCIA E CONTROLE SOCIAL DA POLITICA DE ACAO DE EDUCACAO DO MUNICIPIO";;;679.900,00;924.180,00;900.208,17;900.208,17;797.721,47;88,62
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE EDUCACAO";;662.900,00;923.870,00;899.903,17;899.903,17;797.416,47;88,61
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE EDUCACAO";662.900,00;923.870,00;899.903,17;899.903,17;797.416,47;88,61
;;;"FORTALECIMENTO DOS CONSELHOS MUNICIPAIS DE EDUCACAO";;8.000,00;310,00;305,00;305,00;305,00;100,00
;;;;"FORTALECIMENTO DOS CONSELHOS MUNICIPAIS DE EDUCACAO";8.000,00;310,00;305,00;305,00;305,00;100,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE EDUCACAO";;9.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE EDUCACAO";9.000,00;0,00;0,00;0,00;0,00;0,00
;;"MUSICA PARA TODOS";;;90.800,00;52.000,00;34.263,27;34.263,27;34.263,27;100,00
;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO MUSICAL";;90.800,00;52.000,00;34.263,27;34.263,27;34.263,27;100,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO MUSICAL";90.800,00;52.000,00;34.263,27;34.263,27;34.263,27;100,00
;"Alimentacao e Nutricao";;;;3.243.000,00;3.239.310,00;3.000.424,74;3.000.404,74;2.742.433,47;91,40
;;"ALIMENTACAO ESCOLAR SAUDAVEL";;;3.243.000,00;3.239.310,00;3.000.424,74;3.000.404,74;2.742.433,47;91,40
;;;"ALIMENTACAO NAS ESCOLAS";;3.243.000,00;3.239.310,00;3.000.424,74;3.000.404,74;2.742.433,47;91,40
;;;;"ALIMENTACAO NAS ESCOLAS";3.243.000,00;3.239.310,00;3.000.424,74;3.000.404,74;2.742.433,47;91,40
;"Difusao Cultural";;;;102.000,00;209.630,00;200.400,00;200.400,00;200.400,00;100,00
;;"PROMOCAO E DIVULGACAO DAS ACOES EDUCACIONAIS";;;102.000,00;209.630,00;200.400,00;200.400,00;200.400,00;100,00
;;;"PROMOCAO DE EVENTOS EDUCACIONAIS";;102.000,00;209.630,00;200.400,00;200.400,00;200.400,00;100,00
;;;;"PROMOCAO DE EVENTOS EDUCACIONAIS";102.000,00;209.630,00;200.400,00;200.400,00;200.400,00;100,00
;"Educacao de Jovens e Adultos";;;;3.943.000,00;3.089.350,00;3.089.298,05;3.089.298,05;2.860.339,75;92,59
;;"JOVENS E ADULTOS NA ESCOLA";;;3.943.000,00;3.089.350,00;3.089.298,05;3.089.298,05;2.860.339,75;92,59
;;;"MANUTENCAO E DESENVOLVIMENTO DE EDUCACAO DE JOVENS E ADULTOS";;3.943.000,00;3.089.350,00;3.089.298,05;3.089.298,05;2.860.339,75;92,59
;;;;"MANUTENCAO E DESENVOLVIMENTO DE EDUCACAO DE JOVENS E ADULTOS";3.943.000,00;3.089.350,00;3.089.298,05;3.089.298,05;2.860.339,75;92,59
;"Educacao Especial";;;;1.975.300,00;2.128.550,00;2.128.524,02;2.128.524,02;1.958.033,33;91,99
;;"INCLUSAO ESCOLAR PARA PESSOAS PORTADORAS DE NECESSIDADES ESPECIAIS";;;1.975.300,00;2.128.550,00;2.128.524,02;2.128.524,02;1.958.033,33;91,99
;;;"ADEQUACAO DOS ESPACOS FISICOS E EQUIPAGEM DAS ESCOLAS COM ATENDIMENTO EDUCACIONAL ESPECIALIZADO   AEE";;9.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"ADEQUACAO DOS ESPACOS FISICOS E EQUIPAGEM DAS ESCOLAS COM ATENDIMENTO EDUCACIONAL ESPECIALIZADO   AEE";9.000,00;0,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO ESPECIAL";;1.966.300,00;2.128.550,00;2.128.524,02;2.128.524,02;1.958.033,33;91,99
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO ESPECIAL";1.966.300,00;2.128.550,00;2.128.524,02;2.128.524,02;1.958.033,33;91,99
;"Educacao Infantil";;;;5.080.800,00;5.478.220,00;5.424.406,98;5.376.526,93;4.848.674,71;89,39
;;"EDUCACAO INFANTIL CIDADA";;;5.080.800,00;5.478.220,00;5.424.406,98;5.376.526,93;4.848.674,71;89,39
;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA EDUCACAO INFANTIL";;166.500,00;205.910,00;162.032,21;114.152,16;114.152,16;70,45
;;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA EDUCACAO INFANTIL";166.500,00;205.910,00;162.032,21;114.152,16;114.152,16;70,45
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL";;4.914.300,00;5.272.310,00;5.262.374,77;5.262.374,77;4.734.522,55;89,97
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL";4.914.300,00;5.272.310,00;5.262.374,77;5.262.374,77;4.734.522,55;89,97
;"Ensino Fundamental";;;;79.656.300,00;88.755.130,00;84.914.849,08;84.589.175,74;76.767.072,55;90,40
;;"ENSINO FUNDAMENTAL DE QUALIDADE";;;79.656.300,00;88.755.130,00;84.914.849,08;84.589.175,74;76.767.072,55;90,40
;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA O ENSINO FUNDAMENTAL";;284.000,00;47.790,00;47.738,72;47.738,72;47.738,72;100,00
;;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA O ENSINO FUNDAMENTAL";284.000,00;47.790,00;47.738,72;47.738,72;47.738,72;100,00
;;;"CONTRIBUICAO ADICIONAL DO FUNDEB PARA PREVIPAULISTA";;6.600,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DO FUNDEB PARA PREVIPAULISTA";6.600,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DO FUNDEB PARA A PREVIPAULISTA";;7.303.800,00;15.238.210,00;12.179.997,80;12.179.997,80;11.296.335,02;92,74
;;;;"CONTRIBUICAO PATRONAL DO FUNDEB PARA A PREVIPAULISTA";7.303.800,00;15.238.210,00;12.179.997,80;12.179.997,80;11.296.335,02;92,74
;;;"ENCARGOS COM VALE TRANSPORTES DOS SERVIDORES DO ENSINO FUNDAMENTAL";;3.514.200,00;3.191.810,00;3.186.241,98;3.186.241,98;3.144.981,31;98,71
;;;;"ENCARGOS COM VALE TRANSPORTES DOS SERVIDORES DO ENSINO FUNDAMENTAL";3.514.200,00;3.191.810,00;3.186.241,98;3.186.241,98;3.144.981,31;98,71
;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL";;68.547.700,00;70.277.320,00;69.500.870,58;69.175.197,24;62.278.017,50;89,61
;;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL";68.547.700,00;70.277.320,00;69.500.870,58;69.175.197,24;62.278.017,50;89,61
;"Outros Encargos Especiais";;;;5.400,00;0,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;5.400,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO ADICIONAL DA SECRETARIA DE EDUCACAO PARA O PREVIPAULISTA";;5.400,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DA SECRETARIA DE EDUCACAO PARA O PREVIPAULISTA";5.400,00;0,00;0,00;0,00;0,00;0,00
;"Protecao e Beneficios ao Trabalhador";;;;566.800,00;136.250,00;136.249,00;136.249,00;136.249,00;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;566.800,00;136.250,00;136.249,00;136.249,00;136.249,00;100,00
;;;"ENCARGOS COM VALE TRANSPORTE PARA OS SERVIDORES DA SECRETARIA DE EDUCACAO";;566.800,00;136.250,00;136.249,00;136.249,00;136.249,00;100,00
;;;;"ENCARGOS COM VALE TRANSPORTE PARA OS SERVIDORES DA SECRETARIA DE EDUCACAO";566.800,00;136.250,00;136.249,00;136.249,00;136.249,00;100,00
"Encargos Especiais";;;;;20.944.500,00;21.020.530,00;20.000.091,61;19.947.155,29;18.554.890,66;92,77
;"Outros Encargos Especiais";;;;15.074.500,00;17.329.800,00;17.313.506,39;17.260.570,07;15.868.305,44;91,65
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;510.000,00;750.000,00;740.054,28;740.054,28;740.054,28;100,00
;;;"CONTRIBUICAO PATRONAL DA CAMARA DE VEREADORES PARA A PREVIPAULISTA";;510.000,00;750.000,00;740.054,28;740.054,28;740.054,28;100,00
;;;;"CONTRIBUICAO PATRONAL DA CAMARA DE VEREADORES PARA A PREVIPAULISTA";510.000,00;750.000,00;740.054,28;740.054,28;740.054,28;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE INFRAESTRUTURA";;;11.000,00;28.140,00;23.132,21;23.132,21;23.132,21;100,00
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;11.000,00;28.140,00;23.132,21;23.132,21;23.132,21;100,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";11.000,00;28.140,00;23.132,21;23.132,21;23.132,21;100,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;3.600.000,00;4.075.000,00;4.073.676,80;4.073.676,80;3.670.749,29;90,11
;;;"CONTRIBUICAO PARA O PASEP";;3.600.000,00;4.075.000,00;4.073.676,80;4.073.676,80;3.670.749,29;90,11
;;;;"CONTRIBUICAO PARA O PASEP";3.600.000,00;4.075.000,00;4.073.676,80;4.073.676,80;3.670.749,29;90,11
;;"ENCARGOS ADMINISTRATIVOS DO MUNICIPIO";;;10.953.500,00;12.476.660,00;12.476.643,10;12.423.706,78;11.434.369,66;91,65
;;;"CONTRIBUICAO PATRONAL DA PERFEITURA AO PREVI PAULISTA";;5.636.200,00;8.023.600,00;8.023.595,80;8.023.595,80;7.374.047,79;91,90
;;;;"CONTRIBUICAO PATRONAL DA PERFEITURA AO PREVI PAULISTA";5.636.200,00;8.023.600,00;8.023.595,80;8.023.595,80;7.374.047,79;91,90
;;;"ENCARGOS COM OBRIGACOES PATRONAIS";;5.228.000,00;4.009.360,00;4.009.357,58;4.009.357,58;3.709.925,27;92,53
;;;;"ENCARGOS COM OBRIGACOES PATRONAIS";5.228.000,00;4.009.360,00;4.009.357,58;4.009.357,58;3.709.925,27;92,53
;;;"ENCARGOS COM RECISAO DE CONTRATO  INDENIZACOES TRABALHISTAS E OUTRAS ASSISTENCIAS";;89.300,00;443.700,00;443.689,72;390.753,40;350.396,60;78,97
;;;;"ENCARGOS COM RECISAO DE CONTRATO  INDENIZACOES TRABALHISTAS E OUTRAS ASSISTENCIAS";89.300,00;443.700,00;443.689,72;390.753,40;350.396,60;78,97
;"Protecao e Beneficios ao Trabalhador";;;;105.000,00;105.000,00;87.351,09;87.351,09;87.351,09;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;105.000,00;105.000,00;87.351,09;87.351,09;87.351,09;100,00
;;;"ENCARGOS COM AUXILIO TRANSPORTE PARA OS SERVIDORES DA CAMARA DE VEREADORES";;105.000,00;105.000,00;87.351,09;87.351,09;87.351,09;100,00
;;;;"ENCARGOS COM AUXILIO TRANSPORTE PARA OS SERVIDORES DA CAMARA DE VEREADORES";105.000,00;105.000,00;87.351,09;87.351,09;87.351,09;100,00
;"Refinanciamento da Divida Interna";;;;2.165.000,00;1.857.570,00;1.830.636,52;1.830.636,52;1.830.636,52;100,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;2.165.000,00;1.857.570,00;1.830.636,52;1.830.636,52;1.830.636,52;100,00
;;;"PARCELAMENTO DE DEBITOS COM A PREVI PAULISTA";;30.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM A PREVI PAULISTA";30.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O FGTS";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM O FGTS";20.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O INSS";;1.560.000,00;1.458.000,00;1.457.654,85;1.457.654,85;1.457.654,85;100,00
;;;;"PARCELAMENTO DE DEBITOS COM O INSS";1.560.000,00;1.458.000,00;1.457.654,85;1.457.654,85;1.457.654,85;100,00
;;;"PARCELAMENTO DE DEBITOS COM O PASEP";;555.000,00;399.570,00;372.981,67;372.981,67;372.981,67;100,00
;;;;"PARCELAMENTO DE DEBITOS COM O PASEP";555.000,00;399.570,00;372.981,67;372.981,67;372.981,67;100,00
;"Servico da Divida Interna";;;;3.600.000,00;1.728.160,00;768.597,61;768.597,61;768.597,61;100,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;3.600.000,00;1.728.160,00;768.597,61;768.597,61;768.597,61;100,00
;;;"ENCARGOS COM A DIVIDA PUBLICA";;3.600.000,00;1.728.160,00;768.597,61;768.597,61;768.597,61;100,00
;;;;"ENCARGOS COM A DIVIDA PUBLICA";3.600.000,00;1.728.160,00;768.597,61;768.597,61;768.597,61;100,00
"Gestao Ambiental";;;;;10.979.800,00;11.889.720,00;9.507.902,86;9.460.693,68;8.648.037,05;90,96
;"Controle Ambiental";;;;5.205.200,00;8.706.480,00;8.129.325,80;8.129.325,80;7.495.262,43;92,20
;;"DRENAGEM URBANA";;;5.046.300,00;8.706.480,00;8.129.325,80;8.129.325,80;7.495.262,43;92,20
;;;"CONSTRUCAO E OU RECUPERACAO DE OBRAS DE MICRO E MACRODRENAGEM";;5.046.300,00;8.706.480,00;8.129.325,80;8.129.325,80;7.495.262,43;92,20
;;;;"CONSTRUCAO E OU RECUPERACAO DE OBRAS DE MICRO E MACRODRENAGEM";5.046.300,00;8.706.480,00;8.129.325,80;8.129.325,80;7.495.262,43;92,20
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO";;;158.900,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO AS ACOES DE DESENVOLVIMENTO SUSTENTAVEL";;57.800,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO AS ACOES DE DESENVOLVIMENTO SUSTENTAVEL";57.800,00;0,00;0,00;0,00;0,00;0,00
;;;"LICENCIAMENTO E GESTAO DA DESTINACAO DE RESIDUOS SOLIDOS";;101.100,00;0,00;0,00;0,00;0,00;0,00
;;;;"LICENCIAMENTO E GESTAO DA DESTINACAO DE RESIDUOS SOLIDOS";101.100,00;0,00;0,00;0,00;0,00;0,00
;"Preservacao e Conservacao Ambiental";;;;1.727.600,00;1.086.800,00;1.086.759,62;1.086.759,62;971.319,62;89,38
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO";;;1.727.600,00;1.086.800,00;1.086.759,62;1.086.759,62;971.319,62;89,38
;;;"GESTAO E PRESERVACAO DO MEIO AMBIENTE";;1.717.900,00;1.086.800,00;1.086.759,62;1.086.759,62;971.319,62;89,38
;;;;"GESTAO E PRESERVACAO DO MEIO AMBIENTE";1.717.900,00;1.086.800,00;1.086.759,62;1.086.759,62;971.319,62;89,38
;;;"MANUTENCAO DA SEMENTEIRA";;9.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DA SEMENTEIRA";9.700,00;0,00;0,00;0,00;0,00;0,00
;"Recuperacao de Areas Degradadas";;;;4.047.000,00;2.096.440,00;291.817,44;244.608,26;181.455,00;62,18
;;"CONTENCAO DAS ENCOSTAS";;;3.600.000,00;1.875.230,00;70.617,63;23.408,45;23.408,45;33,15
;;;"OBRAS DE PROTECAO DE ENCOSTAS";;3.600.000,00;1.875.230,00;70.617,63;23.408,45;23.408,45;33,15
;;;;"OBRAS DE PROTECAO DE ENCOSTAS";3.600.000,00;1.875.230,00;70.617,63;23.408,45;23.408,45;33,15
;;"VALORIZACAO DA ORLA DO PAULISTA";;;447.000,00;221.210,00;221.199,81;221.199,81;158.046,55;71,45
;;;"CONSTRUCAO DE OBRAS DE PROTECAO LITORANEA CONTRA O AVANCO DO MAR";;447.000,00;221.210,00;221.199,81;221.199,81;158.046,55;71,45
;;;;"CONSTRUCAO DE OBRAS DE PROTECAO LITORANEA CONTRA O AVANCO DO MAR";447.000,00;221.210,00;221.199,81;221.199,81;158.046,55;71,45
"Habitacao";;;;;478.700,00;8.650,00;8.649,30;4.571,00;0,00;0,00
;"Administracao Geral";;;;229.700,00;8.650,00;8.649,30;4.571,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE HABILITACAO COM QUALIDADE";;;229.700,00;8.650,00;8.649,30;4.571,00;0,00;0,00
;;;"APOIO ADMINISTRATIVO A PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";;229.700,00;8.650,00;8.649,30;4.571,00;0,00;0,00
;;;;"APOIO ADMINISTRATIVO A PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";229.700,00;8.650,00;8.649,30;4.571,00;0,00;0,00
;"Habitacao Rural";;;;215.200,00;0,00;0,00;0,00;0,00;0,00
;;"MELHORIA DE MORADIA PARA A POPULACAO DE BAIXA RENDA";;;215.200,00;0,00;0,00;0,00;0,00;0,00
;;;"PROJETOS  CONSTRUCOES E REFORMAS DE PREDIOS CAIXOES";;200.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PROJETOS  CONSTRUCOES E REFORMAS DE PREDIOS CAIXOES";200.000,00;0,00;0,00;0,00;0,00;0,00
;;;"REGULARIZACAO DE ASSENTAMENTOS HABITACIONAIS";;15.200,00;0,00;0,00;0,00;0,00;0,00
;;;;"REGULARIZACAO DE ASSENTAMENTOS HABITACIONAIS";15.200,00;0,00;0,00;0,00;0,00;0,00
;"Habitacao Urbana";;;;15.600,00;0,00;0,00;0,00;0,00;0,00
;;"HABITACAO COM QUALIDADE";;;15.600,00;0,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";;15.600,00;0,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DA POLITICA HABITACIONAL DO MUNICIPIO";15.600,00;0,00;0,00;0,00;0,00;0,00
;"Planejamento e Orcamento";;;;18.200,00;0,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS HABITACIONAIS DO MUNICIPIO";;;18.200,00;0,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";;18.200,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE DESENVOLVIMENTO URBANO E HABITACAO";18.200,00;0,00;0,00;0,00;0,00;0,00
