Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA DE POLITICAS SOCIAIS E ESPORTES";2.500,00;0,00;0,00;0,00;0,00;0,00
"Ciencia e Tecnologia";;;;;20.000,00;0,00;0,00;0,00;0,00;0,00
;"Difusao do Conhecimento Cient. e Tec.";;;;20.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROGRAMA DE INCLUSAO DIGITAL";;;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;"IMPLANTACAO DO CENTRO DE TECNOLOGIA DA INFORMACAO";;20.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"IMPLANTACAO DO CENTRO DE TECNOLOGIA DA INFORMACAO";20.000,00;0,00;0,00;0,00;0,00;0,00
"Comercio e Servicos";;;;;1.251.000,00;4.177.990,00;4.144.903,10;3.466.329,10;3.346.329,10;80,73
;"Planejamento e Orcamento";;;;23.000,00;0,00;0,00;0,00;0,00;0,00
;;"GESTAO DAS POLITICAS DE ACAO DE TURISMO E CULTURA DO MUNICIPIO";;;23.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTO E MONITORAMENTO DAS ACOES DAS SEC. DE DESENVOLVIMENTO ECONOMICO  TURISMO E CULTURA";;23.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTO E MONITORAMENTO DAS ACOES DAS SEC. DE DESENVOLVIMENTO ECONOMICO  TURISMO E CULTURA";23.000,00;0,00;0,00;0,00;0,00;0,00
;"Promocao Comercial";;;;71.000,00;7.500,00;7.500,00;7.500,00;7.500,00;100,00
;;"PROMOCAO E APOIO AS ATIVIDADES COMERCIAIS";;;71.000,00;7.500,00;7.500,00;7.500,00;7.500,00;100,00
;;;"APOIO AO DESENVOLVIMENTO DO COMERCIO DO MUNICIPIO";;71.000,00;7.500,00;7.500,00;7.500,00;7.500,00;100,00
;;;;"APOIO AO DESENVOLVIMENTO DO COMERCIO DO MUNICIPIO";71.000,00;7.500,00;7.500,00;7.500,00;7.500,00;100,00
;"Turismo";;;;1.157.000,00;4.170.490,00;4.137.403,10;3.458.829,10;3.338.829,10;80,70
;;"PROMOCAO DO TURISMO DO MUNICIPIO";;;1.157.000,00;4.170.490,00;4.137.403,10;3.458.829,10;3.338.829,10;80,70
;;;"PROMOCAO DE EVENTOS E ACOES TURISTICAS";;1.157.000,00;4.170.490,00;4.137.403,10;3.458.829,10;3.338.829,10;80,70
;;;;"PROMOCAO DE EVENTOS E ACOES TURISTICAS";1.157.000,00;4.170.490,00;4.137.403,10;3.458.829,10;3.338.829,10;80,70
"Cultura";;;;;158.000,00;277.300,00;277.291,64;64.421,57;42.497,52;15,33
;"Difusao Cultural";;;;88.000,00;5.330,00;5.323,55;5.323,55;5.323,55;100,00
;;"PROMOCAO E PRESERVACAO DA CULTURA MUNICIPAL";;;88.000,00;5.330,00;5.323,55;5.323,55;5.323,55;100,00
;;;"PROMOCAO DE ACOES CULTURAIS";;88.000,00;5.330,00;5.323,55;5.323,55;5.323,55;100,00
;;;;"PROMOCAO DE ACOES CULTURAIS";88.000,00;5.330,00;5.323,55;5.323,55;5.323,55;100,00
;"Pat. Historico  Artistico e Arqueologico";;;;70.000,00;271.970,00;271.968,09;59.098,02;37.173,97;13,67
;;"PROMOCAO E PRESERVACAO DA CULTURA MUNICIPAL";;;70.000,00;271.970,00;271.968,09;59.098,02;37.173,97;13,67
;;;"OBRAS DE PRESERVACAO DE AREAS CULTURAIS E SITIOS HISTORICOS";;70.000,00;271.970,00;271.968,09;59.098,02;37.173,97;13,67
;;;;"OBRAS DE PRESERVACAO DE AREAS CULTURAIS E SITIOS HISTORICOS";70.000,00;271.970,00;271.968,09;59.098,02;37.173,97;13,67
"Desporto e Lazer";;;;;1.423.000,00;4.891.470,00;1.042.053,38;864.950,44;221.773,62;21,28
;"Administracao Geral";;;;122.000,00;961.020,00;11.213,67;11.213,67;11.213,67;100,00
;;"ACOES DE PROMOCOES DE LAZER E DESPORTO";;;122.000,00;961.020,00;11.213,67;11.213,67;11.213,67;100,00
;;;"PROMOCAO DE EVENTOS  LAZER E DESPORTO";;122.000,00;961.020,00;11.213,67;11.213,67;11.213,67;100,00
;;;;"PROMOCAO DE EVENTOS  LAZER E DESPORTO";122.000,00;961.020,00;11.213,67;11.213,67;11.213,67;100,00
;"Lazer";;;;1.301.000,00;3.930.450,00;1.030.839,71;853.736,77;210.559,95;20,43
;;"MELHORIA DO PAISAGISMO URBANO";;;1.301.000,00;3.930.450,00;1.030.839,71;853.736,77;210.559,95;20,43
;;;"CONSTRUCAO E RECUPERACAO DE PRACAS E AREAS DE LAZER";;1.301.000,00;3.930.450,00;1.030.839,71;853.736,77;210.559,95;20,43
;;;;"CONSTRUCAO E RECUPERACAO DE PRACAS E AREAS DE LAZER";1.301.000,00;3.930.450,00;1.030.839,71;853.736,77;210.559,95;20,43
"Direitos da Cidadania";;;;;15.951.000,00;17.925.620,00;17.925.559,09;17.816.359,09;15.509.233,59;86,52
;"Acao Judiciaria";;;;65.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;65.000,00;0,00;0,00;0,00;0,00;0,00
;;;"EXECUCAO DA COBRANCA DA DIVIDA ATIVA DO MUNICIPIO";;65.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"EXECUCAO DA COBRANCA DA DIVIDA ATIVA DO MUNICIPIO";65.000,00;0,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;1.552.000,00;1.542.750,00;1.542.716,30;1.542.716,30;1.404.967,31;91,07
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS E PROCURADORIA GERAL";;;667.000,00;730.940,00;730.912,97;730.912,97;665.215,37;91,01
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";;667.000,00;730.940,00;730.912,97;730.912,97;665.215,37;91,01
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";667.000,00;730.940,00;730.912,97;730.912,97;665.215,37;91,01
;;"GESTAO DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";;;885.000,00;811.810,00;811.803,33;811.803,33;739.751,94;91,12
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";;885.000,00;811.810,00;811.803,33;811.803,33;739.751,94;91,12
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";885.000,00;811.810,00;811.803,33;811.803,33;739.751,94;91,12
;"Def. Interesse Publ. no Proc. Judiciario";;;;8.500.000,00;9.462.740,00;9.462.727,46;9.462.727,46;8.654.909,18;91,46
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;8.500.000,00;9.462.740,00;9.462.727,46;9.462.727,46;8.654.909,18;91,46
;;;"COMPROMISSOS COM SENTENCAS JUDICIAIS";;8.500.000,00;9.462.740,00;9.462.727,46;9.462.727,46;8.654.909,18;91,46
;;;;"COMPROMISSOS COM SENTENCAS JUDICIAIS";8.500.000,00;9.462.740,00;9.462.727,46;9.462.727,46;8.654.909,18;91,46
;"Direitos Individuais  Colet. e Difusos";;;;5.834.000,00;6.920.130,00;6.920.115,33;6.810.915,33;5.449.357,10;78,75
;;"DEFESA DOS DIREITOS DO CIDADAO";;;210.000,00;0,00;0,00;0,00;0,00;0,00
;;;"ACOES DA DEFENSORIA PUBLICA MUNICIPAL";;170.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"ACOES DA DEFENSORIA PUBLICA MUNICIPAL";170.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DA DEFESA DOS DIREITOS DO CONSUMIDOR";;40.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PROMOCAO DA DEFESA DOS DIREITOS DO CONSUMIDOR";40.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;5.624.000,00;6.920.130,00;6.920.115,33;6.810.915,33;5.449.357,10;78,75
;;;"ACOES DE ASSESSORAMENTO JURIDICO";;5.624.000,00;6.920.130,00;6.920.115,33;6.810.915,33;5.449.357,10;78,75
;;;;"ACOES DE ASSESSORAMENTO JURIDICO";5.624.000,00;6.920.130,00;6.920.115,33;6.810.915,33;5.449.357,10;78,75
"Educacao";;;;;110.419.100,00;119.796.420,00;119.596.661,17;118.294.029,67;105.463.155,72;88,18
;"Administracao Geral";;;;3.117.600,00;2.883.585,00;2.883.506,57;2.875.045,61;2.397.890,76;83,16
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;1.689.000,00;1.841.200,00;1.841.139,08;1.832.678,12;1.429.762,41;77,66
;;;"AMPLIACAO OU REFORMA DO PREDIO DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"AMPLIACAO OU REFORMA DO PREDIO DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";;253.000,00;255.950,00;255.943,25;255.943,25;215.791,47;84,31
;;;;"CONTRIBUICAO PATRONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";253.000,00;255.950,00;255.943,25;255.943,25;215.791,47;84,31
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA FUNDO MUN ICIPAL DE EDUCACAO";;1.433.000,00;1.585.250,00;1.585.195,83;1.576.734,87;1.213.970,94;76,58
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA FUNDO MUN ICIPAL DE EDUCACAO";1.433.000,00;1.585.250,00;1.585.195,83;1.576.734,87;1.213.970,94;76,58
;;"DEMOCRATIZACAO DA GESTAO  TRANSPARENCIA E CONTROLE SOCIAL DA POLITICA DE ACAO DE EDUCACAO DO MUNICIPIO";;;1.401.600,00;1.042.380,00;1.042.367,49;1.042.367,49;968.128,35;92,88
;;;"DIRECAO E SUPERVISAO DAS ACOES DA SECRETARIA DE EDUCACAO";;5.000,00;2.370,00;2.370,00;2.370,00;2.370,00;100,00
;;;;"DIRECAO E SUPERVISAO DAS ACOES DA SECRETARIA DE EDUCACAO";5.000,00;2.370,00;2.370,00;2.370,00;2.370,00;100,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DO FUNDO MUNICIPAL DE EDUCACAO";;1.383.000,00;1.035.860,00;1.035.847,49;1.035.847,49;961.608,35;92,83
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DO FUNDO MUNICIPAL DE EDUCACAO";1.383.000,00;1.035.860,00;1.035.847,49;1.035.847,49;961.608,35;92,83
;;;"FORTALECIMENTO DOS CONSELHOS MUNICIPAIS DE EDUCACAO";;8.600,00;4.150,00;4.150,00;4.150,00;4.150,00;100,00
;;;;"FORTALECIMENTO DOS CONSELHOS MUNICIPAIS DE EDUCACAO";8.600,00;4.150,00;4.150,00;4.150,00;4.150,00;100,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;"MUSICA PARA TODOS";;;27.000,00;5,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO MUSICAL";;27.000,00;5,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO MUSICAL";27.000,00;5,00;0,00;0,00;0,00;0,00
;"Alimentacao e Nutricao";;;;4.512.400,00;3.852.227,00;3.852.201,18;3.669.439,96;3.578.141,28;92,89
;;"ALIMENTACAO ESCOLAR SAUDAVEL";;;4.512.400,00;3.852.227,00;3.852.201,18;3.669.439,96;3.578.141,28;92,89
;;;"ALIMENTACAO NAS ESCOLAS";;4.512.400,00;3.852.227,00;3.852.201,18;3.669.439,96;3.578.141,28;92,89
;;;;"ALIMENTACAO NAS ESCOLAS";4.512.400,00;3.852.227,00;3.852.201,18;3.669.439,96;3.578.141,28;92,89
;"Difusao Cultural";;;;129.000,00;162.833,00;162.824,95;156.472,50;153.002,50;93,97
;;"PROMOCAO E DIVULGACAO DAS ACOES EDUCACIONAIS";;;129.000,00;162.833,00;162.824,95;156.472,50;153.002,50;93,97
;;;"PROMOCAO DE EVENTOS EDUCACIONAIS";;129.000,00;162.833,00;162.824,95;156.472,50;153.002,50;93,97
;;;;"PROMOCAO DE EVENTOS EDUCACIONAIS";129.000,00;162.833,00;162.824,95;156.472,50;153.002,50;93,97
;"Educacao de Jovens e Adultos";;;;3.117.000,00;2.705.740,00;2.705.614,40;2.705.614,40;2.458.849,53;90,88
;;"JOVENS E ADULTOS NA ESCOLA";;;3.117.000,00;2.705.740,00;2.705.614,40;2.705.614,40;2.458.849,53;90,88
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO DE JOVENS E ADULTOS";;3.117.000,00;2.705.740,00;2.705.614,40;2.705.614,40;2.458.849,53;90,88
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO DE JOVENS E ADULTOS";3.117.000,00;2.705.740,00;2.705.614,40;2.705.614,40;2.458.849,53;90,88
;"Educacao Especial";;;;3.527.000,00;5.275.755,00;5.275.729,74;5.275.729,74;4.856.355,68;92,05
;;"INCLUSAO ESCOLAR PARA PESSOAS PORTADORAS DE NECESSIDADES ESPECIAIS";;;3.527.000,00;5.275.755,00;5.275.729,74;5.275.729,74;4.856.355,68;92,05
;;;"ADEQUACAO DOS ESPACOS FISICOS E EQUIPAGEM DAS ESCOLAS COM ATENDIMENTO EDUCACIONAL ESPECIALIZADO   AEE";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"ADEQUACAO DOS ESPACOS FISICOS E EQUIPAGEM DAS ESCOLAS COM ATENDIMENTO EDUCACIONAL ESPECIALIZADO   AEE";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO ESPECIAL";;3.521.000,00;5.275.755,00;5.275.729,74;5.275.729,74;4.856.355,68;92,05
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO ESPECIAL";3.521.000,00;5.275.755,00;5.275.729,74;5.275.729,74;4.856.355,68;92,05
;"Educacao Infantil";;;;7.506.000,00;7.569.892,00;7.522.743,00;7.515.324,47;6.879.836,50;91,45
;;"EDUCACAO INFANTIL CIDADA";;;7.506.000,00;7.569.892,00;7.522.743,00;7.515.324,47;6.879.836,50;91,45
;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA EDUCACAO INFANTIL";;108.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA EDUCACAO INFANTIL";108.000,00;0,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL";;7.398.000,00;7.569.892,00;7.522.743,00;7.515.324,47;6.879.836,50;91,45
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL";7.398.000,00;7.569.892,00;7.522.743,00;7.515.324,47;6.879.836,50;91,45
;"Ensino Fundamental";;;;88.461.400,00;97.283.968,00;97.131.629,78;96.033.991,44;85.078.625,92;87,59
;;"ENSINO FUNDAMENTAL DE QUALIDADE";;;88.461.400,00;97.283.968,00;97.131.629,78;96.033.991,44;85.078.625,92;87,59
;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA O ENSINO FUNDAMENTAL";;1.098.700,00;948.940,00;947.931,66;947.931,66;932.321,44;98,35
;;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA O ENSINO FUNDAMENTAL";1.098.700,00;948.940,00;947.931,66;947.931,66;932.321,44;98,35
;;;"CONTRIBUICAO ADICIONAL DO FUNDEB PARA O PREVIPAULISTA";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DO FUNDEB PARA O PREVIPAULISTA";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DO FUNDEB PARA O PREVIPAULISTA";;13.632.000,00;13.634.530,00;13.586.913,13;13.586.913,13;11.045.645,52;81,30
;;;;"CONTRIBUICAO PATRONAL DO FUNDEB PARA O PREVIPAULISTA";13.632.000,00;13.634.530,00;13.586.913,13;13.586.913,13;11.045.645,52;81,30
;;;"ENCARGOS COM VALE TRANSPORTES DOS SERVIDORES DO ENSINO FUNDAMENTAL";;3.355.000,00;2.888.210,00;2.888.204,81;2.888.204,81;2.854.043,88;98,82
;;;;"ENCARGOS COM VALE TRANSPORTES DOS SERVIDORES DO ENSINO FUNDAMENTAL";3.355.000,00;2.888.210,00;2.888.204,81;2.888.204,81;2.854.043,88;98,82
;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL";;70.374.700,00;79.812.288,00;79.708.580,18;78.610.941,84;70.246.615,08;88,13
;;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL";70.374.700,00;79.812.288,00;79.708.580,18;78.610.941,84;70.246.615,08;88,13
;"Outros Encargos Especiais";;;;5.700,00;0,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;5.700,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO ADICIONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";;5.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";5.700,00;0,00;0,00;0,00;0,00;0,00
;"Protecao e Beneficios ao Trabalhador";;;;43.000,00;62.420,00;62.411,55;62.411,55;60.453,55;96,86
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;43.000,00;62.420,00;62.411,55;62.411,55;60.453,55;96,86
;;;"ENCARGOS COM VALE TRANSPORTE PARA OS SERVIDORES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";;43.000,00;62.420,00;62.411,55;62.411,55;60.453,55;96,86
;;;;"ENCARGOS COM VALE TRANSPORTE PARA OS SERVIDORES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";43.000,00;62.420,00;62.411,55;62.411,55;60.453,55;96,86
"Encargos Especiais";;;;;29.591.300,00;34.014.450,00;31.439.539,53;31.341.750,40;28.639.830,75;91,09
;"Outros Encargos Especiais";;;;26.134.300,00;30.717.450,00;28.210.558,12;28.112.768,99;25.410.849,34;90,08
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;650.000,00;606.000,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DA CAMARA DE VEREADORES PARA A PREVIPAULISTA";;650.000,00;606.000,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO PATRONAL DA CAMARA DE VEREADORES PARA A PREVIPAULISTA";650.000,00;606.000,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE INFRAESTRUTURA";;;11.000,00;2.300.160,00;412.865,12;370.819,53;370.819,53;89,82
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;11.000,00;2.300.160,00;412.865,12;370.819,53;370.819,53;89,82
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";11.000,00;2.300.160,00;412.865,12;370.819,53;370.819,53;89,82
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;4.285.000,00;4.514.200,00;4.514.163,01;4.514.163,01;4.514.163,01;100,00
;;;"CONTRIBUICAO PARA O PASEP";;4.285.000,00;4.514.200,00;4.514.163,01;4.514.163,01;4.514.163,01;100,00
;;;;"CONTRIBUICAO PARA O PASEP";4.285.000,00;4.514.200,00;4.514.163,01;4.514.163,01;4.514.163,01;100,00
;;"ENCARGOS ADMINISTRATIVOS DO MUNICIPIO";;;21.188.300,00;23.297.090,00;23.283.529,99;23.227.786,45;20.525.866,80;88,16
;;;"APOIO A ORGAOS GOVERNAMENTAIS";;21.300,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO A ORGAOS GOVERNAMENTAIS";21.300,00;0,00;0,00;0,00;0,00;0,00
;;;"AUXILIO TRANSPORTE PARA OS SERVIDORES DA PREFEITURA";;2.369.000,00;3.060.520,00;3.060.504,11;3.060.504,11;2.811.305,36;91,86
;;;;"AUXILIO TRANSPORTE PARA OS SERVIDORES DA PREFEITURA";2.369.000,00;3.060.520,00;3.060.504,11;3.060.504,11;2.811.305,36;91,86
;;;"CONTRIBUICAO ADICIONAL DA PREFEITURA AO PREVI PAULISTA";;2.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DA PREFEITURA AO PREVI PAULISTA";2.000,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DA PERFEITURA AO PREVI PAULISTA";;8.838.000,00;9.969.660,00;9.969.658,25;9.969.658,25;8.267.015,48;82,92
;;;;"CONTRIBUICAO PATRONAL DA PERFEITURA AO PREVI PAULISTA";8.838.000,00;9.969.660,00;9.969.658,25;9.969.658,25;8.267.015,48;82,92
;;;"DIVERSOS ENCARGOS ADMINISTRATIVOS";;945.000,00;1.556.340,00;1.556.330,18;1.511.230,85;1.511.230,85;97,10
;;;;"DIVERSOS ENCARGOS ADMINISTRATIVOS";945.000,00;1.556.340,00;1.556.330,18;1.511.230,85;1.511.230,85;97,10
;;;"ENCARGOS COM OBRIGACOES PATRONAIS";;4.095.000,00;3.936.090,00;3.936.084,87;3.936.084,87;3.611.737,36;91,76
;;;;"ENCARGOS COM OBRIGACOES PATRONAIS";4.095.000,00;3.936.090,00;3.936.084,87;3.936.084,87;3.611.737,36;91,76
;;;"ENCARGOS COM PESSOAL A DISPOSICAO DE DIVERSOS ORGAOS";;4.484.000,00;4.466.260,00;4.466.248,34;4.466.248,34;4.096.802,46;91,73
;;;;"ENCARGOS COM PESSOAL A DISPOSICAO DE DIVERSOS ORGAOS";4.484.000,00;4.466.260,00;4.466.248,34;4.466.248,34;4.096.802,46;91,73
;;;"ENCARGOS COM RECISAO DE CONTRATO  INDENIZACOES TRABALHISTAS E OUTRAS ASSISTENCIAS";;434.000,00;308.220,00;294.704,24;284.060,03;227.775,29;77,29
;;;;"ENCARGOS COM RECISAO DE CONTRATO  INDENIZACOES TRABALHISTAS E OUTRAS ASSISTENCIAS";434.000,00;308.220,00;294.704,24;284.060,03;227.775,29;77,29
;"Protecao e Beneficios ao Trabalhador";;;;92.000,00;68.000,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;92.000,00;68.000,00;0,00;0,00;0,00;0,00
;;;"ENCARGOS COM AUXILIO TRANSPORTE PARA OS SERVIDORES DA CAMARA DE VEREADORES";;92.000,00;68.000,00;0,00;0,00;0,00;0,00
;;;;"ENCARGOS COM AUXILIO TRANSPORTE PARA OS SERVIDORES DA CAMARA DE VEREADORES";92.000,00;68.000,00;0,00;0,00;0,00;0,00
;"Refinanciamento da Divida Interna";;;;2.005.000,00;2.250.070,00;2.250.063,90;2.250.063,90;2.250.063,90;100,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;2.005.000,00;2.250.070,00;2.250.063,90;2.250.063,90;2.250.063,90;100,00
;;;"PARCELAMENTO DE DEBITOS COM A PREVI PAULISTA";;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM A PREVI PAULISTA";15.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O FGTS";;15.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM O FGTS";15.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O INSS";;1.560.000,00;1.635.350,00;1.635.347,72;1.635.347,72;1.635.347,72;100,00
;;;;"PARCELAMENTO DE DEBITOS COM O INSS";1.560.000,00;1.635.350,00;1.635.347,72;1.635.347,72;1.635.347,72;100,00
;;;"PARCELAMENTO DE DEBITOS COM O PASEP";;415.000,00;614.720,00;614.716,18;614.716,18;614.716,18;100,00
;;;;"PARCELAMENTO DE DEBITOS COM O PASEP";415.000,00;614.720,00;614.716,18;614.716,18;614.716,18;100,00
;"Servico da Divida Interna";;;;1.360.000,00;978.930,00;978.917,51;978.917,51;978.917,51;100,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;1.360.000,00;978.930,00;978.917,51;978.917,51;978.917,51;100,00
;;;"ENCARGOS COM A DIVIDA PUBLICA";;1.360.000,00;978.930,00;978.917,51;978.917,51;978.917,51;100,00
;;;;"ENCARGOS COM A DIVIDA PUBLICA";1.360.000,00;978.930,00;978.917,51;978.917,51;978.917,51;100,00
"Gestao Ambiental";;;;;10.530.300,00;4.257.722,00;1.890.798,18;1.890.798,18;1.605.250,11;84,90
;"Controle Ambiental";;;;5.340.100,00;790.780,00;0,00;0,00;0,00;0,00
;;"DRENAGEM URBANA";;;5.240.300,00;790.780,00;0,00;0,00;0,00;0,00
;;;"CONSTRUCAO E OU RECUPERACAO DE OBRAS DE MICRO E MACRODRENAGEM";;5.240.300,00;790.780,00;0,00;0,00;0,00;0,00
;;;;"CONSTRUCAO E OU RECUPERACAO DE OBRAS DE MICRO E MACRODRENAGEM";5.240.300,00;790.780,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO";;;99.800,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO AS ACOES DE DESENVOLVIMENTO SUSTENTAVEL";;58.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO AS ACOES DE DESENVOLVIMENTO SUSTENTAVEL";58.700,00;0,00;0,00;0,00;0,00;0,00
;;;"LICENCIAMENTO E GESTAO DA DESTINACAO DE RESIDUOS SOLIDOS";;41.100,00;0,00;0,00;0,00;0,00;0,00
;;;;"LICENCIAMENTO E GESTAO DA DESTINACAO DE RESIDUOS SOLIDOS";41.100,00;0,00;0,00;0,00;0,00;0,00
;"Preservacao e Conservacao Ambiental";;;;1.330.200,00;1.609.172,00;1.608.157,96;1.608.157,96;1.458.320,40;90,68
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO";;;1.330.200,00;1.609.172,00;1.608.157,96;1.608.157,96;1.458.320,40;90,68
