Função;Subfunção;Programa;Projeto/Atividade/Operações Especiais;Ação;Dotação Inicial;Dotação Atualizada;Empenhado (E);Liquidado;Pago (P);P/E
;;"GESTAO DAS POLITICAS DE ACAO DE TURISMO E CULTURA DO MUNICIPIO";;;46.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PLANEJAMENTO  ORCAMENTO E MONITORAMENTO DAS ACOES DAS SEC. DE DESENVOLVIMENTO ECONOMICO  TURISMO E CULTURA";;46.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTO E MONITORAMENTO DAS ACOES DAS SEC. DE DESENVOLVIMENTO ECONOMICO  TURISMO E CULTURA";46.000,00;0,00;0,00;0,00;0,00;0,00
;"Promocao Comercial";;;;140.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROMOCAO E APOIO AS ATIVIDADES COMERCIAIS";;;140.000,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO AO DESENVOLVIMENTO DO COMERCIO DO MUNICIPIO";;140.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO AO DESENVOLVIMENTO DO COMERCIO DO MUNICIPIO";140.000,00;0,00;0,00;0,00;0,00;0,00
;"Turismo";;;;1.844.000,00;3.638.460,00;3.204.389,00;3.204.389,00;3.204.389,00;100,00
;;"PROMOCAO DO TURISMO DO MUNICIPIO";;;1.844.000,00;3.638.460,00;3.204.389,00;3.204.389,00;3.204.389,00;100,00
;;;"PROMOCAO DE EVENTOS E ACOES TURISTICAS";;1.844.000,00;3.638.460,00;3.204.389,00;3.204.389,00;3.204.389,00;100,00
;;;;"PROMOCAO DE EVENTOS E ACOES TURISTICAS";1.844.000,00;3.638.460,00;3.204.389,00;3.204.389,00;3.204.389,00;100,00
"Cultura";;;;;180.000,00;2.163.040,00;1.340.941,86;1.340.941,86;0,00;0,00
;"Difusao Cultural";;;;110.000,00;2.163.040,00;1.340.941,86;1.340.941,86;0,00;0,00
;;"PROMOCAO E PRESERVACAO DA CULTURA MUNICIPAL";;;110.000,00;2.163.040,00;1.340.941,86;1.340.941,86;0,00;0,00
;;;"PROMOCAO DE ACOES CULTURAIS";;110.000,00;2.163.040,00;1.340.941,86;1.340.941,86;0,00;0,00
;;;;"PROMOCAO DE ACOES CULTURAIS";110.000,00;2.163.040,00;1.340.941,86;1.340.941,86;0,00;0,00
;"Pat. Historico  Artistico e Arqueologico";;;;70.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROMOCAO E PRESERVACAO DA CULTURA MUNICIPAL";;;70.000,00;0,00;0,00;0,00;0,00;0,00
;;;"OBRAS DE PRESERVACAO DE AREAS CULTURAIS E SITIOS HISTORICOS";;70.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"OBRAS DE PRESERVACAO DE AREAS CULTURAIS E SITIOS HISTORICOS";70.000,00;0,00;0,00;0,00;0,00;0,00
"Desporto e Lazer";;;;;13.102.000,00;14.262.330,00;1.069.284,68;923.389,07;923.389,07;86,36
;"Administracao Geral";;;;61.000,00;71.340,00;71.331,23;0,00;0,00;0,00
;;"ACOES DE PROMOCOES DE LAZER E DESPORTO";;;61.000,00;71.340,00;71.331,23;0,00;0,00;0,00
;;;"PROMOCAO DE EVENTOS  LAZER E DESPORTO";;61.000,00;71.340,00;71.331,23;0,00;0,00;0,00
;;;;"PROMOCAO DE EVENTOS  LAZER E DESPORTO";61.000,00;71.340,00;71.331,23;0,00;0,00;0,00
;"Lazer";;;;13.041.000,00;14.190.990,00;997.953,45;923.389,07;923.389,07;92,53
;;"MELHORIA DO PAISAGISMO URBANO";;;13.041.000,00;14.190.990,00;997.953,45;923.389,07;923.389,07;92,53
;;;"CONSTRUCAO E RECUPERACAO DE PRACAS E AREAS DE LAZER";;13.041.000,00;14.190.990,00;997.953,45;923.389,07;923.389,07;92,53
;;;;"CONSTRUCAO E RECUPERACAO DE PRACAS E AREAS DE LAZER";13.041.000,00;14.190.990,00;997.953,45;923.389,07;923.389,07;92,53
"Direitos da Cidadania";;;;;12.255.900,00;29.532.345,00;29.339.334,22;29.336.552,10;29.210.312,64;99,56
;"Acao Judiciaria";;;;70.000,00;0,00;0,00;0,00;0,00;0,00
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;70.000,00;0,00;0,00;0,00;0,00;0,00
;;;"EXECUCAO DA COBRANCA DA DIVIDA ATIVA DO MUNICIPIO";;70.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"EXECUCAO DA COBRANCA DA DIVIDA ATIVA DO MUNICIPIO";70.000,00;0,00;0,00;0,00;0,00;0,00
;"Administracao Geral";;;;1.445.400,00;1.587.410,00;1.577.378,60;1.574.596,48;1.574.596,48;99,82
;;"APOIO ADMINISTRATIVO AS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS E PROCURADORIA GERAL";;;750.700,00;839.480,00;829.454,54;829.324,69;829.324,69;99,98
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";;750.700,00;839.480,00;829.454,54;829.324,69;829.324,69;99,98
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";750.700,00;839.480,00;829.454,54;829.324,69;829.324,69;99,98
;;"GESTAO DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";;;694.700,00;747.930,00;747.924,06;745.271,79;745.271,79;99,65
;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";;694.700,00;747.930,00;747.924,06;745.271,79;745.271,79;99,65
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DAS ACOES DA SECRETARIA DE ASSUNTOS JURIDICOS";694.700,00;747.930,00;747.924,06;745.271,79;745.271,79;99,65
;"Def. Interesse Publ. no Proc. Judiciario";;;;4.910.000,00;6.044.500,00;6.043.821,59;6.043.821,59;5.961.500,91;98,64
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;4.910.000,00;6.044.500,00;6.043.821,59;6.043.821,59;5.961.500,91;98,64
;;;"COMPROMISSOS COM SENTENCAS JUDICIAIS";;4.910.000,00;6.044.500,00;6.043.821,59;6.043.821,59;5.961.500,91;98,64
;;;;"COMPROMISSOS COM SENTENCAS JUDICIAIS";4.910.000,00;6.044.500,00;6.043.821,59;6.043.821,59;5.961.500,91;98,64
;"Direitos Individuais  Colet. e Difusos";;;;5.830.500,00;21.900.435,00;21.718.134,03;21.718.134,03;21.674.215,25;99,80
;;"DEFESA DOS DIREITOS DO CIDADAO";;;270.000,00;3.115,00;2.690,00;2.690,00;2.690,00;100,00
;;;"ACOES DA DEFENSORIA PUBLICA MUNICIPAL";;170.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"ACOES DA DEFENSORIA PUBLICA MUNICIPAL";170.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PROMOCAO DA DEFESA DOS DIREITOS DO CONSUMIDOR";;100.000,00;3.115,00;2.690,00;2.690,00;2.690,00;100,00
;;;;"PROMOCAO DA DEFESA DOS DIREITOS DO CONSUMIDOR";100.000,00;3.115,00;2.690,00;2.690,00;2.690,00;100,00
;;"PROMOCAO DAS ACOES JUDICIAIS DO MUNICIPIO";;;5.560.500,00;21.897.320,00;21.715.444,03;21.715.444,03;21.671.525,25;99,80
;;;"ACOES DE ASSESSORAMENTO JURIDICO";;5.560.500,00;21.897.320,00;21.715.444,03;21.715.444,03;21.671.525,25;99,80
;;;;"ACOES DE ASSESSORAMENTO JURIDICO";5.560.500,00;21.897.320,00;21.715.444,03;21.715.444,03;21.671.525,25;99,80
"Educacao";;;;;184.843.500,00;159.881.299,04;139.607.553,09;133.112.595,34;132.817.707,83;95,14
;"Administracao Geral";;;;3.875.100,00;3.282.310,00;3.181.293,13;3.093.542,21;3.062.906,88;96,28
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;2.424.400,00;1.566.480,00;1.492.410,65;1.457.084,34;1.457.084,34;97,63
;;;"AMPLIACAO OU REFORMA DO PREDIO DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"AMPLIACAO OU REFORMA DO PREDIO DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";;273.700,00;253.700,00;247.076,12;247.076,12;247.076,12;100,00
;;;;"CONTRIBUICAO PATRONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";273.700,00;253.700,00;247.076,12;247.076,12;247.076,12;100,00
;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA FUNDO MUN ICIPAL DE EDUCACAO";;2.147.700,00;1.312.780,00;1.245.334,53;1.210.008,22;1.210.008,22;97,16
;;;;"GESTAO ADMINISTRATIVA DAS ACOES DA SECRETARIA FUNDO MUN ICIPAL DE EDUCACAO";2.147.700,00;1.312.780,00;1.245.334,53;1.210.008,22;1.210.008,22;97,16
;;"DEMOCRATIZACAO DA GESTAO  TRANSPARENCIA E CONTROLE SOCIAL DA POLITICA DE ACAO DE EDUCACAO DO MUNICIPIO";;;1.177.700,00;1.642.850,00;1.615.908,08;1.563.483,47;1.532.848,14;94,86
;;;"DIRECAO E SUPERVISAO DAS ACOES DA SECRETARIA DE EDUCACAO";;5.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"DIRECAO E SUPERVISAO DAS ACOES DA SECRETARIA DE EDUCACAO";5.000,00;0,00;0,00;0,00;0,00;0,00
;;;"DIRECAO  SUPERVISAO E COORDENACAO DO FUNDO MUNICIPAL DE EDUCACAO";;1.150.700,00;1.632.360,00;1.612.718,08;1.560.293,47;1.529.658,14;94,85
;;;;"DIRECAO  SUPERVISAO E COORDENACAO DO FUNDO MUNICIPAL DE EDUCACAO";1.150.700,00;1.632.360,00;1.612.718,08;1.560.293,47;1.529.658,14;94,85
;;;"FORTALECIMENTO DOS CONSELHOS MUNICIPAIS DE EDUCACAO";;9.000,00;3.190,00;3.190,00;3.190,00;3.190,00;100,00
;;;;"FORTALECIMENTO DOS CONSELHOS MUNICIPAIS DE EDUCACAO";9.000,00;3.190,00;3.190,00;3.190,00;3.190,00;100,00
;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";;13.000,00;7.300,00;0,00;0,00;0,00;0,00
;;;;"PLANEJAMENTO  ORCAMENTACAO E MONITORAMENTO DAS ACOES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";13.000,00;7.300,00;0,00;0,00;0,00;0,00
;;"MUSICA PARA TODOS";;;273.000,00;72.980,00;72.974,40;72.974,40;72.974,40;100,00
;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO MUSICAL";;273.000,00;72.980,00;72.974,40;72.974,40;72.974,40;100,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO MUSICAL";273.000,00;72.980,00;72.974,40;72.974,40;72.974,40;100,00
;"Alimentacao e Nutricao";;;;6.103.000,00;5.965.599,04;5.682.463,24;5.367.715,46;5.367.715,46;94,46
;;"ALIMENTACAO ESCOLAR SAUDAVEL";;;6.103.000,00;5.965.599,04;5.682.463,24;5.367.715,46;5.367.715,46;94,46
;;;"ALIMENTACAO NAS ESCOLAS";;6.103.000,00;5.965.599,04;5.682.463,24;5.367.715,46;5.367.715,46;94,46
;;;;"ALIMENTACAO NAS ESCOLAS";6.103.000,00;5.965.599,04;5.682.463,24;5.367.715,46;5.367.715,46;94,46
;"Difusao Cultural";;;;615.000,00;25.330,00;22.520,00;22.520,00;22.520,00;100,00
;;"PROMOCAO E DIVULGACAO DAS ACOES EDUCACIONAIS";;;615.000,00;25.330,00;22.520,00;22.520,00;22.520,00;100,00
;;;"PROMOCAO DE EVENTOS EDUCACIONAIS";;615.000,00;25.330,00;22.520,00;22.520,00;22.520,00;100,00
;;;;"PROMOCAO DE EVENTOS EDUCACIONAIS";615.000,00;25.330,00;22.520,00;22.520,00;22.520,00;100,00
;"Educacao de Jovens e Adultos";;;;3.179.000,00;2.979.570,00;2.970.457,96;2.970.457,96;2.970.457,96;100,00
;;"JOVENS E ADULTOS NA ESCOLA";;;3.179.000,00;2.979.570,00;2.970.457,96;2.970.457,96;2.970.457,96;100,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO DE JOVENS E ADULTOS";;3.179.000,00;2.979.570,00;2.970.457,96;2.970.457,96;2.970.457,96;100,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO DE JOVENS E ADULTOS";3.179.000,00;2.979.570,00;2.970.457,96;2.970.457,96;2.970.457,96;100,00
;"Educacao Especial";;;;4.279.300,00;2.539.200,00;2.537.810,00;2.537.810,00;2.537.810,00;100,00
;;"INCLUSAO ESCOLAR PARA PESSOAS PORTADORAS DE NECESSIDADES ESPECIAIS";;;4.279.300,00;2.539.200,00;2.537.810,00;2.537.810,00;2.537.810,00;100,00
;;;"ADEQUACAO DOS ESPACOS FISICOS E EQUIPAGEM DAS ESCOLAS COM ATENDIMENTO EDUCACIONAL ESPECIALIZADO   AEE";;105.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"ADEQUACAO DOS ESPACOS FISICOS E EQUIPAGEM DAS ESCOLAS COM ATENDIMENTO EDUCACIONAL ESPECIALIZADO   AEE";105.000,00;0,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO ESPECIAL";;4.174.300,00;2.539.200,00;2.537.810,00;2.537.810,00;2.537.810,00;100,00
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO ESPECIAL";4.174.300,00;2.539.200,00;2.537.810,00;2.537.810,00;2.537.810,00;100,00
;"Educacao Infantil";;;;9.762.700,00;8.732.173,00;8.628.566,34;8.423.822,48;8.364.624,08;96,94
;;"EDUCACAO INFANTIL CIDADA";;;9.762.700,00;8.732.173,00;8.628.566,34;8.423.822,48;8.364.624,08;96,94
;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA EDUCACAO INFANTIL";;60.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA EDUCACAO INFANTIL";60.000,00;0,00;0,00;0,00;0,00;0,00
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL";;6.591.000,00;7.832.663,00;7.732.703,63;7.712.959,75;7.653.761,35;98,98
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL";6.591.000,00;7.832.663,00;7.732.703,63;7.712.959,75;7.653.761,35;98,98
;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL   CRECHE";;3.111.700,00;899.510,00;895.862,71;710.862,73;710.862,73;79,35
;;;;"MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO INFANTIL   CRECHE";3.111.700,00;899.510,00;895.862,71;710.862,73;710.862,73;79,35
;"Ensino Fundamental";;;;156.925.000,00;136.313.417,00;116.552.079,15;110.664.363,96;110.459.310,18;94,77
;;"ENSINO FUNDAMENTAL DE QUALIDADE";;;156.925.000,00;136.313.417,00;116.552.079,15;110.664.363,96;110.459.310,18;94,77
;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA O ENSINO FUNDAMENTAL";;23.304.000,00;918.338,00;918.336,20;437.810,98;437.810,98;47,67
;;;;"AQUISICAO  CONSTRUCAO  AMPLIACAO  ADEQUACAO E EQUIPAGEM PARA O ENSINO FUNDAMENTAL";23.304.000,00;918.338,00;918.336,20;437.810,98;437.810,98;47,67
;;;"CONTRIBUICAO ADICIONAL DO FUNDEB PARA O PREVIPAULISTA";;1.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DO FUNDEB PARA O PREVIPAULISTA";1.000,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DO FUNDEB PARA O PREVIPAULISTA";;13.796.600,00;16.206.270,00;16.194.769,11;16.194.769,11;16.194.769,11;100,00
;;;;"CONTRIBUICAO PATRONAL DO FUNDEB PARA O PREVIPAULISTA";13.796.600,00;16.206.270,00;16.194.769,11;16.194.769,11;16.194.769,11;100,00
;;;"ENCARGOS COM VALE TRANSPORTES DOS SERVIDORES DO ENSINO FUNDAMENTAL";;4.426.800,00;556.400,00;556.400,00;554.644,08;554.403,28;99,64
;;;;"ENCARGOS COM VALE TRANSPORTES DOS SERVIDORES DO ENSINO FUNDAMENTAL";4.426.800,00;556.400,00;556.400,00;554.644,08;554.403,28;99,64
;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL";;115.396.600,00;118.632.409,00;98.882.573,84;93.477.139,79;93.272.326,81;94,33
;;;;"MANUTENCAO E DESENVOLVIMENTO DO ENSINO FUNDAMENTAL";115.396.600,00;118.632.409,00;98.882.573,84;93.477.139,79;93.272.326,81;94,33
;"Outros Encargos Especiais";;;;5.700,00;0,00;0,00;0,00;0,00;0,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;5.700,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO ADICIONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";;5.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO PARA O PREVIPAULISTA";5.700,00;0,00;0,00;0,00;0,00;0,00
;"Protecao e Beneficios ao Trabalhador";;;;98.700,00;43.700,00;32.363,27;32.363,27;32.363,27;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE EDUCACAO";;;98.700,00;43.700,00;32.363,27;32.363,27;32.363,27;100,00
;;;"ENCARGOS COM VALE TRANSPORTE PARA OS SERVIDORES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";;98.700,00;43.700,00;32.363,27;32.363,27;32.363,27;100,00
;;;;"ENCARGOS COM VALE TRANSPORTE PARA OS SERVIDORES DA SECRETARIA FUNDO MUNICIPAL DE EDUCACAO";98.700,00;43.700,00;32.363,27;32.363,27;32.363,27;100,00
"Encargos Especiais";;;;;35.650.000,00;40.098.870,00;39.698.236,76;38.462.592,20;38.025.057,35;95,79
;"Outros Encargos Especiais";;;;29.678.000,00;35.603.920,00;35.244.666,83;34.009.022,27;33.571.487,42;95,25
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;620.000,00;603.000,00;602.715,60;602.715,60;602.715,60;100,00
;;;"CONTRIBUICAO PATRONAL DA CAMARA DE VEREADORES PARA A PREVIPAULISTA";;620.000,00;603.000,00;602.715,60;602.715,60;602.715,60;100,00
;;;;"CONTRIBUICAO PATRONAL DA CAMARA DE VEREADORES PARA A PREVIPAULISTA";620.000,00;603.000,00;602.715,60;602.715,60;602.715,60;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DE SECRETARIA DE INFRAESTRUTURA";;;11.000,00;252.440,00;10.321,40;10.321,40;10.321,40;100,00
;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";;11.000,00;252.440,00;10.321,40;10.321,40;10.321,40;100,00
;;;;"REGULARIZACAO DE SALDOS DE RECURSOS DE CONVENIOS DA SECRETARIA DE INFRAESTRUTURA  SERVICOS PUBLICOS E MEIO AMBIENTE";11.000,00;252.440,00;10.321,40;10.321,40;10.321,40;100,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;5.200.000,00;6.526.000,00;6.525.990,85;6.137.690,85;6.133.838,25;93,99
;;;"CONTRIBUICAO PARA O PASEP";;5.200.000,00;6.526.000,00;6.525.990,85;6.137.690,85;6.133.838,25;93,99
;;;;"CONTRIBUICAO PARA O PASEP";5.200.000,00;6.526.000,00;6.525.990,85;6.137.690,85;6.133.838,25;93,99
;;"ENCARGOS ADMINISTRATIVOS DO MUNICIPIO";;;23.847.000,00;28.222.480,00;28.105.638,98;27.258.294,42;26.824.612,17;95,44
;;;"APOIO A ORGAOS GOVERNAMENTAIS";;21.300,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO A ORGAOS GOVERNAMENTAIS";21.300,00;0,00;0,00;0,00;0,00;0,00
;;;"AUXILIO TRANSPORTE PARA OS SERVIDORES DA PREFEITURA";;3.659.900,00;1.783.350,00;1.768.682,61;1.768.009,92;1.764.922,15;99,79
;;;;"AUXILIO TRANSPORTE PARA OS SERVIDORES DA PREFEITURA";3.659.900,00;1.783.350,00;1.768.682,61;1.768.009,92;1.764.922,15;99,79
;;;"CONTRIBUICAO ADICIONAL DA PREFEITURA AO PREVI PAULISTA";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"CONTRIBUICAO ADICIONAL DA PREFEITURA AO PREVI PAULISTA";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;"CONTRIBUICAO PATRONAL DA PERFEITURA AO PREVI PAULISTA";;10.093.100,00;12.839.420,00;12.839.413,08;12.839.413,08;12.839.413,08;100,00
;;;;"CONTRIBUICAO PATRONAL DA PERFEITURA AO PREVI PAULISTA";10.093.100,00;12.839.420,00;12.839.413,08;12.839.413,08;12.839.413,08;100,00
;;;"DIVERSOS ENCARGOS ADMINISTRATIVOS";;1.188.500,00;1.633.800,00;1.531.903,85;1.401.527,30;1.401.527,30;91,49
;;;;"DIVERSOS ENCARGOS ADMINISTRATIVOS";1.188.500,00;1.633.800,00;1.531.903,85;1.401.527,30;1.401.527,30;91,49
;;;"ENCARGOS COM OBRIGACOES PATRONAIS";;4.166.000,00;3.793.580,00;3.793.568,56;3.428.040,04;3.191.307,71;84,12
;;;;"ENCARGOS COM OBRIGACOES PATRONAIS";4.166.000,00;3.793.580,00;3.793.568,56;3.428.040,04;3.191.307,71;84,12
;;;"ENCARGOS COM PESSOAL A DISPOSICAO DE DIVERSOS ORGAOS";;4.652.200,00;5.505.120,00;5.505.109,01;5.505.109,01;5.505.109,01;100,00
;;;;"ENCARGOS COM PESSOAL A DISPOSICAO DE DIVERSOS ORGAOS";4.652.200,00;5.505.120,00;5.505.109,01;5.505.109,01;5.505.109,01;100,00
;;;"ENCARGOS COM RECISAO DE CONTRATO  INDENIZACOES TRABALHISTAS E OUTRAS ASSISTENCIAS";;60.000,00;2.667.210,00;2.666.961,87;2.316.195,07;2.122.332,92;79,58
;;;;"ENCARGOS COM RECISAO DE CONTRATO  INDENIZACOES TRABALHISTAS E OUTRAS ASSISTENCIAS";60.000,00;2.667.210,00;2.666.961,87;2.316.195,07;2.122.332,92;79,58
;"Protecao e Beneficios ao Trabalhador";;;;92.000,00;63.000,00;62.086,54;62.086,54;62.086,54;100,00
;;"APOIO ADMINISTRATIVO AS ACOES DA CAMARA MUNICIPAL";;;92.000,00;63.000,00;62.086,54;62.086,54;62.086,54;100,00
;;;"ENCARGOS COM AUXILIO TRANSPORTE PARA OS SERVIDORES DA CAMARA DE VEREADORES";;92.000,00;63.000,00;62.086,54;62.086,54;62.086,54;100,00
;;;;"ENCARGOS COM AUXILIO TRANSPORTE PARA OS SERVIDORES DA CAMARA DE VEREADORES";92.000,00;63.000,00;62.086,54;62.086,54;62.086,54;100,00
;"Refinanciamento da Divida Interna";;;;1.753.000,00;3.663.240,00;3.657.483,58;3.657.483,58;3.657.483,58;100,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;1.753.000,00;3.663.240,00;3.657.483,58;3.657.483,58;3.657.483,58;100,00
;;;"PARCELAMENTO DE DEBITOS COM A PREVI PAULISTA";;3.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM A PREVI PAULISTA";3.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O FGTS";;6.000,00;0,00;0,00;0,00;0,00;0,00
;;;;"PARCELAMENTO DE DEBITOS COM O FGTS";6.000,00;0,00;0,00;0,00;0,00;0,00
;;;"PARCELAMENTO DE DEBITOS COM O INSS";;1.344.000,00;3.406.840,00;3.403.699,66;3.403.699,66;3.403.699,66;100,00
;;;;"PARCELAMENTO DE DEBITOS COM O INSS";1.344.000,00;3.406.840,00;3.403.699,66;3.403.699,66;3.403.699,66;100,00
;;;"PARCELAMENTO DE DEBITOS COM O PASEP";;400.000,00;256.400,00;253.783,92;253.783,92;253.783,92;100,00
;;;;"PARCELAMENTO DE DEBITOS COM O PASEP";400.000,00;256.400,00;253.783,92;253.783,92;253.783,92;100,00
;"Servico da Divida Interna";;;;4.127.000,00;768.710,00;733.999,81;733.999,81;733.999,81;100,00
;;"APOIO AOS COMPROMISSO DE DIVIDA";;;4.127.000,00;768.710,00;733.999,81;733.999,81;733.999,81;100,00
;;;"ENCARGOS COM A DIVIDA PUBLICA";;4.127.000,00;768.710,00;733.999,81;733.999,81;733.999,81;100,00
;;;;"ENCARGOS COM A DIVIDA PUBLICA";4.127.000,00;768.710,00;733.999,81;733.999,81;733.999,81;100,00
"Gestao Ambiental";;;;;10.448.400,00;9.525.310,00;3.328.260,64;3.292.107,96;3.292.107,96;98,91
;"Controle Ambiental";;;;3.160.800,00;4.033.330,00;1.025.326,29;1.025.326,29;1.025.326,29;100,00
;;"DRENAGEM URBANA";;;3.053.000,00;4.033.330,00;1.025.326,29;1.025.326,29;1.025.326,29;100,00
;;;"CONSTRUCAO E OU RECUPERACAO DE OBRAS DE MICRO E MACRODRENAGEM";;3.053.000,00;4.033.330,00;1.025.326,29;1.025.326,29;1.025.326,29;100,00
;;;;"CONSTRUCAO E OU RECUPERACAO DE OBRAS DE MICRO E MACRODRENAGEM";3.053.000,00;4.033.330,00;1.025.326,29;1.025.326,29;1.025.326,29;100,00
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO";;;107.800,00;0,00;0,00;0,00;0,00;0,00
;;;"APOIO AS ACOES DE DESENVOLVIMENTO SUSTENTAVEL";;66.700,00;0,00;0,00;0,00;0,00;0,00
;;;;"APOIO AS ACOES DE DESENVOLVIMENTO SUSTENTAVEL";66.700,00;0,00;0,00;0,00;0,00;0,00
;;;"LICENCIAMENTO E GESTAO DA DESTINACAO DE RESIDUOS SOLIDOS";;41.100,00;0,00;0,00;0,00;0,00;0,00
;;;;"LICENCIAMENTO E GESTAO DA DESTINACAO DE RESIDUOS SOLIDOS";41.100,00;0,00;0,00;0,00;0,00;0,00
;"Preservacao e Conservacao Ambiental";;;;1.977.600,00;2.108.310,00;2.108.170,33;2.108.170,33;2.108.170,33;100,00
;;"PROMOCAO DAS ACOES DE MEIO AMBIENTE NO MUNICIPIO";;;1.977.600,00;2.108.310,00;2.108.170,33;2.108.170,33;2.108.170,33;100,00
;;;"GESTAO E PRESERVACAO DO MEIO AMBIENTE";;1.958.200,00;2.108.280,00;2.108.170,33;2.108.170,33;2.108.170,33;100,00
;;;;"GESTAO E PRESERVACAO DO MEIO AMBIENTE";1.958.200,00;2.108.280,00;2.108.170,33;2.108.170,33;2.108.170,33;100,00
;;;"MANUTENCAO DA SEMENTEIRA";;19.400,00;30,00;0,00;0,00;0,00;0,00
;;;;"MANUTENCAO DA SEMENTEIRA";19.400,00;30,00;0,00;0,00;0,00;0,00
